position,step,reg_gradient,preclip_total,reg_to_total,added_increment,changed_elements,native_gradient,fit_gradient,H_gradient,U_gradient,x_component_gradient,y_component_gradient,scale_relative,input_centered_to_ridge,patch_centered_to_ridge,final_centered_to_ridge,input_offdiag_mean,patch_offdiag_mean,final_offdiag_mean
16,80,9.96875708709671e-06,16.30746078491211,6.113003868953003e-07,9.983292223751649e-06,69565,18.490793228149414,0.042060624808073044,2.073688507080078,0.12930390238761902,4.108894973672027e-06,3.4826291058437337e-06,0.00028960168604617355,0.2322608478610399,0.017129243426550044,0.4615829967583782,0.9999972987521485,0.9999996845070044,0.9999922289888489
16,160,1.102622887907714e-05,0.018379179760813713,0.0005999304116164196,1.1026225586125064e-05,73717,0.3184484839439392,0.00479830801486969,0.32531794905662537,0.024284247308969498,5.234785958009834e-06,4.132790182034117e-06,0.00026702607844047803,0.2322608478610399,0.01720600272391863,0.45958094422288226,0.9999972987521485,0.9999996837476264,0.9999922578452761
16,320,1.1003060233655931e-05,0.0040157088078558445,0.0027400045073315282,1.1003061150513919e-05,73724,0.05145561695098877,0.0016077132895588875,0.048587948083877563,0.007147700525820255,5.788849039815277e-06,4.468289535252867e-06,0.00021486376932685258,0.2322608478610399,0.01708909431072154,0.4585833116230615,0.9999972987521485,0.9999996857469604,0.9999922764675546
17,1,4.478791813872551e-06,6.078629493713379,7.368094762980032e-07,4.478907069710953e-06,67688,0.0009591529960744083,0.0007011343259364367,5.976870536804199,0.5307871699333191,4.144928641180962e-06,8.568434629744686e-07,0.0007078278667490467,0.23795630589999953,0.014625366835098057,0.4522494603717294,0.9999972325178241,0.9999997238595846,0.9999922773357641
17,80,8.441043340579958e-06,0.013340223580598831,0.0006327512645932016,8.44104532070908e-06,73714,0.030800674110651016,0.01735083945095539,0.05588170886039734,0.004920236300677061,4.010053354427237e-06,8.835452094143029e-07,0.00023937127635651614,0.23795630589999953,0.014898971791300324,0.45171612947125483,0.9999972325178241,0.9999997096041062,0.9999922684869136
17,160,8.60145965608244e-06,0.0051158396527171135,0.0016813387908892047,8.60146073927088e-06,73721,0.011467688716948032,0.0062668537721037865,0.020493334159255028,0.0012191528221592307,4.0472542258373535e-06,8.840636629630662e-07,0.0005044804400125928,0.23795630589999953,0.01493488342241167,0.4514407088489079,0.9999972325178241,0.9999997087430622,0.999992275615044
17,320,8.70818878777214e-06,0.0020311030093580484,0.0042874185837204065,8.708189140874079e-06,73720,0.003859877586364746,0.0022412901744246483,0.006896433886140585,0.0010429159738123417,4.160624046595394e-06,8.88094118727215e-07,0.0003800706568122627,0.23795630589999953,0.014960624485539968,0.45130852082752687,0.9999972325178241,0.999999708360257,0.9999922811871109
18,1,2.0988053373639128e-06,6.02602481842041,3.482901913958709e-07,2.1046452492149607e-06,63581,0.0007127781282179058,0.0007050021085888147,5.9678850173950195,0.3337021768093109,5.6361452514159085e-06,2.544612776968954e-06,0.0010588482592476637,0.2338174976135906,0.014417622344362783,0.4631604303755776,0.9999972806487811,0.9999997320595035,0.9999920984364995
18,80,5.186852264773982e-06,0.019537247717380524,0.00026548530989652693,5.1868591317054644e-06,73707,0.05230054259300232,0.008115101605653763,0.0375981405377388,0.030012384057044983,5.718911216282729e-06,2.0941892256857477e-06,0.00041354231482826457,0.2338174976135906,0.01586765074112674,0.4632007012588275,0.9999972806487811,0.9999997063647762,0.9999920930032467
18,160,4.781367614378731e-06,0.014153885655105114,0.0003378130734477254,4.781348942055702e-06,73715,0.048480793833732605,0.005898125935345888,0.021244263276457787,0.031939100474119186,5.8095594912773075e-06,2.352718654625691e-06,0.0005526685611398721,0.2338174976135906,0.015671446195880054,0.46294958003432496,0.9999972806487811,0.9999997078828091,0.9999920966615682
