task_id,step,group,kl,epsilon,scale,residual,dual,saturation
SW_e03_P4_W1_KL_0.1,160,U,0.003907795166014694,0.009471572295296937,0.018943144590593874,-0.0055637771292822435,0.5,0
SW_e03_P4_W1_KL_0.1,320,H,0.046422899165190754,0.16715906895697116,0.3343181379139423,-0.12073616979178041,0.5,0
SW_e03_P4_W1_KL_0.1,320,U,0.0026728983648354188,0.009471572295296937,0.018943144590593874,-0.0067986739304615185,0.5,0
SW_e03_L16_W1_KL_0.1,0,H,0.3342948481440544,0.16715906895697116,0.3343181379139423,0.16713577918708325,0.5,0
SW_e03_L16_W1_KL_0.1,0,U,0.018935222062282264,0.009471572295296937,0.018943144590593874,0.009463649766985327,0.5,0
SW_e03_L16_W1_KL_0.1,80,H,0.020140434577479025,0.16715906895697116,0.3343181379139423,-0.14701863437949214,0.5,0
SW_e03_L16_W1_KL_0.1,80,U,0.004904114899545675,0.009471572295296937,0.018943144590593874,-0.004567457395751262,0.5,0
SW_e03_L16_W1_KL_0.1,160,H,0.0009574431038345209,0.16715906895697116,0.3343181379139423,-0.16620162585313664,0.5,0
SW_e03_L16_W1_KL_0.1,160,U,0.0005351657637220342,0.009471572295296937,0.018943144590593874,-0.008936406531574903,0.5,0
SW_e03_L16_W1_KL_0.1,320,H,0.0005577365620411,0.16715906895697116,0.3343181379139423,-0.16660133239493005,0.5,0
SW_e03_L16_W1_KL_0.1,320,U,0.0005881364281776769,0.009471572295296937,0.018943144590593874,-0.00888343586711926,0.5,0
SW_e07_P4_W1_KL_0.1,0,H,0.2522725656628609,0.12613628283143044,0.2522725656628609,0.12613628283143044,0.5,0
SW_e07_P4_W1_KL_0.1,0,U,0.022511054321916565,0.011255527160958283,0.022511054321916565,0.011255527160958283,0.5,0
SW_e07_P4_W1_KL_0.1,80,H,0.11446850821375848,0.12613628283143044,0.2522725656628609,-0.011667774617671961,0.5,0
SW_e07_P4_W1_KL_0.1,80,U,0.006023044471577223,0.011255527160958283,0.022511054321916565,-0.005232482689381059,0.5,0
SW_e07_P4_W1_KL_0.1,160,H,0.09738554209470748,0.12613628283143044,0.2522725656628609,-0.028750740736722957,0.5,0
SW_e07_P4_W1_KL_0.1,160,U,0.003601654089935538,0.011255527160958283,0.022511054321916565,-0.007653873071022745,0.5,0
SW_e07_P4_W1_KL_0.1,320,H,0.08475934267044066,0.12613628283143044,0.2522725656628609,-0.04137694016098978,0.5,0
SW_e07_P4_W1_KL_0.1,320,U,0.0020946245963892173,0.011255527160958283,0.022511054321916565,-0.009160902564569065,0.5,0
SW_e07_L16_W1_KL_0.1,0,H,0.252217498421669,0.12613628283143044,0.2522725656628609,0.12608121559023858,0.5,0
SW_e07_L16_W1_KL_0.1,0,U,0.022490586826784745,0.011255527160958283,0.022511054321916565,0.011235059665826462,0.5,0
SW_e07_L16_W1_KL_0.1,80,H,0.05937436241656542,0.12613628283143044,0.2522725656628609,-0.06676192041486502,0.5,0
SW_e07_L16_W1_KL_0.1,80,U,0.007645313110616472,0.011255527160958283,0.022511054321916565,-0.003610214050341811,0.5,0
SW_e07_L16_W1_KL_0.1,160,H,0.0028013819013722237,0.12613628283143044,0.2522725656628609,-0.12333490093005822,0.5,0
SW_e07_L16_W1_KL_0.1,160,U,0.0065149417286092005,0.011255527160958283,0.022511054321916565,-0.004740585432349082,0.5,0
SW_e07_L16_W1_KL_0.1,320,H,0.053610992879839614,0.12613628283143044,0.2522725656628609,-0.07252528995159083,0.5,0
SW_e07_L16_W1_KL_0.1,320,U,0.006690410066868126,0.011255527160958283,0.022511054321916565,-0.004565117094090156,0.5,0
SW_e13_P4_W1_KL_0.1,0,H,0.5371550083160401,0.26857750415802006,0.5371550083160401,0.26857750415802006,0.5,0
SW_e13_P4_W1_KL_0.1,0,U,0.030013001368691523,0.015006500684345761,0.030013001368691523,0.015006500684345761,0.5,0
SW_e13_P4_W1_KL_0.1,80,H,0.24793610200285912,0.26857750415802006,0.5371550083160401,-0.020641402155160943,0.5,0
SW_e13_P4_W1_KL_0.1,80,U,0.0079951297181348,0.015006500684345761,0.030013001368691523,-0.007011370966210961,0.5,0
SW_e13_P4_W1_KL_0.1,160,H,0.21539175882935524,0.26857750415802006,0.5371550083160401,-0.053185745328664824,0.5,0
SW_e13_P4_W1_KL_0.1,160,U,0.005324920859291322,0.015006500684345761,0.030013001368691523,-0.00968157982505444,0.5,0
SW_e13_P4_W1_KL_0.1,320,H,0.19056506156921388,0.26857750415802006,0.5371550083160401,-0.07801244258880619,0.5,0
SW_e13_P4_W1_KL_0.1,320,U,0.003327877739340895,0.015006500684345761,0.030013001368691523,-0.011678622945004866,0.5,0
SW_e13_L16_W1_KL_0.1,0,H,0.5371625393629074,0.26857750415802006,0.5371550083160401,0.2685850352048873,0.5,0
SW_e13_L16_W1_KL_0.1,0,U,0.03002741192984912,0.015006500684345761,0.030013001368691523,0.01502091124550336,0.5,0
SW_e13_L16_W1_KL_0.1,80,H,0.032038732222281395,0.26857750415802006,0.5371550083160401,-0.23653877193573866,0.5,0
SW_e13_L16_W1_KL_0.1,80,U,0.005079883451495941,0.015006500684345761,0.030013001368691523,-0.009926617232849821,0.5,0
SW_e13_L16_W1_KL_0.1,160,H,0.0015418096038047225,0.26857750415802006,0.5371550083160401,-0.26703569455421533,0.5,0
SW_e13_L16_W1_KL_0.1,160,U,0.0014119708535468413,0.015006500684345761,0.030013001368691523,-0.01359452983079892,0.5,0
SW_e13_L16_W1_KL_0.1,320,H,0.0009326089289970696,0.26857750415802006,0.5371550083160401,-0.267644895229023,0.5,0
SW_e13_L16_W1_KL_0.1,320,U,0.009104844514190013,0.015006500684345761,0.030013001368691523,-0.005901656170155749,0.5,0
SW_e15_P4_W1_KL_0.1,0,H,0.34855098724365235,0.17427549362182618,0.34855098724365235,0.17427549362182618,0.5,0
SW_e15_P4_W1_KL_0.1,0,U,0.019678464450407773,0.009839232225203887,0.019678464450407773,0.009839232225203887,0.5,0
SW_e15_P4_W1_KL_0.1,80,H,0.14388221576809884,0.17427549362182618,0.34855098724365235,-0.030393277853727335,0.5,0
SW_e15_P4_W1_KL_0.1,80,U,0.006233814361621626,0.009839232225203887,0.019678464450407773,-0.003605417863582261,0.5,0
SW_e15_P4_W1_KL_0.1,160,H,0.13625168278813363,0.17427549362182618,0.34855098724365235,-0.03802381083369255,0.5,0
SW_e15_P4_W1_KL_0.1,160,U,0.004156290189712308,0.009839232225203887,0.019678464450407773,-0.005682942035491578,0.5,0
SW_e15_P4_W1_KL_0.1,320,H,0.1018911387771368,0.17427549362182618,0.34855098724365235,-0.07238435484468937,0.5,0
SW_e15_P4_W1_KL_0.1,320,U,0.0026625519967637956,0.009839232225203887,0.019678464450407773,-0.007176680228440091,0.5,0
SW_e15_L16_W1_KL_0.1,0,H,0.34854928851127626,0.17427549362182618,0.34855098724365235,0.17427379488945008,0.5,0
SW_e15_L16_W1_KL_0.1,0,U,0.019677949574543163,0.009839232225203887,0.019678464450407773,0.009838717349339277,0.5,0
SW_e15_L16_W1_KL_0.1,80,H,0.010694094936479815,0.17427549362182618,0.34855098724365235,-0.16358139868534635,0.5,0
SW_e15_L16_W1_KL_0.1,80,U,0.004368793775938684,0.009839232225203887,0.019678464450407773,-0.0054704384492652025,0.5,0
SW_e15_L16_W1_KL_0.1,160,H,0.010605928095174022,0.17427549362182618,0.34855098724365235,-0.16366956552665216,0.5,0
SW_e15_L16_W1_KL_0.1,160,U,0.0023897861701698275,0.009839232225203887,0.019678464450407773,-0.007449446055034059,0.5,0
SW_e15_L16_W1_KL_0.1,320,H,0.011527284304611385,0.17427549362182618,0.34855098724365235,-0.1627482093172148,0.5,0
SW_e15_L16_W1_KL_0.1,320,U,0.015448668420503964,0.009839232225203887,0.019678464450407773,0.005609436195300077,0.5,0
SW_e16_P4_W1_KL_0.1,0,H,0.37595587223768234,0.18797793611884117,0.37595587223768234,0.18797793611884117,0.5,0
SW_e16_P4_W1_KL_0.1,0,U,0.01761897260439582,0.00880948630219791,0.01761897260439582,0.00880948630219791,0.5,0
SW_e16_P4_W1_KL_0.1,80,H,0.1473616948351264,0.18797793611884117,0.37595587223768234,-0.04061624128371477,0.5,0
SW_e16_P4_W1_KL_0.1,80,U,0.006371110306645278,0.00880948630219791,0.01761897260439582,-0.002438375995552633,0.5,0
SW_e16_P4_W1_KL_0.1,160,H,0.12866710666567088,0.18797793611884117,0.37595587223768234,-0.05931082945317029,0.5,0
SW_e16_P4_W1_KL_0.1,160,U,0.004096643820957979,0.00880948630219791,0.01761897260439582,-0.004712842481239932,0.5,0
SW_e16_P4_W1_KL_0.1,320,H,0.10029511130414903,0.18797793611884117,0.37595587223768234,-0.08768282481469214,0.5,0
SW_e16_P4_W1_KL_0.1,320,U,0.0026196883045486175,0.00880948630219791,0.01761897260439582,-0.006189797997649293,0.5,0
SW_e16_L16_W1_KL_0.1,0,H,0.3759135015308857,0.18797793611884117,0.37595587223768234,0.18793556541204454,0.5,0
SW_e16_L16_W1_KL_0.1,0,U,0.01763490162556991,0.00880948630219791,0.01761897260439582,0.008825415323371999,0.5,0
SW_e16_L16_W1_KL_0.1,80,H,0.06726049399003386,0.18797793611884117,0.37595587223768234,-0.1207174421288073,0.5,0
SW_e16_L16_W1_KL_0.1,80,U,0.005078646052425029,0.00880948630219791,0.01761897260439582,-0.003730840249772882,0.5,0
SW_e16_L16_W1_KL_0.1,160,H,0.02154512823035475,0.18797793611884117,0.37595587223768234,-0.1664328078884864,0.5,0
SW_e16_L16_W1_KL_0.1,160,U,0.0011958590230278787,0.00880948630219791,0.01761897260439582,-0.007613627279170032,0.5,0
SW_e16_L16_W1_KL_0.1,320,H,0.000852412985113915,0.18797793611884117,0.37595587223768234,-0.18712552313372727,0.5,0
SW_e16_L16_W1_KL_0.1,320,U,0.007758997458950034,0.00880948630219791,0.01761897260439582,-0.0010504888432478765,0.5,0
SW_e01_P4_W0_TASK_ONLY,0,H,0.43317430913448335,0.21658715456724167,0.43317430913448335,0.21658715456724167,0.5,0
SW_e01_P4_W0_TASK_ONLY,0,U,0.02232136545353569,0.011160682726767845,0.02232136545353569,0.011160682726767845,0.5,0
SW_e01_P4_W0_TASK_ONLY,80,H,0.5025601118803025,0.21658715456724167,0.43317430913448335,0.2859729573130608,0.5,0
SW_e01_P4_W0_TASK_ONLY,80,U,0.025233966123778373,0.011160682726767845,0.02232136545353569,0.014073283397010528,0.5,0
SW_e01_P4_W0_TASK_ONLY,160,H,0.5365275233983994,0.21658715456724167,0.43317430913448335,0.31994036883115773,0.5,0
SW_e01_P4_W0_TASK_ONLY,160,U,0.029582001880044118,0.011160682726767845,0.02232136545353569,0.018421319153276272,0.5,0
SW_e01_P4_W0_TASK_ONLY,320,H,0.5517826959490776,0.21658715456724167,0.43317430913448335,0.33519554138183594,0.5,0
SW_e01_P4_W0_TASK_ONLY,320,U,0.040436878363834694,0.011160682726767845,0.02232136545353569,0.02927619563706685,0.5,0
SW_e01_L16_W0_TASK_ONLY,0,H,0.4331589758396149,0.21658715456724167,0.43317430913448335,0.2165718212723732,0.5,0
SW_e01_L16_W0_TASK_ONLY,0,U,0.022302650526398793,0.011160682726767845,0.02232136545353569,0.011141967799630947,0.5,0
SW_e01_L16_W0_TASK_ONLY,80,H,1.5799206435680389,0.21658715456724167,0.43317430913448335,1.363333489000797,0.5,0
SW_e01_L16_W0_TASK_ONLY,80,U,0.3617624882608652,0.011160682726767845,0.02232136545353569,0.35060180553409737,0.5,0
SW_e01_L16_W0_TASK_ONLY,160,H,1.5801360368728639,0.21658715456724167,0.43317430913448335,1.363548882305622,0.5,0
SW_e01_L16_W0_TASK_ONLY,160,U,0.3607704878086224,0.011160682726767845,0.02232136545353569,0.3496098050818546,0.5,0
SW_e01_L16_W0_TASK_ONLY,320,H,1.5858158707618712,0.21658715456724167,0.43317430913448335,1.3692287161946295,0.5,0
SW_e01_L16_W0_TASK_ONLY,320,U,0.36081310122972354,0.011160682726767845,0.02232136545353569,0.3496524185029557,0.5,0
SW_e02_P4_W0_TASK_ONLY,0,H,0.20952726900577545,0.10476363450288773,0.20952726900577545,0.10476363450288773,0.5,0
SW_e02_P4_W0_TASK_ONLY,0,U,0.03768953122198582,0.01884476561099291,0.03768953122198582,0.01884476561099291,0.5,0
SW_e02_P4_W0_TASK_ONLY,80,H,0.2788391627371311,0.10476363450288773,0.20952726900577545,0.17407552823424338,0.5,0
SW_e02_P4_W0_TASK_ONLY,80,U,0.034964606165885925,0.01884476561099291,0.03768953122198582,0.016119840554893017,0.5,0
SW_e02_P4_W0_TASK_ONLY,160,H,0.293807153403759,0.10476363450288773,0.20952726900577545,0.1890435189008713,0.5,0
SW_e02_P4_W0_TASK_ONLY,160,U,0.03276764915790409,0.01884476561099291,0.03768953122198582,0.01392288354691118,0.5,0
SW_e02_P4_W0_TASK_ONLY,320,H,0.317175854742527,0.10476363450288773,0.20952726900577545,0.2124122202396393,0.5,0
SW_e02_P4_W0_TASK_ONLY,320,U,0.03432622889522463,0.01884476561099291,0.03768953122198582,0.015481463284231722,0.5,0
SW_e02_L16_W0_TASK_ONLY,0,H,0.20952906906604768,0.10476363450288773,0.20952726900577545,0.10476543456315995,0.5,0
SW_e02_L16_W0_TASK_ONLY,0,U,0.03769073460716754,0.01884476561099291,0.03768953122198582,0.018845968996174634,0.5,0
SW_e02_L16_W0_TASK_ONLY,80,H,0.6148937225341797,0.10476363450288773,0.20952726900577545,0.510130088031292,0.5,0
SW_e02_L16_W0_TASK_ONLY,80,U,0.17346920142881572,0.01884476561099291,0.03768953122198582,0.15462443581782281,0.5,0
SW_e02_L16_W0_TASK_ONLY,160,H,0.6234584450721741,0.10476363450288773,0.20952726900577545,0.5186948105692863,0.5,0
SW_e02_L16_W0_TASK_ONLY,160,U,0.17951987823471427,0.01884476561099291,0.03768953122198582,0.16067511262372136,0.5,0
SW_e02_L16_W0_TASK_ONLY,320,H,0.6978199422359467,0.10476363450288773,0.20952726900577545,0.593056307733059,0.5,0
SW_e02_L16_W0_TASK_ONLY,320,U,0.21968659642152488,0.01884476561099291,0.03768953122198582,0.20084183081053197,0.5,0
SW_e03_P4_W0_TASK_ONLY,0,H,0.3343181379139423,0.16715906895697116,0.3343181379139423,0.16715906895697116,0.5,0
SW_e03_P4_W0_TASK_ONLY,0,U,0.018943144590593874,0.009471572295296937,0.018943144590593874,0.009471572295296937,0.5,0
SW_e03_P4_W0_TASK_ONLY,80,H,0.48630543798208237,0.16715906895697116,0.3343181379139423,0.3191463690251112,0.5,0
SW_e03_P4_W0_TASK_ONLY,80,U,0.019727629842236638,0.009471572295296937,0.018943144590593874,0.0102560575469397,0.5,0
SW_e03_P4_W0_TASK_ONLY,160,H,0.5097131446003914,0.16715906895697116,0.3343181379139423,0.3425540756434202,0.5,0
SW_e03_P4_W0_TASK_ONLY,160,U,0.018431772070471197,0.009471572295296937,0.018943144590593874,0.00896019977517426,0.5,0
SW_e03_P4_W0_TASK_ONLY,320,H,0.5250302150845527,0.16715906895697116,0.3343181379139423,0.35787114612758153,0.5,0
SW_e03_P4_W0_TASK_ONLY,320,U,0.01847416954115033,0.009471572295296937,0.018943144590593874,0.009002597245853394,0.5,0
SW_e03_L16_W0_TASK_ONLY,0,H,0.3342948481440544,0.16715906895697116,0.3343181379139423,0.16713577918708325,0.5,0
SW_e03_L16_W0_TASK_ONLY,0,U,0.018935222062282264,0.009471572295296937,0.018943144590593874,0.009463649766985327,0.5,0
SW_e03_L16_W0_TASK_ONLY,80,H,1.0001642912626267,0.16715906895697116,0.3343181379139423,0.8330052223056555,0.5,0
SW_e03_L16_W0_TASK_ONLY,80,U,0.034041577484458685,0.009471572295296937,0.018943144590593874,0.024570005189161748,0.5,0
SW_e03_L16_W0_TASK_ONLY,160,H,0.9989505708217621,0.16715906895697116,0.3343181379139423,0.8317915018647909,0.5,0
SW_e03_L16_W0_TASK_ONLY,160,U,0.034492954961024225,0.009471572295296937,0.018943144590593874,0.025021382665727288,0.5,0
SW_e03_L16_W0_TASK_ONLY,320,H,0.9982130378484726,0.16715906895697116,0.3343181379139423,0.8310539688915014,0.5,0
SW_e03_L16_W0_TASK_ONLY,320,U,0.036057304649148136,0.009471572295296937,0.018943144590593874,0.0265857323538512,0.5,0
SW_e07_P4_W0_TASK_ONLY,0,H,0.2522725656628609,0.12613628283143044,0.2522725656628609,0.12613628283143044,0.5,0
SW_e07_P4_W0_TASK_ONLY,0,U,0.022511054321916565,0.011255527160958283,0.022511054321916565,0.011255527160958283,0.5,0
SW_e07_P4_W0_TASK_ONLY,80,H,0.3417909607291222,0.12613628283143044,0.2522725656628609,0.21565467789769174,0.5,0
SW_e07_P4_W0_TASK_ONLY,80,U,0.018778461212706234,0.011255527160958283,0.022511054321916565,0.007522934051747952,0.5,0
SW_e07_P4_W0_TASK_ONLY,160,H,0.3566517010331154,0.12613628283143044,0.2522725656628609,0.23051541820168495,0.5,0
SW_e07_P4_W0_TASK_ONLY,160,U,0.017786317569617596,0.011255527160958283,0.022511054321916565,0.006530790408659313,0.5,0
SW_e07_P4_W0_TASK_ONLY,320,H,0.37135925740003584,0.12613628283143044,0.2522725656628609,0.2452229745686054,0.5,0
SW_e07_P4_W0_TASK_ONLY,320,U,0.01850388554804441,0.011255527160958283,0.022511054321916565,0.007248358387086127,0.5,0
SW_e07_L16_W0_TASK_ONLY,0,H,0.252217498421669,0.12613628283143044,0.2522725656628609,0.12608121559023858,0.5,0
SW_e07_L16_W0_TASK_ONLY,0,U,0.022490586826784745,0.011255527160958283,0.022511054321916565,0.011235059665826462,0.5,0
SW_e07_L16_W0_TASK_ONLY,80,H,1.0131674617528916,0.12613628283143044,0.2522725656628609,0.8870311789214612,0.5,0
SW_e07_L16_W0_TASK_ONLY,80,U,0.6806084886193275,0.011255527160958283,0.022511054321916565,0.6693529614583693,0.5,0
SW_e07_L16_W0_TASK_ONLY,160,H,1.0138088375329972,0.12613628283143044,0.2522725656628609,0.8876725547015668,0.5,0
SW_e07_L16_W0_TASK_ONLY,160,U,0.6810411173436377,0.011255527160958283,0.022511054321916565,0.6697855901826795,0.5,0
SW_e07_L16_W0_TASK_ONLY,320,H,1.014089772105217,0.12613628283143044,0.2522725656628609,0.8879534892737865,0.5,0
SW_e07_L16_W0_TASK_ONLY,320,U,0.6811359280513393,0.011255527160958283,0.022511054321916565,0.669880400890381,0.5,0
SW_e13_P4_W0_TASK_ONLY,0,H,0.5371550083160401,0.26857750415802006,0.5371550083160401,0.26857750415802006,0.5,0
SW_e13_P4_W0_TASK_ONLY,0,U,0.030013001368691523,0.015006500684345761,0.030013001368691523,0.015006500684345761,0.5,0
SW_e13_P4_W0_TASK_ONLY,80,H,0.7169268161058426,0.26857750415802006,0.5371550083160401,0.44834931194782257,0.5,0
SW_e13_P4_W0_TASK_ONLY,80,U,0.03854025972800122,0.015006500684345761,0.030013001368691523,0.023533759043655463,0.5,0
SW_e13_P4_W0_TASK_ONLY,160,H,0.7620160460472107,0.26857750415802006,0.5371550083160401,0.4934385418891907,0.5,0
SW_e13_P4_W0_TASK_ONLY,160,U,0.040915391200946435,0.015006500684345761,0.030013001368691523,0.025908890516600676,0.5,0
SW_e13_P4_W0_TASK_ONLY,320,H,0.779143214225769,0.26857750415802006,0.5371550083160401,0.510565710067749,0.5,0
SW_e13_P4_W0_TASK_ONLY,320,U,0.04588677589264181,0.015006500684345761,0.030013001368691523,0.030880275208296053,0.5,0
SW_e13_L16_W0_TASK_ONLY,0,H,0.5371625393629074,0.26857750415802006,0.5371550083160401,0.2685850352048873,0.5,0
SW_e13_L16_W0_TASK_ONLY,0,U,0.03002741192984912,0.015006500684345761,0.030013001368691523,0.01502091124550336,0.5,0
SW_e13_L16_W0_TASK_ONLY,80,H,1.9962520122528078,0.26857750415802006,0.5371550083160401,1.7276745080947877,0.5,0
SW_e13_L16_W0_TASK_ONLY,80,U,0.2117117547119657,0.015006500684345761,0.030013001368691523,0.19670525402761996,0.5,0
SW_e13_L16_W0_TASK_ONLY,160,H,1.9801944613456726,0.26857750415802006,0.5371550083160401,1.7116169571876525,0.5,0
SW_e13_L16_W0_TASK_ONLY,160,U,0.209515443796085,0.015006500684345761,0.030013001368691523,0.19450894311173925,0.5,0
SW_e13_L16_W0_TASK_ONLY,320,H,2.359208130836487,0.26857750415802006,0.5371550083160401,2.0906306266784673,0.5,0
SW_e13_L16_W0_TASK_ONLY,320,U,0.24115870805043313,0.015006500684345761,0.030013001368691523,0.22615220736608738,0.5,0
SW_e15_P4_W0_TASK_ONLY,0,H,0.34855098724365235,0.17427549362182618,0.34855098724365235,0.17427549362182618,0.5,0
SW_e15_P4_W0_TASK_ONLY,0,U,0.019678464450407773,0.009839232225203887,0.019678464450407773,0.009839232225203887,0.5,0
SW_e15_P4_W0_TASK_ONLY,80,H,0.5048478841781616,0.17427549362182618,0.34855098724365235,0.33057239055633547,0.5,0
SW_e15_P4_W0_TASK_ONLY,80,U,0.02463957975851372,0.009839232225203887,0.019678464450407773,0.014800347533309832,0.5,0
SW_e15_P4_W0_TASK_ONLY,160,H,0.5576618388295174,0.17427549362182618,0.34855098724365235,0.3833863452076912,0.5,0
SW_e15_P4_W0_TASK_ONLY,160,U,0.024704862531507388,0.009839232225203887,0.019678464450407773,0.014865630306303501,0.5,0
SW_e15_P4_W0_TASK_ONLY,320,H,0.5910174876451493,0.17427549362182618,0.34855098724365235,0.4167419940233231,0.5,0
SW_e15_P4_W0_TASK_ONLY,320,U,0.024425992072792724,0.009839232225203887,0.019678464450407773,0.014586759847588837,0.5,0
SW_e15_L16_W0_TASK_ONLY,0,H,0.34854928851127626,0.17427549362182618,0.34855098724365235,0.17427379488945008,0.5,0
SW_e15_L16_W0_TASK_ONLY,0,U,0.019677949574543163,0.009839232225203887,0.019678464450407773,0.009838717349339277,0.5,0
SW_e15_L16_W0_TASK_ONLY,80,H,3.7015235245227815,0.17427549362182618,0.34855098724365235,3.5272480309009553,0.5,0
SW_e15_L16_W0_TASK_ONLY,80,U,0.633789848536253,0.009839232225203887,0.019678464450407773,0.6239506163110491,0.5,0
SW_e15_L16_W0_TASK_ONLY,160,H,3.707108461856842,0.17427549362182618,0.34855098724365235,3.5328329682350157,0.5,0
SW_e15_L16_W0_TASK_ONLY,160,U,0.6350973304361105,0.009839232225203887,0.019678464450407773,0.6252580982109066,0.5,0
SW_e15_L16_W0_TASK_ONLY,320,H,3.7077613055706022,0.17427549362182618,0.34855098724365235,3.533485811948776,0.5,0
SW_e15_L16_W0_TASK_ONLY,320,U,0.6352365221828222,0.009839232225203887,0.019678464450407773,0.6253972899576183,0.5,0
SW_e16_P4_W0_TASK_ONLY,0,H,0.37595587223768234,0.18797793611884117,0.37595587223768234,0.18797793611884117,0.5,0
SW_e16_P4_W0_TASK_ONLY,0,U,0.01761897260439582,0.00880948630219791,0.01761897260439582,0.00880948630219791,0.5,0
