task_id,step,group,kl,epsilon,scale,residual,dual,saturation
SW_e16_P4_W0_TASK_ONLY,80,H,0.5210899770259857,0.18797793611884117,0.37595587223768234,0.3331120409071445,0.5,0
SW_e16_P4_W0_TASK_ONLY,80,U,0.01623686566017568,0.00880948630219791,0.01761897260439582,0.00742737935797777,0.5,0
SW_e16_P4_W0_TASK_ONLY,160,H,0.5612462088465691,0.18797793611884117,0.37595587223768234,0.3732682727277279,0.5,0
SW_e16_P4_W0_TASK_ONLY,160,U,0.015454173524631187,0.00880948630219791,0.01761897260439582,0.0066446872224332765,0.5,0
SW_e16_P4_W0_TASK_ONLY,320,H,0.5883786231279373,0.18797793611884117,0.37595587223768234,0.40040068700909615,0.5,0
SW_e16_P4_W0_TASK_ONLY,320,U,0.014514393347781152,0.00880948630219791,0.01761897260439582,0.005704907045583241,0.5,0
SW_e16_L16_W0_TASK_ONLY,0,H,0.3759135015308857,0.18797793611884117,0.37595587223768234,0.18793556541204454,0.5,0
SW_e16_L16_W0_TASK_ONLY,0,U,0.01763490162556991,0.00880948630219791,0.01761897260439582,0.008825415323371999,0.5,0
SW_e16_L16_W0_TASK_ONLY,80,H,0.9759907811880111,0.18797793611884117,0.37595587223768234,0.7880128450691699,0.5,0
SW_e16_L16_W0_TASK_ONLY,80,U,0.017452050640713423,0.00880948630219791,0.01761897260439582,0.008642564338515513,0.5,0
SW_e16_L16_W0_TASK_ONLY,160,H,1.2631093323230744,0.18797793611884117,0.37595587223768234,1.0751313962042333,0.5,0
SW_e16_L16_W0_TASK_ONLY,160,U,0.05023610300850123,0.00880948630219791,0.01761897260439582,0.04142661670630332,0.5,0
SW_e16_L16_W0_TASK_ONLY,320,H,2.96025293469429,0.18797793611884117,0.37595587223768234,2.772274998575449,0.5,0
SW_e16_L16_W0_TASK_ONLY,320,U,0.4614988658577204,0.00880948630219791,0.01761897260439582,0.45268937955552246,0.5,0
SW_e01_P4_W1_KL_1,0,H,0.43317430913448335,0.21658715456724167,0.43317430913448335,0.21658715456724167,0.5,0
SW_e01_P4_W1_KL_1,0,U,0.02232136545353569,0.011160682726767845,0.02232136545353569,0.011160682726767845,0.5,0
SW_e01_P4_W1_KL_1,80,H,0.05823134686797857,0.21658715456724167,0.43317430913448335,-0.1583558076992631,0.5,0
SW_e01_P4_W1_KL_1,80,U,0.002306270536791999,0.011160682726767845,0.02232136545353569,-0.008854412189975847,0.5,0
SW_e01_P4_W1_KL_1,160,H,0.04344657175242901,0.21658715456724167,0.43317430913448335,-0.17314058281481265,0.5,0
SW_e01_P4_W1_KL_1,160,U,0.0012952861816302175,0.011160682726767845,0.02232136545353569,-0.009865396545137628,0.5,0
SW_e01_P4_W1_KL_1,320,H,0.02293994384817779,0.21658715456724167,0.43317430913448335,-0.19364721071906388,0.5,0
SW_e01_P4_W1_KL_1,320,U,0.0007065658683131915,0.011160682726767845,0.02232136545353569,-0.010454116858454654,0.5,0
SW_e01_L16_W1_KL_1,0,H,0.4331589758396149,0.21658715456724167,0.43317430913448335,0.2165718212723732,0.5,0
SW_e01_L16_W1_KL_1,0,U,0.022302650526398793,0.011160682726767845,0.02232136545353569,0.011141967799630947,0.5,0
SW_e01_L16_W1_KL_1,80,H,0.019255378309753723,0.21658715456724167,0.43317430913448335,-0.19733177625748796,0.5,0
SW_e01_L16_W1_KL_1,80,U,0.005754618916398613,0.011160682726767845,0.02232136545353569,-0.005406063810369233,0.5,0
SW_e01_L16_W1_KL_1,160,H,0.011814746898016893,0.21658715456724167,0.43317430913448335,-0.20477240766922478,0.5,0
SW_e01_L16_W1_KL_1,160,U,0.0017435594600101467,0.011160682726767845,0.02232136545353569,-0.009417123266757699,0.5,0
SW_e01_L16_W1_KL_1,320,H,0.0019512304512318223,0.21658715456724167,0.43317430913448335,-0.21463592411600985,0.5,0
SW_e01_L16_W1_KL_1,320,U,0.006841435664682649,0.011160682726767845,0.02232136545353569,-0.004319247062085196,0.5,0
SW_e02_P4_W1_KL_1,0,H,0.20952726900577545,0.10476363450288773,0.20952726900577545,0.10476363450288773,0.5,0
SW_e02_P4_W1_KL_1,0,U,0.03768953122198582,0.01884476561099291,0.03768953122198582,0.01884476561099291,0.5,0
SW_e02_P4_W1_KL_1,80,H,0.019747329456731678,0.10476363450288773,0.20952726900577545,-0.08501630504615605,0.5,0
SW_e02_P4_W1_KL_1,80,U,0.00886539209750481,0.01884476561099291,0.03768953122198582,-0.009979373513488099,0.5,0
SW_e02_P4_W1_KL_1,160,H,0.012462806585244835,0.10476363450288773,0.20952726900577545,-0.0923008279176429,0.5,0
SW_e02_P4_W1_KL_1,160,U,0.00547662322060205,0.01884476561099291,0.03768953122198582,-0.013368142390390858,0.5,0
SW_e02_P4_W1_KL_1,320,H,0.007055671396665276,0.10476363450288773,0.20952726900577545,-0.09770796310622246,0.5,0
SW_e02_P4_W1_KL_1,320,U,0.0033610133395995945,0.01884476561099291,0.03768953122198582,-0.015483752271393314,0.5,0
SW_e02_L16_W1_KL_1,0,H,0.20952906906604768,0.10476363450288773,0.20952726900577545,0.10476543456315995,0.5,0
SW_e02_L16_W1_KL_1,0,U,0.03769073460716754,0.01884476561099291,0.03768953122198582,0.018845968996174634,0.5,0
SW_e02_L16_W1_KL_1,80,H,0.0013466412056004629,0.10476363450288773,0.20952726900577545,-0.10341699329728726,0.5,0
SW_e02_L16_W1_KL_1,80,U,0.004034557627164759,0.01884476561099291,0.03768953122198582,-0.01481020798382815,0.5,0
SW_e02_L16_W1_KL_1,160,H,0.0006394537005689927,0.10476363450288773,0.20952726900577545,-0.10412418080231874,0.5,0
SW_e02_L16_W1_KL_1,160,U,0.0035989977295685094,0.01884476561099291,0.03768953122198582,-0.015245767881424399,0.5,0
SW_e02_L16_W1_KL_1,320,H,0.0003743036388186738,0.10476363450288773,0.20952726900577545,-0.10438933086406905,0.5,0
SW_e02_L16_W1_KL_1,320,U,0.0018040146678686142,0.01884476561099291,0.03768953122198582,-0.017040750943124294,0.5,0
SW_e03_P4_W1_KL_1,0,H,0.3343181379139423,0.16715906895697116,0.3343181379139423,0.16715906895697116,0.5,0
SW_e03_P4_W1_KL_1,0,U,0.018943144590593874,0.009471572295296937,0.018943144590593874,0.009471572295296937,0.5,0
SW_e03_P4_W1_KL_1,80,H,0.03683102121576667,0.16715906895697116,0.3343181379139423,-0.1303280477412045,0.5,0
SW_e03_P4_W1_KL_1,80,U,0.0038040030340198427,0.009471572295296937,0.018943144590593874,-0.0056675692612770945,0.5,0
SW_e03_P4_W1_KL_1,160,H,0.0332109855953604,0.16715906895697116,0.3343181379139423,-0.13394808336161076,0.5,0
SW_e03_P4_W1_KL_1,160,U,0.0024665848395670764,0.009471572295296937,0.018943144590593874,-0.007004987455729861,0.5,0
SW_e03_P4_W1_KL_1,320,H,0.025407774839550257,0.16715906895697116,0.3343181379139423,-0.1417512941174209,0.5,0
SW_e03_P4_W1_KL_1,320,U,0.0017179498609039001,0.009471572295296937,0.018943144590593874,-0.007753622434393037,0.5,0
SW_e03_L16_W1_KL_1,0,H,0.3342948481440544,0.16715906895697116,0.3343181379139423,0.16713577918708325,0.5,0
SW_e03_L16_W1_KL_1,0,U,0.018935222062282264,0.009471572295296937,0.018943144590593874,0.009463649766985327,0.5,0
SW_e03_L16_W1_KL_1,80,H,0.008788706458290108,0.16715906895697116,0.3343181379139423,-0.15837036249868106,0.5,0
SW_e03_L16_W1_KL_1,80,U,0.0023110669699235586,0.009471572295296937,0.018943144590593874,-0.007160505325373379,0.5,0
SW_e03_L16_W1_KL_1,160,H,0.0008629049567389302,0.16715906895697116,0.3343181379139423,-0.16629616400023223,0.5,0
SW_e03_L16_W1_KL_1,160,U,0.007931115476822015,0.009471572295296937,0.018943144590593874,-0.0015404568184749223,0.5,0
SW_e03_L16_W1_KL_1,320,H,0.005374327394383726,0.16715906895697116,0.3343181379139423,-0.16178474156258743,0.5,0
SW_e03_L16_W1_KL_1,320,U,0.003996724979970168,0.009471572295296937,0.018943144590593874,-0.00547484731532677,0.5,0
SW_e07_P4_W1_KL_1,0,H,0.2522725656628609,0.12613628283143044,0.2522725656628609,0.12613628283143044,0.5,0
SW_e07_P4_W1_KL_1,0,U,0.022511054321916565,0.011255527160958283,0.022511054321916565,0.011255527160958283,0.5,0
SW_e07_P4_W1_KL_1,80,H,0.04776658266782761,0.12613628283143044,0.2522725656628609,-0.07836970016360284,0.5,0
SW_e07_P4_W1_KL_1,80,U,0.004108011492967812,0.011255527160958283,0.022511054321916565,-0.00714751566799047,0.5,0
SW_e07_P4_W1_KL_1,160,H,0.03810532726347446,0.12613628283143044,0.2522725656628609,-0.08803095556795598,0.5,0
SW_e07_P4_W1_KL_1,160,U,0.002079864265397191,0.011255527160958283,0.022511054321916565,-0.009175662895561092,0.5,0
SW_e07_P4_W1_KL_1,320,H,0.03313190871849656,0.12613628283143044,0.2522725656628609,-0.09300437411293389,0.5,0
SW_e07_P4_W1_KL_1,320,U,0.001194730811726509,0.011255527160958283,0.022511054321916565,-0.010060796349231774,0.5,0
SW_e07_L16_W1_KL_1,0,H,0.252217498421669,0.12613628283143044,0.2522725656628609,0.12608121559023858,0.5,0
SW_e07_L16_W1_KL_1,0,U,0.022490586826784745,0.011255527160958283,0.022511054321916565,0.011235059665826462,0.5,0
SW_e07_L16_W1_KL_1,80,H,0.037508698552846914,0.12613628283143044,0.2522725656628609,-0.08862758427858353,0.5,0
SW_e07_L16_W1_KL_1,80,U,0.011221957009790154,0.011255527160958283,0.022511054321916565,-3.357015116812849e-05,0.5,0
SW_e07_L16_W1_KL_1,160,H,0.006043210346251726,0.12613628283143044,0.2522725656628609,-0.12009307248517871,0.5,0
SW_e07_L16_W1_KL_1,160,U,0.015895684117115,0.011255527160958283,0.022511054321916565,0.004640156956156716,0.5,0
SW_e07_L16_W1_KL_1,320,H,0.00110283805988729,0.12613628283143044,0.2522725656628609,-0.12503344477154316,0.5,0
SW_e07_L16_W1_KL_1,320,U,0.006085514614824206,0.011255527160958283,0.022511054321916565,-0.005170012546134077,0.5,0
SW_e13_P4_W1_KL_1,0,H,0.5371550083160401,0.26857750415802006,0.5371550083160401,0.26857750415802006,0.5,0
SW_e13_P4_W1_KL_1,0,U,0.030013001368691523,0.015006500684345761,0.030013001368691523,0.015006500684345761,0.5,0
SW_e13_P4_W1_KL_1,80,H,0.09696598313748836,0.26857750415802006,0.5371550083160401,-0.1716115210205317,0.5,0
SW_e13_P4_W1_KL_1,80,U,0.005382612205317451,0.015006500684345761,0.030013001368691523,-0.00962388847902831,0.5,0
SW_e13_P4_W1_KL_1,160,H,0.07796561680734157,0.26857750415802006,0.5371550083160401,-0.1906118873506785,0.5,0
SW_e13_P4_W1_KL_1,160,U,0.0032234296215594644,0.015006500684345761,0.030013001368691523,-0.011783071062786296,0.5,0
SW_e13_P4_W1_KL_1,320,H,0.07217618115246296,0.26857750415802006,0.5371550083160401,-0.1964013230055571,0.5,0
SW_e13_P4_W1_KL_1,320,U,0.0019320206322138095,0.015006500684345761,0.030013001368691523,-0.013074480052131951,0.5,0
SW_e13_L16_W1_KL_1,0,H,0.5371625393629074,0.26857750415802006,0.5371550083160401,0.2685850352048873,0.5,0
SW_e13_L16_W1_KL_1,0,U,0.03002741192984912,0.015006500684345761,0.030013001368691523,0.01502091124550336,0.5,0
SW_e13_L16_W1_KL_1,80,H,0.018252419237978754,0.26857750415802006,0.5371550083160401,-0.2503250849200413,0.5,0
SW_e13_L16_W1_KL_1,80,U,0.005502052621320925,0.015006500684345761,0.030013001368691523,-0.009504448063024837,0.5,0
SW_e13_L16_W1_KL_1,160,H,0.000903701304923743,0.26857750415802006,0.5371550083160401,-0.26767380285309633,0.5,0
SW_e13_L16_W1_KL_1,160,U,0.002552164518015666,0.015006500684345761,0.030013001368691523,-0.012454336166330095,0.5,0
SW_e13_L16_W1_KL_1,320,H,0.0008813970460323616,0.26857750415802006,0.5371550083160401,-0.2676961071119877,0.5,0
SW_e13_L16_W1_KL_1,320,U,0.0033731147608098886,0.015006500684345761,0.030013001368691523,-0.011633385923535872,0.5,0
SW_e15_P4_W1_KL_1,0,H,0.34855098724365235,0.17427549362182618,0.34855098724365235,0.17427549362182618,0.5,0
SW_e15_P4_W1_KL_1,0,U,0.019678464450407773,0.009839232225203887,0.019678464450407773,0.009839232225203887,0.5,0
SW_e15_P4_W1_KL_1,80,H,0.051034531090408564,0.17427549362182618,0.34855098724365235,-0.12324096253141761,0.5,0
SW_e15_P4_W1_KL_1,80,U,0.004235727734339889,0.009839232225203887,0.019678464450407773,-0.0056035044908639975,0.5,0
SW_e15_P4_W1_KL_1,160,H,0.047035114280879496,0.17427549362182618,0.34855098724365235,-0.12724037934094667,0.5,0
SW_e15_P4_W1_KL_1,160,U,0.0026083955162903294,0.009839232225203887,0.019678464450407773,-0.007230836708913557,0.5,0
SW_e15_P4_W1_KL_1,320,H,0.03927840823307634,0.17427549362182618,0.34855098724365235,-0.13499708538874983,0.5,0
SW_e15_P4_W1_KL_1,320,U,0.001636806278838776,0.009839232225203887,0.019678464450407773,-0.00820242594636511,0.5,0
SW_e15_L16_W1_KL_1,0,H,0.34854928851127626,0.17427549362182618,0.34855098724365235,0.17427379488945008,0.5,0
SW_e15_L16_W1_KL_1,0,U,0.019677949574543163,0.009839232225203887,0.019678464450407773,0.009838717349339277,0.5,0
SW_e15_L16_W1_KL_1,80,H,0.01949501360068098,0.17427549362182618,0.34855098724365235,-0.1547804800211452,0.5,0
SW_e15_L16_W1_KL_1,80,U,0.006183315083035268,0.009839232225203887,0.019678464450407773,-0.0036559171421686187,0.5,0
SW_e15_L16_W1_KL_1,160,H,0.01751291536784265,0.17427549362182618,0.34855098724365235,-0.15676257825398354,0.5,0
SW_e15_L16_W1_KL_1,160,U,0.005487446589540923,0.009839232225203887,0.019678464450407773,-0.004351785635662964,0.5,0
SW_e15_L16_W1_KL_1,320,H,0.019172342943784317,0.17427549362182618,0.34855098724365235,-0.15510315067804187,0.5,0
SW_e15_L16_W1_KL_1,320,U,0.00663698477728758,0.009839232225203887,0.019678464450407773,-0.0032022474479163066,0.5,0
SW_e16_P4_W1_KL_1,0,H,0.37595587223768234,0.18797793611884117,0.37595587223768234,0.18797793611884117,0.5,0
SW_e16_P4_W1_KL_1,0,U,0.01761897260439582,0.00880948630219791,0.01761897260439582,0.00880948630219791,0.5,0
SW_e16_P4_W1_KL_1,80,H,0.05260330787859857,0.18797793611884117,0.37595587223768234,-0.1353746282402426,0.5,0
SW_e16_P4_W1_KL_1,80,U,0.004255678399204044,0.00880948630219791,0.01761897260439582,-0.004553807902993867,0.5,0
SW_e16_P4_W1_KL_1,160,H,0.04312095963396132,0.18797793611884117,0.37595587223768234,-0.14485697648487986,0.5,0
SW_e16_P4_W1_KL_1,160,U,0.0024625050646136515,0.00880948630219791,0.01761897260439582,-0.006346981237584259,0.5,0
SW_e16_P4_W1_KL_1,320,H,0.027917628118302673,0.18797793611884117,0.37595587223768234,-0.1600603080005385,0.5,0
SW_e16_P4_W1_KL_1,320,U,0.0015314130032493267,0.00880948630219791,0.01761897260439582,-0.007278073298948584,0.5,0
SW_e16_L16_W1_KL_1,0,H,0.3759135015308857,0.18797793611884117,0.37595587223768234,0.18793556541204454,0.5,0
SW_e16_L16_W1_KL_1,0,U,0.01763490162556991,0.00880948630219791,0.01761897260439582,0.008825415323371999,0.5,0
SW_e16_L16_W1_KL_1,80,H,0.051719237398356196,0.18797793611884117,0.37595587223768234,-0.13625869872048496,0.5,0
SW_e16_L16_W1_KL_1,80,U,0.004972303209797246,0.00880948630219791,0.01761897260439582,-0.0038371830924006645,0.5,0
SW_e16_L16_W1_KL_1,160,H,0.013337042796774768,0.18797793611884117,0.37595587223768234,-0.1746408933220664,0.5,0
SW_e16_L16_W1_KL_1,160,U,0.003894423629390076,0.00880948630219791,0.01761897260439582,-0.004915062672807835,0.5,0
SW_e16_L16_W1_KL_1,320,H,0.0004476678564969916,0.18797793611884117,0.37595587223768234,-0.18753026826234417,0.5,0
SW_e16_L16_W1_KL_1,320,U,0.004024309982014529,0.00880948630219791,0.01761897260439582,-0.004785176320183382,0.5,0
SW_e01_P4_W1_KL_10,0,H,0.43317430913448335,0.21658715456724167,0.43317430913448335,0.21658715456724167,0.5,0
SW_e01_P4_W1_KL_10,0,U,0.02232136545353569,0.011160682726767845,0.02232136545353569,0.011160682726767845,0.5,0
SW_e01_P4_W1_KL_10,80,H,0.020463197585195304,0.21658715456724167,0.43317430913448335,-0.19612395698204638,0.5,0
SW_e01_P4_W1_KL_10,80,U,0.0015537615927314619,0.011160682726767845,0.02232136545353569,-0.009606921134036384,0.5,0
SW_e01_P4_W1_KL_10,160,H,0.013879385823383928,0.21658715456724167,0.43317430913448335,-0.20270776874385774,0.5,0
SW_e01_P4_W1_KL_10,160,U,0.0007120484642655356,0.011160682726767845,0.02232136545353569,-0.01044863426250231,0.5,0
SW_e01_P4_W1_KL_10,320,H,0.008264767727814615,0.21658715456724167,0.43317430913448335,-0.20832238683942705,0.5,0
SW_e01_P4_W1_KL_10,320,U,0.0003304410693090176,0.011160682726767845,0.02232136545353569,-0.010830241657458828,0.5,0
SW_e01_L16_W1_KL_10,0,H,0.4331589758396149,0.21658715456724167,0.43317430913448335,0.2165718212723732,0.5,0
SW_e01_L16_W1_KL_10,0,U,0.022302650526398793,0.011160682726767845,0.02232136545353569,0.011141967799630947,0.5,0
SW_e01_L16_W1_KL_10,80,H,0.003942359346547164,0.21658715456724167,0.43317430913448335,-0.21264479522069452,0.5,0
SW_e01_L16_W1_KL_10,80,U,0.009897321593598463,0.011160682726767845,0.02232136545353569,-0.0012633611331693828,0.5,0
SW_e01_L16_W1_KL_10,160,H,0.00265783026261488,0.21658715456724167,0.43317430913448335,-0.2139293243046268,0.5,0
SW_e01_L16_W1_KL_10,160,U,0.001963193836672872,0.011160682726767845,0.02232136545353569,-0.009197488890094974,0.5,0
SW_e01_L16_W1_KL_10,320,H,0.0009598215605365112,0.21658715456724167,0.43317430913448335,-0.21562733300670517,0.5,0
SW_e01_L16_W1_KL_10,320,U,0.005892952920476091,0.011160682726767845,0.02232136545353569,-0.005267729806291754,0.5,0
SW_e02_P4_W1_KL_10,0,H,0.20952726900577545,0.10476363450288773,0.20952726900577545,0.10476363450288773,0.5,0
SW_e02_P4_W1_KL_10,0,U,0.03768953122198582,0.01884476561099291,0.03768953122198582,0.01884476561099291,0.5,0
SW_e02_P4_W1_KL_10,80,H,0.008898529643192887,0.10476363450288773,0.20952726900577545,-0.09586510485969484,0.5,0
SW_e02_P4_W1_KL_10,80,U,0.005446029856102541,0.01884476561099291,0.03768953122198582,-0.013398735754890367,0.5,0
SW_e02_P4_W1_KL_10,160,H,0.005123738839756697,0.10476363450288773,0.20952726900577545,-0.09963989566313103,0.5,0
SW_e02_P4_W1_KL_10,160,U,0.0030824141067569144,0.01884476561099291,0.03768953122198582,-0.015762351504235994,0.5,0
SW_e02_P4_W1_KL_10,320,H,0.0024868646636605264,0.10476363450288773,0.20952726900577545,-0.1022767698392272,0.5,0
SW_e02_P4_W1_KL_10,320,U,0.001445614831027342,0.01884476561099291,0.03768953122198582,-0.017399150779965566,0.5,0
SW_e02_L16_W1_KL_10,0,H,0.20952906906604768,0.10476363450288773,0.20952726900577545,0.10476543456315995,0.5,0
SW_e02_L16_W1_KL_10,0,U,0.03769073460716754,0.01884476561099291,0.03768953122198582,0.018845968996174634,0.5,0
SW_e02_L16_W1_KL_10,80,H,0.0015531468641711399,0.10476363450288773,0.20952726900577545,-0.10321048763871658,0.5,0
SW_e02_L16_W1_KL_10,80,U,0.004491110907110851,0.01884476561099291,0.03768953122198582,-0.014353654703882057,0.5,0
SW_e02_L16_W1_KL_10,160,H,0.0006263744362513535,0.10476363450288773,0.20952726900577545,-0.10413726006663637,0.5,0
SW_e02_L16_W1_KL_10,160,U,0.0016265769463643664,0.01884476561099291,0.03768953122198582,-0.017218188664628542,0.5,0
SW_e02_L16_W1_KL_10,320,H,0.00048438921658089384,0.10476363450288773,0.20952726900577545,-0.10427924528630683,0.5,0
SW_e02_L16_W1_KL_10,320,U,0.006511441108159488,0.01884476561099291,0.03768953122198582,-0.01233332450283342,0.5,0
SW_e03_P4_W1_KL_10,0,H,0.3343181379139423,0.16715906895697116,0.3343181379139423,0.16715906895697116,0.5,0
SW_e03_P4_W1_KL_10,0,U,0.018943144590593874,0.009471572295296937,0.018943144590593874,0.009471572295296937,0.5,0
SW_e03_P4_W1_KL_10,80,H,0.010523664823267609,0.16715906895697116,0.3343181379139423,-0.15663540413370355,0.5,0
SW_e03_P4_W1_KL_10,80,U,0.0026849668138311245,0.009471572295296937,0.018943144590593874,-0.006786605481465813,0.5,0
SW_e03_P4_W1_KL_10,160,H,0.010272251151036471,0.16715906895697116,0.3343181379139423,-0.1568868178059347,0.5,0
SW_e03_P4_W1_KL_10,160,U,0.001439265917724697,0.009471572295296937,0.018943144590593874,-0.00803230637757224,0.5,0
SW_e03_P4_W1_KL_10,320,H,0.010829723940696567,0.16715906895697116,0.3343181379139423,-0.1563293450162746,0.5,0
SW_e03_P4_W1_KL_10,320,U,0.0008462901096208952,0.009471572295296937,0.018943144590593874,-0.008625282185676042,0.5,0
SW_e03_L16_W1_KL_10,0,H,0.3342948481440544,0.16715906895697116,0.3343181379139423,0.16713577918708325,0.5,0
SW_e03_L16_W1_KL_10,0,U,0.018935222062282264,0.009471572295296937,0.018943144590593874,0.009463649766985327,0.5,0
SW_e03_L16_W1_KL_10,80,H,0.002152218893752433,0.16715906895697116,0.3343181379139423,-0.16500685006321872,0.5,0
SW_e03_L16_W1_KL_10,80,U,0.004702903781435452,0.009471572295296937,0.018943144590593874,-0.004768668513861485,0.5,0
SW_e03_L16_W1_KL_10,160,H,0.01035660255147377,0.16715906895697116,0.3343181379139423,-0.1568024664054974,0.5,0
SW_e03_L16_W1_KL_10,160,U,0.00416689160738315,0.009471572295296937,0.018943144590593874,-0.0053046806879137876,0.5,0
SW_e03_L16_W1_KL_10,320,H,0.00039220761900651265,0.16715906895697116,0.3343181379139423,-0.16676686133796464,0.5,0
SW_e03_L16_W1_KL_10,320,U,0.0027370648977012024,0.009471572295296937,0.018943144590593874,-0.006734507397595735,0.5,0
SW_e07_P4_W1_KL_10,0,H,0.2522725656628609,0.12613628283143044,0.2522725656628609,0.12613628283143044,0.5,0
SW_e07_P4_W1_KL_10,0,U,0.022511054321916565,0.011255527160958283,0.022511054321916565,0.011255527160958283,0.5,0
SW_e07_P4_W1_KL_10,80,H,0.020073690172284844,0.12613628283143044,0.2522725656628609,-0.1060625926591456,0.5,0
SW_e07_P4_W1_KL_10,80,U,0.003353622948957814,0.011255527160958283,0.022511054321916565,-0.007901904212000469,0.5,0
SW_e07_P4_W1_KL_10,160,H,0.012396509945392608,0.12613628283143044,0.2522725656628609,-0.11373977288603783,0.5,0
SW_e07_P4_W1_KL_10,160,U,0.001417644533729698,0.011255527160958283,0.022511054321916565,-0.009837882627228584,0.5,0
SW_e07_P4_W1_KL_10,320,H,0.008348282705992461,0.12613628283143044,0.2522725656628609,-0.11778800012543798,0.5,0
SW_e07_P4_W1_KL_10,320,U,0.0006190784390330211,0.011255527160958283,0.022511054321916565,-0.010636448721925262,0.5,0
SW_e07_L16_W1_KL_10,0,H,0.252217498421669,0.12613628283143044,0.2522725656628609,0.12608121559023858,0.5,0
SW_e07_L16_W1_KL_10,0,U,0.022490586826784745,0.011255527160958283,0.022511054321916565,0.011235059665826462,0.5,0
SW_e07_L16_W1_KL_10,80,H,0.0103187033906579,0.12613628283143044,0.2522725656628609,-0.11581757944077253,0.5,0
SW_e07_L16_W1_KL_10,80,U,0.00801390493223961,0.011255527160958283,0.022511054321916565,-0.003241622228718672,0.5,0
SW_e07_L16_W1_KL_10,160,H,0.00939187128096819,0.12613628283143044,0.2522725656628609,-0.11674441155046225,0.5,0
SW_e07_L16_W1_KL_10,160,U,0.014251579941224514,0.011255527160958283,0.022511054321916565,0.002996052780266231,0.5,0
SW_e07_L16_W1_KL_10,320,H,0.0007752720266580582,0.12613628283143044,0.2522725656628609,-0.12536101080477238,0.5,0
SW_e07_L16_W1_KL_10,320,U,0.003929517545556236,0.011255527160958283,0.022511054321916565,-0.007326009615402047,0.5,0
SW_e13_P4_W1_KL_10,0,H,0.5371550083160401,0.26857750415802006,0.5371550083160401,0.26857750415802006,0.5,0
SW_e13_P4_W1_KL_10,0,U,0.030013001368691523,0.015006500684345761,0.030013001368691523,0.015006500684345761,0.5,0
SW_e13_P4_W1_KL_10,80,H,0.02147467969916761,0.26857750415802006,0.5371550083160401,-0.24710282445885245,0.5,0
SW_e13_P4_W1_KL_10,80,U,0.0034438111405405733,0.015006500684345761,0.030013001368691523,-0.011562689543805188,0.5,0
SW_e13_P4_W1_KL_10,160,H,0.021683007618412374,0.26857750415802006,0.5371550083160401,-0.24689449653960768,0.5,0
SW_e13_P4_W1_KL_10,160,U,0.001849102334947222,0.015006500684345761,0.030013001368691523,-0.013157398349398539,0.5,0
SW_e13_P4_W1_KL_10,320,H,0.016460580797865984,0.26857750415802006,0.5371550083160401,-0.25211692336015407,0.5,0
SW_e13_P4_W1_KL_10,320,U,0.0009955912941626997,0.015006500684345761,0.030013001368691523,-0.014010909390183061,0.5,0
SW_e13_L16_W1_KL_10,0,H,0.5371625393629074,0.26857750415802006,0.5371550083160401,0.2685850352048873,0.5,0
SW_e13_L16_W1_KL_10,0,U,0.03002741192984912,0.015006500684345761,0.030013001368691523,0.01502091124550336,0.5,0
SW_e13_L16_W1_KL_10,80,H,0.010016850614920258,0.26857750415802006,0.5371550083160401,-0.2585606535430998,0.5,0
SW_e13_L16_W1_KL_10,80,U,0.00574200636603766,0.015006500684345761,0.030013001368691523,-0.0092644943183081,0.5,0
SW_e13_L16_W1_KL_10,160,H,0.004949489911086857,0.26857750415802006,0.5371550083160401,-0.2636280142469332,0.5,0
SW_e13_L16_W1_KL_10,160,U,0.002113442643248062,0.015006500684345761,0.030013001368691523,-0.012893058041097699,0.5,0
SW_e13_L16_W1_KL_10,320,H,0.0006175334769068287,0.26857750415802006,0.5371550083160401,-0.2679599706811132,0.5,0
SW_e13_L16_W1_KL_10,320,U,0.002803412809347113,0.015006500684345761,0.030013001368691523,-0.012203087874998648,0.5,0
SW_e15_P4_W1_KL_10,0,H,0.34855098724365235,0.17427549362182618,0.34855098724365235,0.17427549362182618,0.5,0
SW_e15_P4_W1_KL_10,0,U,0.019678464450407773,0.009839232225203887,0.019678464450407773,0.009839232225203887,0.5,0
SW_e15_P4_W1_KL_10,80,H,0.012967234943062067,0.17427549362182618,0.34855098724365235,-0.1613082586787641,0.5,0
SW_e15_P4_W1_KL_10,80,U,0.0031417186983162537,0.009839232225203887,0.019678464450407773,-0.006697513526887633,0.5,0
SW_e15_P4_W1_KL_10,160,H,0.011811124533414841,0.17427549362182618,0.34855098724365235,-0.16246436908841133,0.5,0
SW_e15_P4_W1_KL_10,160,U,0.001593197008332936,0.009839232225203887,0.019678464450407773,-0.00824603521687095,0.5,0
SW_e15_P4_W1_KL_10,320,H,0.008893386216368527,0.17427549362182618,0.34855098724365235,-0.16538210740545764,0.5,0
SW_e15_P4_W1_KL_10,320,U,0.000786181904913974,0.009839232225203887,0.019678464450407773,-0.009053050320289913,0.5,0
SW_e15_L16_W1_KL_10,0,H,0.34854928851127626,0.17427549362182618,0.34855098724365235,0.17427379488945008,0.5,0
SW_e15_L16_W1_KL_10,0,U,0.019677949574543163,0.009839232225203887,0.019678464450407773,0.009838717349339277,0.5,0
SW_e15_L16_W1_KL_10,80,H,0.005868374649435282,0.17427549362182618,0.34855098724365235,-0.16840711897239088,0.5,0
