parameterization,condition,mode,role,stratum,edits,n,semantic_macro,exact_macro,token_parity_macro,kl_macro,base_correct_macro,base_correct_preserved_macro,base_correct_damage_macro,base_wrong_became_correct_macro,base_wrong_changed_macro,target_consistency_macro,fixed_on_macro,source_unknown_macro
L16,W1_KL_10,DISABLED,fit,U,7,116,0.36408730158730157,0.0,1.0,0.0,0.36408730158730157,1.0,0.0,0.0,0.0,0.13988095238095238,0.0,0.0
L16,W1_KL_10,DISABLED,fit,positive,7,35,0.0,0.0,1.0,,0.0,,,0.0,0.0,0.0,1.0,0.0
L16,W1_KL_10,DISABLED,fit,scope_fit_positive_not_used_for_positive_CE,1,4,0.0,0.0,1.0,,0.0,,,0.0,0.0,0.0,1.0,0.0
L16,W1_KL_10,DISABLED,formal_development,T1G,7,26,0.0,0.0,1.0,,0.0,,,0.0,0.0,0.0,0.25,0.0
L16,W1_KL_10,DISABLED,formal_development,T1L,3,15,0.6,0.0,1.0,,0.6,1.0,0.0,0.0,0.0,0.0,0.4,0.0
L16,W1_KL_10,DISABLED,formal_development,T2G,7,26,0.0,0.0,1.0,,0.0,,,0.0,0.0,0.0,0.5357142857142857,0.0
L16,W1_KL_10,DISABLED,native,positive,7,7,0.0,0.0,1.0,,0.0,,,0.0,0.0,0.0,1.0,0.0
L16,W1_KL_10,FIXED_ROUTER,calibration,H,7,96,0.10714285714285714,0.0,1.0,0.0,0.10714285714285714,1.0,0.0,0.0,0.0,0.0,0.0,0.0
L16,W1_KL_10,FIXED_ROUTER,calibration,U,7,116,0.37896825396825395,0.0,1.0,0.0,0.37896825396825395,1.0,0.0,0.0,0.0,0.13988095238095238,0.0,0.0
L16,W1_KL_10,FIXED_ROUTER,calibration,positive,7,28,0.42857142857142855,0.35714285714285715,0.6428571428571429,,0.07142857142857142,1.0,0.0,0.35714285714285715,0.35714285714285715,0.42857142857142855,1.0,0.0
L16,W1_KL_10,FIXED_ROUTER,challenge,same_image_other_fact_challenge,3,26,0.25,0.0,0.9722222222222222,0.00023733771457854242,0.25,1.0,0.0,0.0,0.037037037037037035,0.08333333333333333,0.05555555555555555,0.0
L16,W1_KL_10,FIXED_ROUTER,evaluation,H,7,112,0.028571428571428574,0.0,0.9571428571428572,0.001704394086222497,0.028571428571428574,1.0,0.0,0.0,0.03571428571428571,0.02857142857142857,0.13571428571428573,0.0
L16,W1_KL_10,FIXED_ROUTER,evaluation,U,7,112,0.3983291562238931,0.0,1.0,0.0,0.3983291562238931,1.0,0.0,0.0,0.0,0.13132832080200502,0.0,0.0
L16,W1_KL_10,FIXED_ROUTER,evaluation,positive,7,28,0.42857142857142855,0.42857142857142855,0.5357142857142857,,0.0,,,0.42857142857142855,0.4642857142857143,0.42857142857142855,0.9642857142857143,0.0
L16,W1_KL_10,FIXED_ROUTER,fit,H,7,120,0.12142857142857143,0.0,0.9142857142857143,0.00021342675962452112,0.12142857142857143,1.0,0.0,0.0,0.11428571428571428,0.02142857142857143,0.3,0.0
L16,W1_KL_10,FIXED_ROUTER,fit,U,7,116,0.36408730158730157,0.0,1.0,0.0,0.36408730158730157,1.0,0.0,0.0,0.0,0.13988095238095238,0.0,0.0
L16,W1_KL_10,FIXED_ROUTER,fit,positive,7,35,0.6714285714285714,0.7285714285714285,0.2714285714285714,,0.0,,,0.6714285714285714,0.7285714285714285,0.6714285714285714,1.0,0.0
L16,W1_KL_10,FIXED_ROUTER,fit,scope_fit_positive_not_used_for_positive_CE,1,4,0.0,0.0,1.0,,0.0,,,0.0,0.0,0.0,1.0,0.0
L16,W1_KL_10,FIXED_ROUTER,formal_development,T1G,7,26,0.21428571428571427,0.21428571428571427,0.75,,0.0,,,0.21428571428571427,0.25,0.21428571428571427,0.25,0.0
L16,W1_KL_10,FIXED_ROUTER,formal_development,T1L,3,15,0.5333333333333333,0.0,0.8,,0.6,0.8888888888888888,0.1111111111111111,0.0,0.3333333333333333,0.13333333333333333,0.4,0.0
L16,W1_KL_10,FIXED_ROUTER,formal_development,T2G,7,26,0.08333333333333333,0.03571428571428571,0.7023809523809523,,0.0,,,0.08333333333333333,0.2976190476190476,0.08333333333333333,0.5357142857142857,0.0
L16,W1_KL_10,FIXED_ROUTER,native,positive,7,7,0.7142857142857143,0.7142857142857143,0.2857142857142857,,0.0,,,0.7142857142857143,0.7142857142857143,0.7142857142857143,1.0,0.0
L16,W1_KL_10,FORCED_ON,calibration,H,7,96,0.16071428571428573,0.0,0.7678571428571429,0.0064720563866233405,0.10714285714285714,0.6666666666666666,0.3333333333333333,0.10119047619047619,0.25892857142857145,0.08035714285714286,0.0,0.0
L16,W1_KL_10,FORCED_ON,calibration,U,7,116,0.3888888888888889,0.0,0.48214285714285715,0.004081699245655309,0.37896825396825395,0.9206349206349206,0.07936507936507936,0.04884004884004884,0.5990897990897991,0.13095238095238096,0.0,0.0
L16,W1_KL_10,FORCED_ON,calibration,positive,7,28,0.42857142857142855,0.35714285714285715,0.6428571428571429,,0.07142857142857142,1.0,0.0,0.35714285714285715,0.35714285714285715,0.42857142857142855,1.0,0.0
L16,W1_KL_10,FORCED_ON,challenge,same_image_other_fact_challenge,3,26,0.4444444444444444,0.0,0.6388888888888888,0.00404923731305947,0.25,1.0,0.0,0.2037037037037037,0.37037037037037035,0.08333333333333333,0.05555555555555555,0.0
L16,W1_KL_10,FORCED_ON,evaluation,H,7,112,0.10714285714285715,0.0,0.6857142857142857,0.02691586346814542,0.028571428571428574,1.0,0.0,0.10476190476190476,0.3142857142857143,0.21428571428571427,0.13571428571428573,0.0
L16,W1_KL_10,FORCED_ON,evaluation,U,7,112,0.3713450292397661,0.0,0.42965747702589807,0.004171190667462145,0.3983291562238931,0.8732993197278911,0.12670068027210885,0.04671717171717172,0.5508297258297258,0.10275689223057645,0.0,0.0
L16,W1_KL_10,FORCED_ON,evaluation,positive,7,28,0.4642857142857143,0.4642857142857143,0.5,,0.0,,,0.4642857142857143,0.5,0.4642857142857143,0.9642857142857143,0.0
L16,W1_KL_10,FORCED_ON,fit,H,7,120,0.12142857142857143,0.0,0.85,0.0008176262901023229,0.12142857142857143,1.0,0.0,0.0,0.17142857142857143,0.014285714285714287,0.3,0.0
L16,W1_KL_10,FORCED_ON,fit,U,7,116,0.3462301587301587,0.0,0.4662698412698413,0.0039484524807607705,0.36408730158730157,0.8937074829931972,0.10629251700680271,0.024489795918367346,0.5929403929403929,0.12301587301587301,0.0,0.0
L16,W1_KL_10,FORCED_ON,fit,positive,7,35,0.6714285714285714,0.7285714285714285,0.2714285714285714,,0.0,,,0.6714285714285714,0.7285714285714285,0.6714285714285714,1.0,0.0
L16,W1_KL_10,FORCED_ON,fit,scope_fit_positive_not_used_for_positive_CE,1,4,0.0,0.0,1.0,,0.0,,,0.0,0.0,0.0,1.0,0.0
L16,W1_KL_10,FORCED_ON,formal_development,T1G,7,26,0.6785714285714286,0.6785714285714286,0.2857142857142857,,0.0,,,0.6785714285714286,0.7142857142857143,0.6785714285714286,0.25,0.0
L16,W1_KL_10,FORCED_ON,formal_development,T1L,3,15,0.4666666666666667,0.0,0.5333333333333333,,0.6,0.7777777777777778,0.2222222222222222,0.0,0.8333333333333334,0.26666666666666666,0.4,0.0
L16,W1_KL_10,FORCED_ON,formal_development,T2G,7,26,0.11904761904761904,0.07142857142857142,0.40476190476190477,,0.0,,,0.11904761904761904,0.5952380952380952,0.11904761904761904,0.5357142857142857,0.0
L16,W1_KL_10,FORCED_ON,native,positive,7,7,0.7142857142857143,0.7142857142857143,0.2857142857142857,,0.0,,,0.7142857142857143,0.7142857142857143,0.7142857142857143,1.0,0.0
L16,W2_GROUP_CONSTRAINED,DISABLED,calibration,H,7,96,0.10714285714285714,0.0,1.0,0.0,0.10714285714285714,1.0,0.0,0.0,0.0,0.0,0.0,0.0
L16,W2_GROUP_CONSTRAINED,DISABLED,calibration,U,7,116,0.37896825396825395,0.0,1.0,0.0,0.37896825396825395,1.0,0.0,0.0,0.0,0.13988095238095238,0.0,0.0
L16,W2_GROUP_CONSTRAINED,DISABLED,calibration,positive,7,28,0.07142857142857142,0.0,1.0,,0.07142857142857142,1.0,0.0,0.0,0.0,0.07142857142857142,1.0,0.0
L16,W2_GROUP_CONSTRAINED,DISABLED,challenge,same_image_other_fact_challenge,3,26,0.25,0.0,1.0,0.0,0.25,1.0,0.0,0.0,0.0,0.08333333333333333,0.05555555555555555,0.0
L16,W2_GROUP_CONSTRAINED,DISABLED,evaluation,H,7,112,0.028571428571428574,0.0,1.0,0.0,0.028571428571428574,1.0,0.0,0.0,0.0,0.02857142857142857,0.13571428571428573,0.0
L16,W2_GROUP_CONSTRAINED,DISABLED,evaluation,U,7,112,0.3983291562238931,0.0,1.0,0.0,0.3983291562238931,1.0,0.0,0.0,0.0,0.13132832080200502,0.0,0.0
L16,W2_GROUP_CONSTRAINED,DISABLED,evaluation,positive,7,28,0.0,0.0,1.0,,0.0,,,0.0,0.0,0.0,0.9642857142857143,0.0
L16,W2_GROUP_CONSTRAINED,DISABLED,fit,H,7,120,0.12142857142857143,0.0,1.0,0.0,0.12142857142857143,1.0,0.0,0.0,0.0,0.0071428571428571435,0.3,0.0
L16,W2_GROUP_CONSTRAINED,DISABLED,fit,U,7,116,0.36408730158730157,0.0,1.0,0.0,0.36408730158730157,1.0,0.0,0.0,0.0,0.13988095238095238,0.0,0.0
L16,W2_GROUP_CONSTRAINED,DISABLED,fit,positive,7,35,0.0,0.0,1.0,,0.0,,,0.0,0.0,0.0,1.0,0.0
L16,W2_GROUP_CONSTRAINED,DISABLED,fit,scope_fit_positive_not_used_for_positive_CE,1,4,0.0,0.0,1.0,,0.0,,,0.0,0.0,0.0,1.0,0.0
L16,W2_GROUP_CONSTRAINED,DISABLED,formal_development,T1G,7,26,0.0,0.0,1.0,,0.0,,,0.0,0.0,0.0,0.25,0.0
L16,W2_GROUP_CONSTRAINED,DISABLED,formal_development,T1L,3,15,0.6,0.0,1.0,,0.6,1.0,0.0,0.0,0.0,0.0,0.4,0.0
L16,W2_GROUP_CONSTRAINED,DISABLED,formal_development,T2G,7,26,0.0,0.0,1.0,,0.0,,,0.0,0.0,0.0,0.5357142857142857,0.0
L16,W2_GROUP_CONSTRAINED,DISABLED,native,positive,7,7,0.0,0.0,1.0,,0.0,,,0.0,0.0,0.0,1.0,0.0
L16,W2_GROUP_CONSTRAINED,FIXED_ROUTER,calibration,H,7,96,0.10714285714285714,0.0,1.0,0.0,0.10714285714285714,1.0,0.0,0.0,0.0,0.0,0.0,0.0
L16,W2_GROUP_CONSTRAINED,FIXED_ROUTER,calibration,U,7,116,0.37896825396825395,0.0,1.0,0.0,0.37896825396825395,1.0,0.0,0.0,0.0,0.13988095238095238,0.0,0.0
L16,W2_GROUP_CONSTRAINED,FIXED_ROUTER,calibration,positive,7,28,1.0,0.9642857142857143,0.03571428571428571,,0.07142857142857142,1.0,0.0,1.0,1.0,1.0,1.0,0.0
L16,W2_GROUP_CONSTRAINED,FIXED_ROUTER,challenge,same_image_other_fact_challenge,3,26,0.25,0.0,0.9444444444444444,0.006395265705780023,0.25,1.0,0.0,0.0,0.07407407407407407,0.1111111111111111,0.05555555555555555,0.0
L16,W2_GROUP_CONSTRAINED,FIXED_ROUTER,evaluation,H,7,112,0.028571428571428574,0.0,0.8642857142857143,0.0255559235012957,0.028571428571428574,1.0,0.0,0.0,0.1285714285714286,0.1,0.13571428571428573,0.0
L16,W2_GROUP_CONSTRAINED,FIXED_ROUTER,evaluation,U,7,112,0.3983291562238931,0.0,1.0,0.0,0.3983291562238931,1.0,0.0,0.0,0.0,0.13132832080200502,0.0,0.0
L16,W2_GROUP_CONSTRAINED,FIXED_ROUTER,evaluation,positive,7,28,0.9642857142857143,0.9642857142857143,0.03571428571428571,,0.0,,,0.9642857142857143,0.9642857142857143,0.9642857142857143,0.9642857142857143,0.0
L16,W2_GROUP_CONSTRAINED,FIXED_ROUTER,fit,H,7,120,0.1357142857142857,0.0,0.7071428571428572,0.034739329712465405,0.12142857142857143,1.0,0.0,0.07142857142857142,0.30714285714285716,0.14285714285714285,0.3,0.0
L16,W2_GROUP_CONSTRAINED,FIXED_ROUTER,fit,U,7,116,0.36408730158730157,0.0,1.0,0.0,0.36408730158730157,1.0,0.0,0.0,0.0,0.13988095238095238,0.0,0.0
L16,W2_GROUP_CONSTRAINED,FIXED_ROUTER,fit,positive,7,35,0.9428571428571428,1.0,0.0,,0.0,,,0.9428571428571428,1.0,0.9428571428571428,1.0,0.0
L16,W2_GROUP_CONSTRAINED,FIXED_ROUTER,fit,scope_fit_positive_not_used_for_positive_CE,1,4,1.0,1.0,0.0,,0.0,,,1.0,1.0,1.0,1.0,0.0
L16,W2_GROUP_CONSTRAINED,FIXED_ROUTER,formal_development,T1G,7,26,0.25,0.25,0.75,,0.0,,,0.25,0.25,0.25,0.25,0.0
L16,W2_GROUP_CONSTRAINED,FIXED_ROUTER,formal_development,T1L,3,15,0.4,0.0,0.6,,0.6,0.6666666666666666,0.3333333333333333,0.0,0.5,0.4,0.4,0.0
L16,W2_GROUP_CONSTRAINED,FIXED_ROUTER,formal_development,T2G,7,26,0.5,0.4523809523809524,0.4642857142857143,,0.0,,,0.5,0.5357142857142857,0.5,0.5357142857142857,0.0
L16,W2_GROUP_CONSTRAINED,FIXED_ROUTER,native,positive,7,7,1.0,1.0,0.0,,0.0,,,1.0,1.0,1.0,1.0,0.0
L16,W2_GROUP_CONSTRAINED,FORCED_ON,calibration,H,7,96,0.13392857142857142,0.0,0.05357142857142857,0.16354919878150603,0.10714285714285714,0.5833333333333334,0.4166666666666667,0.11904761904761904,0.9464285714285714,0.5535714285714286,0.0,0.0
L16,W2_GROUP_CONSTRAINED,FORCED_ON,calibration,U,7,116,0.3888888888888889,0.0,0.4097222222222222,0.005296394888102354,0.37896825396825395,0.9841269841269841,0.015873015873015872,0.02197802197802198,0.631979131979132,0.1130952380952381,0.0,0.0
L16,W2_GROUP_CONSTRAINED,FORCED_ON,calibration,positive,7,28,1.0,0.9642857142857143,0.03571428571428571,,0.07142857142857142,1.0,0.0,1.0,1.0,1.0,1.0,0.0
L16,W2_GROUP_CONSTRAINED,FORCED_ON,challenge,same_image_other_fact_challenge,3,26,0.3888888888888889,0.0,0.3888888888888889,0.013136703816497983,0.25,0.8333333333333333,0.16666666666666666,0.16666666666666666,0.611111111111111,0.1111111111111111,0.05555555555555555,0.0
L16,W2_GROUP_CONSTRAINED,FORCED_ON,evaluation,H,7,112,0.13571428571428573,0.0,0.0,0.24987593305164152,0.028571428571428574,1.0,0.0,0.13333333333333333,1.0,0.7357142857142858,0.13571428571428573,0.0
L16,W2_GROUP_CONSTRAINED,FORCED_ON,evaluation,U,7,112,0.38086883876357563,0.0,0.37167919799498744,0.005614354933346346,0.3983291562238931,0.8937074829931972,0.10629251700680271,0.04184704184704185,0.7540764790764791,0.12180451127819548,0.0,0.0
L16,W2_GROUP_CONSTRAINED,FORCED_ON,evaluation,positive,7,28,1.0,1.0,0.0,,0.0,,,1.0,1.0,1.0,0.9642857142857143,0.0
L16,W2_GROUP_CONSTRAINED,FORCED_ON,fit,H,7,120,0.13571428571428573,0.0,0.08571428571428572,0.1406923096061551,0.12142857142857143,0.675,0.325,0.11587301587301588,0.9315476190476191,0.5857142857142857,0.3,0.0
L16,W2_GROUP_CONSTRAINED,FORCED_ON,fit,U,7,116,0.35714285714285715,0.0,0.4583333333333333,0.004724393567090692,0.36408730158730157,0.8937074829931972,0.10629251700680271,0.03906411049268192,0.5158016586588016,0.1388888888888889,0.0,0.0
L16,W2_GROUP_CONSTRAINED,FORCED_ON,fit,positive,7,35,0.9428571428571428,1.0,0.0,,0.0,,,0.9428571428571428,1.0,0.9428571428571428,1.0,0.0
L16,W2_GROUP_CONSTRAINED,FORCED_ON,fit,scope_fit_positive_not_used_for_positive_CE,1,4,1.0,1.0,0.0,,0.0,,,1.0,1.0,1.0,1.0,0.0
L16,W2_GROUP_CONSTRAINED,FORCED_ON,formal_development,T1G,7,26,1.0,1.0,0.0,,0.0,,,1.0,1.0,1.0,0.25,0.0
L16,W2_GROUP_CONSTRAINED,FORCED_ON,formal_development,T1L,3,15,0.13333333333333333,0.13333333333333333,0.0,,0.6,0.0,1.0,0.3333333333333333,1.0,1.0,0.4,0.0
L16,W2_GROUP_CONSTRAINED,FORCED_ON,formal_development,T2G,7,26,0.6904761904761905,0.7142857142857143,0.08333333333333333,,0.0,,,0.6904761904761905,0.9166666666666666,0.6904761904761905,0.5357142857142857,0.0
L16,W2_GROUP_CONSTRAINED,FORCED_ON,native,positive,7,7,1.0,1.0,0.0,,0.0,,,1.0,1.0,1.0,1.0,0.0
P4,W0_TASK_ONLY,DISABLED,calibration,H,7,96,0.10714285714285714,0.0,1.0,0.0,0.10714285714285714,1.0,0.0,0.0,0.0,0.0,0.0,0.0
P4,W0_TASK_ONLY,DISABLED,calibration,U,7,116,0.37896825396825395,0.0,1.0,0.0,0.37896825396825395,1.0,0.0,0.0,0.0,0.13988095238095238,0.0,0.0
P4,W0_TASK_ONLY,DISABLED,calibration,positive,7,28,0.07142857142857142,0.0,1.0,,0.07142857142857142,1.0,0.0,0.0,0.0,0.07142857142857142,1.0,0.0
P4,W0_TASK_ONLY,DISABLED,challenge,same_image_other_fact_challenge,3,26,0.25,0.0,1.0,0.0,0.25,1.0,0.0,0.0,0.0,0.08333333333333333,0.05555555555555555,0.0
P4,W0_TASK_ONLY,DISABLED,evaluation,H,7,112,0.028571428571428574,0.0,1.0,0.0,0.028571428571428574,1.0,0.0,0.0,0.0,0.02857142857142857,0.13571428571428573,0.0
P4,W0_TASK_ONLY,DISABLED,evaluation,U,7,112,0.3983291562238931,0.0,1.0,0.0,0.3983291562238931,1.0,0.0,0.0,0.0,0.13132832080200502,0.0,0.0
P4,W0_TASK_ONLY,DISABLED,evaluation,positive,7,28,0.0,0.0,1.0,,0.0,,,0.0,0.0,0.0,0.9642857142857143,0.0
P4,W0_TASK_ONLY,DISABLED,fit,H,7,120,0.12142857142857143,0.0,1.0,0.0,0.12142857142857143,1.0,0.0,0.0,0.0,0.0071428571428571435,0.3,0.0
P4,W0_TASK_ONLY,DISABLED,fit,U,7,116,0.36408730158730157,0.0,1.0,0.0,0.36408730158730157,1.0,0.0,0.0,0.0,0.13988095238095238,0.0,0.0
P4,W0_TASK_ONLY,DISABLED,fit,positive,7,35,0.0,0.0,1.0,,0.0,,,0.0,0.0,0.0,1.0,0.0
P4,W0_TASK_ONLY,DISABLED,fit,scope_fit_positive_not_used_for_positive_CE,1,4,0.0,0.0,1.0,,0.0,,,0.0,0.0,0.0,1.0,0.0
P4,W0_TASK_ONLY,DISABLED,formal_development,T1G,7,26,0.0,0.0,1.0,,0.0,,,0.0,0.0,0.0,0.25,0.0
P4,W0_TASK_ONLY,DISABLED,formal_development,T1L,3,15,0.6,0.0,1.0,,0.6,1.0,0.0,0.0,0.0,0.0,0.4,0.0
P4,W0_TASK_ONLY,DISABLED,formal_development,T2G,7,26,0.0,0.0,1.0,,0.0,,,0.0,0.0,0.0,0.5357142857142857,0.0
P4,W0_TASK_ONLY,DISABLED,native,positive,7,7,0.0,0.0,1.0,,0.0,,,0.0,0.0,0.0,1.0,0.0
P4,W0_TASK_ONLY,FIXED_ROUTER,calibration,H,7,96,0.10714285714285714,0.0,1.0,0.0,0.10714285714285714,1.0,0.0,0.0,0.0,0.0,0.0,0.0
P4,W0_TASK_ONLY,FIXED_ROUTER,calibration,U,7,116,0.37896825396825395,0.0,1.0,0.0,0.37896825396825395,1.0,0.0,0.0,0.0,0.13988095238095238,0.0,0.0
P4,W0_TASK_ONLY,FIXED_ROUTER,calibration,positive,7,28,1.0,1.0,0.0,,0.07142857142857142,1.0,0.0,1.0,1.0,1.0,1.0,0.0
P4,W0_TASK_ONLY,FIXED_ROUTER,challenge,same_image_other_fact_challenge,3,26,0.25,0.0,0.9444444444444444,0.016034020731846493,0.25,1.0,0.0,0.0,0.07407407407407407,0.1111111111111111,0.05555555555555555,0.0
P4,W0_TASK_ONLY,FIXED_ROUTER,evaluation,H,7,112,0.028571428571428574,0.0,0.8642857142857143,0.07620534279516765,0.028571428571428574,1.0,0.0,0.0,0.1285714285714286,0.15,0.13571428571428573,0.0
P4,W0_TASK_ONLY,FIXED_ROUTER,evaluation,U,7,112,0.3983291562238931,0.0,1.0,0.0,0.3983291562238931,1.0,0.0,0.0,0.0,0.13132832080200502,0.0,0.0
P4,W0_TASK_ONLY,FIXED_ROUTER,evaluation,positive,7,28,0.9642857142857143,0.9642857142857143,0.03571428571428571,,0.0,,,0.9642857142857143,0.9642857142857143,0.9642857142857143,0.9642857142857143,0.0
P4,W0_TASK_ONLY,FIXED_ROUTER,fit,H,7,120,0.1357142857142857,0.0,0.7,0.14178749876362937,0.12142857142857143,1.0,0.0,0.07142857142857142,0.3142857142857143,0.24285714285714285,0.3,0.0
P4,W0_TASK_ONLY,FIXED_ROUTER,fit,U,7,116,0.36408730158730157,0.0,1.0,0.0,0.36408730158730157,1.0,0.0,0.0,0.0,0.13988095238095238,0.0,0.0
P4,W0_TASK_ONLY,FIXED_ROUTER,fit,positive,7,35,0.9428571428571428,1.0,0.0,,0.0,,,0.9428571428571428,1.0,0.9428571428571428,1.0,0.0
P4,W0_TASK_ONLY,FIXED_ROUTER,fit,scope_fit_positive_not_used_for_positive_CE,1,4,1.0,1.0,0.0,,0.0,,,1.0,1.0,1.0,1.0,0.0
P4,W0_TASK_ONLY,FIXED_ROUTER,formal_development,T1G,7,26,0.25,0.25,0.75,,0.0,,,0.25,0.25,0.25,0.25,0.0
P4,W0_TASK_ONLY,FIXED_ROUTER,formal_development,T1L,3,15,0.4,0.0,0.6,,0.6,0.6666666666666666,0.3333333333333333,0.0,0.5,0.4,0.4,0.0
P4,W0_TASK_ONLY,FIXED_ROUTER,formal_development,T2G,7,26,0.5,0.5,0.4642857142857143,,0.0,,,0.5,0.5357142857142857,0.5,0.5357142857142857,0.0
P4,W0_TASK_ONLY,FIXED_ROUTER,native,positive,7,7,1.0,1.0,0.0,,0.0,,,1.0,1.0,1.0,1.0,0.0
P4,W0_TASK_ONLY,FORCED_ON,calibration,H,7,96,0.14285714285714285,0.0,0.0,0.5127001016267708,0.10714285714285714,0.6666666666666666,0.3333333333333333,0.11607142857142858,1.0,0.6696428571428571,0.0,0.0
P4,W0_TASK_ONLY,FORCED_ON,calibration,U,7,116,0.3392857142857143,0.0,0.25992063492063494,0.03321690997847962,0.37896825396825395,0.697069597069597,0.3029304029304029,0.0967920967920968,0.7134643134643135,0.0873015873015873,0.0,0.0
P4,W0_TASK_ONLY,FORCED_ON,calibration,positive,7,28,1.0,1.0,0.0,,0.07142857142857142,1.0,0.0,1.0,1.0,1.0,1.0,0.0
P4,W0_TASK_ONLY,FORCED_ON,challenge,same_image_other_fact_challenge,3,26,0.3888888888888889,0.0,0.2222222222222222,0.06500000610119766,0.25,0.6666666666666666,0.3333333333333333,0.2037037037037037,0.7222222222222222,0.1388888888888889,0.05555555555555555,0.0
P4,W0_TASK_ONLY,FORCED_ON,evaluation,H,7,112,0.10714285714285715,0.0,0.0,0.5374888649476426,0.028571428571428574,1.0,0.0,0.10476190476190476,1.0,0.8642857142857143,0.13571428571428573,0.0
P4,W0_TASK_ONLY,FORCED_ON,evaluation,U,7,112,0.3352548036758563,0.0,0.21303258145363407,0.03286885405142162,0.3983291562238931,0.685374149659864,0.31462585034013607,0.12160894660894661,0.8751082251082251,0.09523809523809523,0.0,0.0
P4,W0_TASK_ONLY,FORCED_ON,evaluation,positive,7,28,1.0,1.0,0.0,,0.0,,,1.0,1.0,1.0,0.9642857142857143,0.0
P4,W0_TASK_ONLY,FORCED_ON,fit,H,7,120,0.11428571428571428,0.0,0.0,0.5319839068821498,0.12142857142857143,0.375,0.625,0.11587301587301588,1.0,0.7285714285714285,0.3,0.0
P4,W0_TASK_ONLY,FORCED_ON,fit,U,7,116,0.3740079365079365,0.0,0.20535714285714285,0.028081189094495678,0.36408730158730157,0.8256802721088435,0.17431972789115646,0.21752216037930322,0.8862708719851577,0.16765873015873015,0.0,0.0
P4,W0_TASK_ONLY,FORCED_ON,fit,positive,7,35,0.9428571428571428,1.0,0.0,,0.0,,,0.9428571428571428,1.0,0.9428571428571428,1.0,0.0
P4,W0_TASK_ONLY,FORCED_ON,fit,scope_fit_positive_not_used_for_positive_CE,1,4,1.0,1.0,0.0,,0.0,,,1.0,1.0,1.0,1.0,0.0
P4,W0_TASK_ONLY,FORCED_ON,formal_development,T1G,7,26,1.0,1.0,0.0,,0.0,,,1.0,1.0,1.0,0.25,0.0
P4,W0_TASK_ONLY,FORCED_ON,formal_development,T1L,3,15,0.13333333333333333,0.13333333333333333,0.0,,0.6,0.0,1.0,0.3333333333333333,1.0,1.0,0.4,0.0
P4,W0_TASK_ONLY,FORCED_ON,formal_development,T2G,7,26,0.8095238095238095,0.8452380952380952,0.0,,0.0,,,0.8095238095238095,1.0,0.8095238095238095,0.5357142857142857,0.0
P4,W0_TASK_ONLY,FORCED_ON,native,positive,7,7,1.0,1.0,0.0,,0.0,,,1.0,1.0,1.0,1.0,0.0
P4,W1_KL_0.1,DISABLED,calibration,H,7,96,0.10714285714285714,0.0,1.0,0.0,0.10714285714285714,1.0,0.0,0.0,0.0,0.0,0.0,0.0
P4,W1_KL_0.1,DISABLED,calibration,U,7,116,0.37896825396825395,0.0,1.0,0.0,0.37896825396825395,1.0,0.0,0.0,0.0,0.13988095238095238,0.0,0.0
P4,W1_KL_0.1,DISABLED,calibration,positive,7,28,0.07142857142857142,0.0,1.0,,0.07142857142857142,1.0,0.0,0.0,0.0,0.07142857142857142,1.0,0.0
P4,W1_KL_0.1,DISABLED,challenge,same_image_other_fact_challenge,3,26,0.25,0.0,1.0,0.0,0.25,1.0,0.0,0.0,0.0,0.08333333333333333,0.05555555555555555,0.0
P4,W1_KL_0.1,DISABLED,evaluation,H,7,112,0.028571428571428574,0.0,1.0,0.0,0.028571428571428574,1.0,0.0,0.0,0.0,0.02857142857142857,0.13571428571428573,0.0
P4,W1_KL_0.1,DISABLED,evaluation,U,7,112,0.3983291562238931,0.0,1.0,0.0,0.3983291562238931,1.0,0.0,0.0,0.0,0.13132832080200502,0.0,0.0
P4,W1_KL_0.1,DISABLED,evaluation,positive,7,28,0.0,0.0,1.0,,0.0,,,0.0,0.0,0.0,0.9642857142857143,0.0
P4,W1_KL_0.1,DISABLED,fit,H,7,120,0.12142857142857143,0.0,1.0,0.0,0.12142857142857143,1.0,0.0,0.0,0.0,0.0071428571428571435,0.3,0.0
P4,W1_KL_0.1,DISABLED,fit,U,7,116,0.36408730158730157,0.0,1.0,0.0,0.36408730158730157,1.0,0.0,0.0,0.0,0.13988095238095238,0.0,0.0
P4,W1_KL_0.1,DISABLED,fit,positive,7,35,0.0,0.0,1.0,,0.0,,,0.0,0.0,0.0,1.0,0.0
P4,W1_KL_0.1,DISABLED,fit,scope_fit_positive_not_used_for_positive_CE,1,4,0.0,0.0,1.0,,0.0,,,0.0,0.0,0.0,1.0,0.0
P4,W1_KL_0.1,DISABLED,formal_development,T1G,7,26,0.0,0.0,1.0,,0.0,,,0.0,0.0,0.0,0.25,0.0
P4,W1_KL_0.1,DISABLED,formal_development,T1L,3,15,0.6,0.0,1.0,,0.6,1.0,0.0,0.0,0.0,0.0,0.4,0.0
P4,W1_KL_0.1,DISABLED,formal_development,T2G,7,26,0.0,0.0,1.0,,0.0,,,0.0,0.0,0.0,0.5357142857142857,0.0
P4,W1_KL_0.1,DISABLED,native,positive,7,7,0.0,0.0,1.0,,0.0,,,0.0,0.0,0.0,1.0,0.0
