arm,stage,step,field,n,mean,min,max
B0,C_NO_H,28,CE_U_cosine,46,-0.063846069371678,-0.39523139680232655,0.3169791236247283
B0,C_NO_H,28,CE_gradient_norm,46,0.023238076291897374,0.00256823911331594,0.0929839238524437
B0,C_NO_H,28,U_kl,48,0.011343964821814248,0.002054044511169195,0.03506417199969292
B0,C_NO_H,28,clipped_grad_norm,48,0.02777781732341585,0.003918385598808527,0.09692935645580292
B0,C_NO_H,28,fit_ce,48,0.002019367955350996,0.0001780568709364161,0.010853346437215805
B0,C_NO_H,28,fit_index,48,2.3333333333333335,1,4
B0,C_NO_H,28,grad_norm,48,0.027777817498038832,0.003918385598808527,0.09692935645580292
B0,C_NO_H,28,native_ce,48,0.0019975333962065633,0.0001727798517094925,0.01066405326128006
B0,C_NO_H,28,update_norm,48,0.05166592313131938,0.026735398918390274,0.07652821391820908
B0,C_NO_H,28,weighted_U_gradient_norm,48,0.013634807667889012,0.002934832824394107,0.05640947073698044
B0,C_NO_H,28,weighted_fit_gradient_norm,48,0.014307175268186256,0.0013165692798793316,0.06288885325193405
B0,C_NO_H,28,weighted_native_gradient_norm,48,0.011233694376035904,0.0013230533804744482,0.04252251982688904
B0,C_NO_H,29,CE_U_cosine,46,-0.07126247928462891,-0.38806135131020536,0.23612865754849602
B0,C_NO_H,29,CE_gradient_norm,46,0.020734860733880298,0.0027734951581805944,0.07601151615381241
B0,C_NO_H,29,U_kl,48,0.010677283484255895,0.0020273737609386444,0.032260894775390625
B0,C_NO_H,29,clipped_grad_norm,48,0.024840929414494894,0.0033869233448058367,0.07565750181674957
B0,C_NO_H,29,fit_ce,48,0.0019407286187439847,0.0001785437052603811,0.010270725935697556
B0,C_NO_H,29,fit_index,48,2.6875,1,4
B0,C_NO_H,29,grad_norm,48,0.024840929298079573,0.0033869233448058367,0.07565750181674957
B0,C_NO_H,29,native_ce,48,0.0019103498289041454,0.00016624637646600604,0.010258244350552559
B0,C_NO_H,29,update_norm,48,0.050026503507979214,0.025528166443109512,0.07484910637140274
B0,C_NO_H,29,weighted_U_gradient_norm,48,0.012605839879446043,0.002611997304484248,0.04408197104930878
B0,C_NO_H,29,weighted_fit_gradient_norm,48,0.013752538070548326,0.0014422077219933271,0.04922822490334511
B0,C_NO_H,29,weighted_native_gradient_norm,48,0.009756368128970886,0.0013915094314143062,0.03571020066738129
B0,C_NO_H,30,CE_U_cosine,46,-0.07599515524895996,-0.43128058961193083,0.24235432466153783
B0,C_NO_H,30,CE_gradient_norm,46,0.018939123979931617,0.0025224352721124887,0.05677888169884682
B0,C_NO_H,30,U_kl,48,0.010110126449338471,0.001986416056752205,0.029444389045238495
B0,C_NO_H,30,clipped_grad_norm,48,0.022729023956344463,0.0031554813031107187,0.05493959039449692
B0,C_NO_H,30,fit_ce,48,0.001857445910294094,0.00017043970001395792,0.010240170173346996
B0,C_NO_H,30,fit_index,48,2.3333333333333335,1,4
B0,C_NO_H,30,grad_norm,48,0.022729023742916372,0.0031554813031107187,0.05493958666920662
B0,C_NO_H,30,native_ce,48,0.001831792116414969,0.00015907365013845265,0.009899328462779522
B0,C_NO_H,30,update_norm,48,0.04845142748672515,0.024304764345288277,0.07325749844312668
B0,C_NO_H,30,weighted_U_gradient_norm,48,0.011772317952515246,0.002460104413330555,0.03626953810453415
B0,C_NO_H,30,weighted_fit_gradient_norm,48,0.0115911203805202,0.001344737014733255,0.04641478508710861
B0,C_NO_H,30,weighted_native_gradient_norm,48,0.009658157808492737,0.0012312154285609722,0.03769507259130478
B0,C_NO_H,31,CE_U_cosine,46,-0.06517027234123543,-0.391883058230646,0.20507356169737004
B0,C_NO_H,31,CE_gradient_norm,46,0.02013783469674704,0.0024456726387143135,0.10235434025526047
B0,C_NO_H,31,U_kl,48,0.009620786435940923,0.0016510661225765944,0.02656400203704834
B0,C_NO_H,31,clipped_grad_norm,48,0.0236394260864472,0.003236036514863372,0.10031523555517197
B0,C_NO_H,31,fit_ce,48,0.0017917883766737457,0.00016352660895790905,0.009556982666254044
B0,C_NO_H,31,fit_index,48,2.6458333333333335,1,4
B0,C_NO_H,31,grad_norm,48,0.023639425824512728,0.003236036514863372,0.10031523555517197
B0,C_NO_H,31,native_ce,48,0.0017601461616626086,0.0001532010646769777,0.009583779610693455
B0,C_NO_H,31,update_norm,48,0.04695310804527253,0.023136647418141365,0.07155527919530869
B0,C_NO_H,31,weighted_U_gradient_norm,48,0.011052488451241516,0.002583894180133939,0.03558902442455292
B0,C_NO_H,31,weighted_fit_gradient_norm,48,0.012591497853766972,0.0013059035409241915,0.05601200833916664
B0,C_NO_H,31,weighted_native_gradient_norm,48,0.009873588758637197,0.0012297520879656076,0.053399089723825455
B0,C_NO_H,32,CE_U_cosine,46,-0.05103680068019823,-0.3423289814123323,0.1862291270680992
B0,C_NO_H,32,CE_gradient_norm,46,0.01868963485037017,0.002402526792138815,0.07237424701452255
B0,C_NO_H,32,U_kl,48,0.009206863437915066,0.0016989823197945952,0.023593751713633537
B0,C_NO_H,32,clipped_grad_norm,48,0.022186595951401007,0.003056251211091876,0.07062478363513947
B0,C_NO_H,32,fit_ce,48,0.0017101642852139776,0.0001527896529296413,0.009429831057786942
B0,C_NO_H,32,fit_index,48,2.3333333333333335,1,4
B0,C_NO_H,32,grad_norm,48,0.02218659579132994,0.003056251211091876,0.07062477618455887
B0,C_NO_H,32,native_ce,48,0.0016926963453443022,0.00014756682503502816,0.009278852492570877
B0,C_NO_H,32,update_norm,48,0.04552003818874558,0.022053992375731468,0.07002552598714828
B0,C_NO_H,32,weighted_U_gradient_norm,48,0.01078186677962852,0.002448776736855507,0.033230047672986984
B0,C_NO_H,32,weighted_fit_gradient_norm,48,0.011127188139653299,0.001308103441260755,0.04387390986084938
B0,C_NO_H,32,weighted_native_gradient_norm,48,0.009941961376171093,0.0011676200665533543,0.05052021145820618
B0,C_NO_H,33,CE_U_cosine,46,-0.03197970504701698,-0.2602713610053483,0.22338970971408686
B0,C_NO_H,33,CE_gradient_norm,46,0.018496602854650955,0.00218882504850626,0.08754420280456543
B0,C_NO_H,33,U_kl,48,0.008825487864669412,0.0016909788828343153,0.02119642123579979
B0,C_NO_H,33,clipped_grad_norm,48,0.021909193329823513,0.0033119292929768562,0.08452846109867096
B0,C_NO_H,33,fit_ce,48,0.001657252489470314,0.00015467438788618892,0.009011740796267986
B0,C_NO_H,33,fit_index,48,2.6875,1,4
B0,C_NO_H,33,grad_norm,48,0.021909193358927343,0.0033119292929768562,0.08452845364809036
B0,C_NO_H,33,native_ce,48,0.001631788940661257,0.00014312437269836664,0.00898292288184166
B0,C_NO_H,33,update_norm,48,0.044167337201846145,0.02116888202726841,0.06852799654006958
B0,C_NO_H,33,weighted_U_gradient_norm,48,0.010346672483137809,0.00275713880546391,0.030720189213752747
B0,C_NO_H,33,weighted_fit_gradient_norm,48,0.011819818372411342,0.0010942787630483508,0.05543933063745499
B0,C_NO_H,33,weighted_native_gradient_norm,48,0.00941825984288395,0.0011333521688356996,0.0398460328578949
B0,C_NO_H,34,CE_U_cosine,46,-0.031054218418313503,-0.24640157056269713,0.22586818602019607
B0,C_NO_H,34,CE_gradient_norm,46,0.016240855572623728,0.0020853609312325716,0.08444647490978241
B0,C_NO_H,34,U_kl,48,0.008464948485197965,0.001584842219017446,0.021170197054743767
B0,C_NO_H,34,clipped_grad_norm,48,0.01971531108332177,0.003311838023364544,0.08439788222312927
B0,C_NO_H,34,fit_ce,48,0.0015962574695246683,0.00014927887241356075,0.00896892324090004
B0,C_NO_H,34,fit_index,48,2.3333333333333335,1,4
B0,C_NO_H,34,grad_norm,48,0.019715310942653257,0.003311838023364544,0.08439788222312927
B0,C_NO_H,34,native_ce,48,0.0015731290889865097,0.00013828101509716362,0.008684982545673847
B0,C_NO_H,34,update_norm,48,0.04287505871616304,0.02026086300611496,0.06713157892227173
B0,C_NO_H,34,weighted_U_gradient_norm,48,0.009964115248294547,0.002318381564691663,0.028758928179740906
B0,C_NO_H,34,weighted_fit_gradient_norm,48,0.009996523493706869,0.0011050610337406397,0.05518478527665138
B0,C_NO_H,34,weighted_native_gradient_norm,48,0.008665102980254838,0.0010400459868833423,0.039478253573179245
B0,C_NO_H,35,CE_U_cosine,46,-0.023875617548444698,-0.31623673802544594,0.22144124835105877
B0,C_NO_H,35,CE_gradient_norm,46,0.0150228664835753,0.001991595607250929,0.05870719254016876
B0,C_NO_H,35,U_kl,48,0.008123867487787114,0.0014772502472624183,0.020937908440828323
B0,C_NO_H,35,clipped_grad_norm,48,0.01849520511556572,0.0031383009627461433,0.05879135802388191
B0,C_NO_H,35,fit_ce,48,0.0015457059607797419,0.00014534525689668953,0.008390805684030056
B0,C_NO_H,35,fit_index,48,2.6458333333333335,1,4
B0,C_NO_H,35,grad_norm,48,0.018495205299889978,0.0031383009627461433,0.05879135802388191
B0,C_NO_H,35,native_ce,48,0.0015176862916632672,0.00013472697173710912,0.008426732383668423
B0,C_NO_H,35,update_norm,48,0.04165467724669725,0.019372543320059776,0.06561888009309769
B0,C_NO_H,35,weighted_U_gradient_norm,48,0.009780565744828587,0.001813543844036758,0.030453311279416084
B0,C_NO_H,35,weighted_fit_gradient_norm,48,0.009725217867526226,0.0010818352457135916,0.04017123952507973
B0,C_NO_H,35,weighted_native_gradient_norm,48,0.007716189398100444,0.0010436016600579023,0.03686777502298355
B0,C_NO_H,36,CE_U_cosine,46,-0.01881156298526612,-0.2345470799792554,0.22693606939739985
B0,C_NO_H,36,CE_gradient_norm,46,0.014030487964982572,0.001956524094566703,0.06611677259206772
B0,C_NO_H,36,U_kl,48,0.007814116623194423,0.0014213271206244826,0.02062695100903511
B0,C_NO_H,36,clipped_grad_norm,48,0.01759828882738172,0.002945161424577236,0.06808995455503464
B0,C_NO_H,36,fit_ce,48,0.0014818155656636616,0.00013668836618307978,0.008328946307301521
B0,C_NO_H,36,fit_index,48,2.3333333333333335,1,4
B0,C_NO_H,36,grad_norm,48,0.017598289031108532,0.002945161424577236,0.06808996200561523
B0,C_NO_H,36,native_ce,48,0.001467179417280325,0.0001310754450969398,0.00818291399627924
B0,C_NO_H,36,update_norm,48,0.04049393798535069,0.01856556534767151,0.06429019570350647
B0,C_NO_H,36,weighted_U_gradient_norm,48,0.009539792188055193,0.0014968039467930794,0.03152908757328987
B0,C_NO_H,36,weighted_fit_gradient_norm,48,0.009045294413226657,0.0009726067073643208,0.04724721610546112
B0,C_NO_H,36,weighted_native_gradient_norm,48,0.007206669717561454,0.0009791601914912462,0.030568335205316544
B0,C_NO_H,37,CE_U_cosine,46,-0.025492073817418345,-0.25271770343247957,0.20596713981214765
B0,C_NO_H,37,CE_gradient_norm,46,0.01336749805562684,0.0020219965372234583,0.059014685451984406
B0,C_NO_H,37,U_kl,48,0.007508292590500787,0.001356596825644374,0.02010377310216427
B0,C_NO_H,37,clipped_grad_norm,48,0.016928480448162492,0.002431480912491679,0.060774095356464386
B0,C_NO_H,37,fit_ce,48,0.0014411983314251604,0.00013965657853987068,0.007925119251012802
B0,C_NO_H,37,fit_index,48,2.6875,1,4
B0,C_NO_H,37,grad_norm,48,0.016928480414208025,0.0024314806796610355,0.060774095356464386
B0,C_NO_H,37,native_ce,48,0.0014199215277888773,0.000127954815980047,0.007945548743009567
B0,C_NO_H,37,update_norm,48,0.039401439406598605,0.017924197018146515,0.06294204294681549
B0,C_NO_H,37,weighted_U_gradient_norm,48,0.009246801181385914,0.0014576679095625877,0.028677215799689293
B0,C_NO_H,37,weighted_fit_gradient_norm,48,0.009350533691758756,0.0010016148444265127,0.04194110631942749
B0,C_NO_H,37,weighted_native_gradient_norm,48,0.006648308059084229,0.001032161177136004,0.024543769657611847
B0,C_NO_H,38,CE_U_cosine,46,-0.021729644961482636,-0.24612872160093258,0.22952207322822737
B0,C_NO_H,38,CE_gradient_norm,46,0.01255346448717477,0.0019426826620474458,0.04393524304032326
B0,C_NO_H,38,U_kl,48,0.007225711364299059,0.0013199425302445889,0.019504902884364128
B0,C_NO_H,38,clipped_grad_norm,48,0.016103270769235678,0.0022382577881217003,0.049071721732616425
B0,C_NO_H,38,fit_ce,48,0.001397850931425637,0.0001352362014586106,0.007911969907581806
B0,C_NO_H,38,fit_index,48,2.3333333333333335,1,4
B0,C_NO_H,38,grad_norm,48,0.016103270725579932,0.0022382577881217003,0.049071721732616425
B0,C_NO_H,38,native_ce,48,0.001376764704824988,0.00012480166333261877,0.007718412205576897
B0,C_NO_H,38,update_norm,48,0.038362991414032876,0.017261182889342308,0.06169576570391655
B0,C_NO_H,38,weighted_U_gradient_norm,48,0.008948433967210198,0.0012359119718894362,0.02596997655928135
B0,C_NO_H,38,weighted_fit_gradient_norm,48,0.008474845488914676,0.0009471499943174422,0.029152950271964073
B0,C_NO_H,38,weighted_native_gradient_norm,48,0.006322521934635006,0.0009806101443246007,0.02269694022834301
B0,C_NO_H,39,CE_U_cosine,46,-0.01237626470351114,-0.25684276690830193,0.3002455803727054
B0,C_NO_H,39,CE_gradient_norm,46,0.013079954422605426,0.0017226896015927196,0.05104704946279526
B0,C_NO_H,39,U_kl,48,0.006948509821086191,0.001311262953095138,0.018949566408991814
B0,C_NO_H,39,clipped_grad_norm,48,0.016486847098955575,0.002109553199261427,0.05194622650742531
B0,C_NO_H,39,fit_ce,48,0.0013615091781199833,0.0001342280302196741,0.007499102968722582
B0,C_NO_H,39,fit_index,48,2.6458333333333335,1,4
B0,C_NO_H,39,grad_norm,48,0.016486846730307054,0.002109553199261427,0.05194621905684471
B0,C_NO_H,39,native_ce,48,0.001335318194226905,0.00012321963731665164,0.007503678556531668
B0,C_NO_H,39,update_norm,48,0.03738313560218861,0.01661531813442707,0.06035473570227623
B0,C_NO_H,39,weighted_U_gradient_norm,48,0.008756041832384653,0.0012578574242070317,0.024564824998378754
B0,C_NO_H,39,weighted_fit_gradient_norm,48,0.00898640755500916,0.000905668712221086,0.039408426731824875
B0,C_NO_H,39,weighted_native_gradient_norm,48,0.006220869153670113,0.0009363873978145421,0.020454304292798042
B0,C_NO_H,40,CE_U_cosine,46,-0.03209925748529564,-0.3008007944408083,0.28884148370290313
B0,C_NO_H,40,CE_gradient_norm,46,0.012674295740789208,0.0017640305450186133,0.0524413026869297
B0,C_NO_H,40,U_kl,48,0.006654738560124922,0.0012990300310775638,0.018315043300390244
B0,C_NO_H,40,clipped_grad_norm,48,0.015686698180312913,0.002108550164848566,0.05978451669216156
B0,C_NO_H,40,fit_ce,48,0.0013129697714854653,0.00012712051102425903,0.007432157173752785
B0,C_NO_H,40,fit_index,48,2.3333333333333335,1,4
B0,C_NO_H,40,grad_norm,48,0.015686698102702696,0.002108550164848566,0.05978451669216156
B0,C_NO_H,40,native_ce,48,0.0012976558274810184,0.00012087914365110919,0.007298766635358334
B0,C_NO_H,40,update_norm,48,0.03645674732979387,0.01604912057518959,0.05918160453438759
B0,C_NO_H,40,weighted_U_gradient_norm,48,0.008251117843125636,0.0012321443064138293,0.023389944806694984
B0,C_NO_H,40,weighted_fit_gradient_norm,48,0.008332503793402187,0.0009038492571562529,0.03850947320461273
B0,C_NO_H,40,weighted_native_gradient_norm,48,0.006218759282395088,0.0009411291102878749,0.02268729917705059
B0,C_NO_H,41,CE_U_cosine,46,-0.03672839001054709,-0.3420813281363235,0.2296903346822441
B0,C_NO_H,41,CE_gradient_norm,46,0.01124195717325758,0.001756114885210991,0.03677023947238922
B0,C_NO_H,41,U_kl,48,0.006366703203336026,0.001252233050763607,0.017636407166719437
B0,C_NO_H,41,clipped_grad_norm,48,0.01417866901222927,0.0020272694528102875,0.03695150092244148
B0,C_NO_H,41,fit_ce,48,0.0012801182674593292,0.00012604304356500506,0.007103609386831522
B0,C_NO_H,41,fit_index,48,2.6875,1,4
B0,C_NO_H,41,grad_norm,48,0.014178668827905009,0.0020272694528102875,0.03695150092244148
B0,C_NO_H,41,native_ce,48,0.0012611099758335815,0.00011965465091634542,0.007105810102075338
B0,C_NO_H,41,update_norm,48,0.03559123674252381,0.015659015625715256,0.05799587815999985
B0,C_NO_H,41,weighted_U_gradient_norm,48,0.007878210868511815,0.0011171806836500764,0.021130826324224472
B0,C_NO_H,41,weighted_fit_gradient_norm,48,0.008125022054931227,0.0009454961982555687,0.03251028433442116
B0,C_NO_H,41,weighted_native_gradient_norm,48,0.005820104174442046,0.0008201376185752451,0.02721668966114521
B0,C_NO_H,42,CE_U_cosine,46,-0.058589252007423494,-0.32600598480525667,0.18410056464967808
B0,C_NO_H,42,CE_gradient_norm,46,0.011522870283047467,0.0015688036801293492,0.04513700306415558
B0,C_NO_H,42,U_kl,48,0.006092225264486236,0.001136921113356948,0.01702059805393219
B0,C_NO_H,42,clipped_grad_norm,48,0.01393428449955536,0.0018503394676372409,0.04446696117520332
B0,C_NO_H,42,fit_ce,48,0.001246547739659339,0.0001257328549399972,0.007113483268767595
B0,C_NO_H,42,fit_index,48,2.3333333333333335,1,4
B0,C_NO_H,42,grad_norm,48,0.013934284574740255,0.001850339351221919,0.04446696117520332
B0,C_NO_H,42,native_ce,48,0.0012253707644352592,0.0001184193606604822,0.00691012479364872
B0,C_NO_H,42,update_norm,48,0.03477456389615933,0.015241038054227829,0.05689572915434837
B0,C_NO_H,42,weighted_U_gradient_norm,48,0.007323684801425164,0.0009657987393438816,0.01823851652443409
B0,C_NO_H,42,weighted_fit_gradient_norm,48,0.007728569184109801,0.0007807139772921801,0.030993212014436722
B0,C_NO_H,42,weighted_native_gradient_norm,48,0.005613272841098175,0.0008732278365641832,0.02663295529782772
B0,C_NO_H,43,CE_U_cosine,46,-0.027683147922851318,-0.3580432612775649,0.2061572366422683
B0,C_NO_H,43,CE_gradient_norm,46,0.010748065896737187,0.001444342196919024,0.05003707855939865
B0,C_NO_H,43,U_kl,48,0.005826831797700531,0.0010367281502112746,0.016259964555501938
B0,C_NO_H,43,clipped_grad_norm,48,0.01303334074570254,0.0016961029032245278,0.049853648990392685
B0,C_NO_H,43,fit_ce,48,0.001214628752071197,0.0001247318577952683,0.006744602229446173
B0,C_NO_H,43,fit_index,48,2.6458333333333335,1,4
B0,C_NO_H,43,grad_norm,48,0.013033340733575946,0.001696102786809206,0.049853645265102386
B0,C_NO_H,43,native_ce,48,0.0011932276668934112,0.00011787747644120827,0.006758340634405613
B0,C_NO_H,43,update_norm,48,0.03400238403507198,0.01485165860503912,0.055711779743433
B0,C_NO_H,43,weighted_U_gradient_norm,48,0.006714868068229407,0.0009768037125468254,0.018931999802589417
B0,C_NO_H,43,weighted_fit_gradient_norm,48,0.007545301308709895,0.0008636928396299481,0.03704163804650307
B0,C_NO_H,43,weighted_native_gradient_norm,48,0.005327477108949097,0.0008585553732700646,0.02161073498427868
B0,C_NO_H,44,CE_U_cosine,46,-0.034669898102048076,-0.27829985393151013,0.24520785883451968
B0,C_NO_H,44,CE_gradient_norm,46,0.009558098980367346,0.0014688578667119145,0.02614102140069008
B0,C_NO_H,44,U_kl,48,0.005587815168837551,0.000956481322646141,0.015631921589374542
B0,C_NO_H,44,clipped_grad_norm,48,0.011717669830735153,0.0019417935982346535,0.0273466557264328
B0,C_NO_H,44,fit_ce,48,0.0011736744948696771,0.00012237428745720536,0.006704340223222971
B0,C_NO_H,44,fit_index,48,2.3333333333333335,1,4
B0,C_NO_H,44,grad_norm,48,0.01171767002233537,0.0019417937146499753,0.02734665758907795
B0,C_NO_H,44,native_ce,48,0.0011618090475167264,0.0001167396767414175,0.006589793134480715
B0,C_NO_H,44,update_norm,48,0.03327492750637854,0.014502818696200848,0.054682426154613495
B0,C_NO_H,44,weighted_U_gradient_norm,48,0.0063843478201306425,0.0009162678616121411,0.01842539757490158
B0,C_NO_H,44,weighted_fit_gradient_norm,48,0.0066201940705165425,0.0007255247910507023,0.02197835221886635
B0,C_NO_H,44,weighted_native_gradient_norm,48,0.005083825230637255,0.0008231383981183171,0.01911250688135624
B0,C_NO_H,45,CE_U_cosine,46,-0.03113188673458666,-0.32005909895220047,0.23033471001312256
B0,C_NO_H,45,CE_gradient_norm,46,0.010860283980550974,0.0016243522986769676,0.051119063049554825
B0,C_NO_H,45,U_kl,48,0.005379237726932236,0.000901254708878696,0.014979253523051739
B0,C_NO_H,45,clipped_grad_norm,48,0.012656867945527969,0.001874570269137621,0.04853907972574234
B0,C_NO_H,45,fit_ce,48,0.0011510198758818053,0.00011517247185111046,0.006454865913838148
B0,C_NO_H,45,fit_index,48,2.6875,1,4
B0,C_NO_H,45,grad_norm,48,0.012656868108024355,0.0018745703855529428,0.04853908717632294
B0,C_NO_H,45,native_ce,48,0.001132635444416034,0.00011550571070984006,0.006445345934480429
B0,C_NO_H,45,update_norm,48,0.03259180660825223,0.014291794039309025,0.05366751551628113
B0,C_NO_H,45,weighted_U_gradient_norm,48,0.006102790714066941,0.0010162366088479757,0.016423454508185387
B0,C_NO_H,45,weighted_fit_gradient_norm,48,0.007842547875043238,0.0009319332311861217,0.03515768051147461
B0,C_NO_H,45,weighted_native_gradient_norm,48,0.00512846585479565,0.0007543471292592585,0.022533368319272995
B0,C_NO_H,46,CE_U_cosine,46,-0.03529673965517965,-0.3080065532641346,0.21674263701272417
B0,C_NO_H,46,CE_gradient_norm,46,0.009404838335720579,0.0013555506011471152,0.03563985228538513
B0,C_NO_H,46,U_kl,48,0.005198527590740317,0.0008828012505546212,0.014283223077654839
B0,C_NO_H,46,clipped_grad_norm,48,0.011110837855085265,0.0017422473756596446,0.033910345286130905
B0,C_NO_H,46,fit_ce,48,0.0011223423598494264,0.00011421875387895852,0.0064696078188717365
B0,C_NO_H,46,fit_index,48,2.3333333333333335,1,4
B0,C_NO_H,46,grad_norm,48,0.01111083790359165,0.0017422473756596446,0.033910345286130905
B0,C_NO_H,46,native_ce,48,0.0011048508896844094,0.00011219216685276479,0.006308292504400015
B0,C_NO_H,46,update_norm,48,0.03194294904824346,0.014034139923751354,0.05273164063692093
B0,C_NO_H,46,weighted_U_gradient_norm,48,0.005673434787847024,0.0008196248090825975,0.015779685229063034
B0,C_NO_H,46,weighted_fit_gradient_norm,48,0.006600047074850106,0.000785319076385349,0.025528358295559883
B0,C_NO_H,46,weighted_native_gradient_norm,48,0.004952765785371109,0.0007211749907582998,0.020579755306243896
B0,C_NO_H,47,CE_U_cosine,46,-0.01754602471252656,-0.29492420970646205,0.22229026184751974
B0,C_NO_H,47,CE_gradient_norm,46,0.00874109775506203,0.0014891589526087046,0.03192496672272682
B0,C_NO_H,47,U_kl,48,0.005041788419475779,0.0008918249513953924,0.013724703341722488
B0,C_NO_H,47,clipped_grad_norm,48,0.010483225933664167,0.0015958482399582863,0.03220401704311371
B0,C_NO_H,47,fit_ce,48,0.0010965176528164495,0.000113408372271806,0.006149618420749903
B0,C_NO_H,47,fit_index,48,2.6458333333333335,1,4
B0,C_NO_H,47,grad_norm,48,0.010483226001573106,0.0015958482399582863,0.03220401704311371
B0,C_NO_H,47,native_ce,48,0.0010777613209332533,0.0001099989895010367,0.006163098383694887
B0,C_NO_H,47,update_norm,48,0.031327567024466894,0.013800297863781452,0.051716744899749756
B0,C_NO_H,47,weighted_U_gradient_norm,48,0.005398598294656646,0.0005749397096224129,0.015186162665486336
B0,C_NO_H,47,weighted_fit_gradient_norm,48,0.006167364577171004,0.0008200680022127926,0.028122849762439728
B0,C_NO_H,47,weighted_native_gradient_norm,48,0.004624135230794006,0.0007493288721889257,0.016898242756724358
B0,C_NO_H,48,CE_U_cosine,46,-0.024331530596149398,-0.2985157437813752,0.30915445817712695
B0,C_NO_H,48,CE_gradient_norm,46,0.008204303173166092,0.0013865729561075568,0.027745112776756287
B0,C_NO_H,48,U_kl,48,0.004912088376537819,0.0009133426356129348,0.013199249282479286
B0,C_NO_H,48,clipped_grad_norm,48,0.009918177109890772,0.0015502189053222537,0.027947332710027695
B0,C_NO_H,48,fit_ce,48,0.0010641351659614884,0.00012134467397117987,0.006137508898973465
B0,C_NO_H,48,fit_index,48,2.3333333333333335,1,4
B0,C_NO_H,48,grad_norm,48,0.009918177177799711,0.0015502189053222537,0.027947332710027695
B0,C_NO_H,48,native_ce,48,0.0010533008767197316,0.00010756740812212229,0.006039914675056934
B0,C_NO_H,48,update_norm,48,0.030746495719843853,0.01358102634549141,0.05085592716932297
B0,C_NO_H,48,weighted_U_gradient_norm,48,0.005148023699196831,0.0005536120152100921,0.012776591815054417
B0,C_NO_H,48,weighted_fit_gradient_norm,48,0.0059326552497320035,0.0007254264201037586,0.022390415892004967
B0,C_NO_H,48,weighted_native_gradient_norm,48,0.004230884872716463,0.0007280568243004382,0.013762899674475193
B0,C_NO_H,49,CE_U_cosine,46,-0.0408064362841497,-0.2997517216415976,0.23588051485613737
B0,C_NO_H,49,CE_gradient_norm,46,0.008368237030125507,0.0014426377601921558,0.03194601833820343
B0,C_NO_H,49,U_kl,48,0.00479693444261405,0.0009301821701228619,0.01269618235528469
B0,C_NO_H,49,clipped_grad_norm,48,0.0099814546071381,0.0017251819372177124,0.0317339263856411
B0,C_NO_H,49,fit_ce,48,0.0010459755303600105,0.00010525544348638505,0.005901578813791275
B0,C_NO_H,49,fit_index,48,2.6875,1,4
B0,C_NO_H,49,grad_norm,48,0.009981454738105336,0.0017251819372177124,0.031733930110931396
B0,C_NO_H,49,native_ce,48,0.0010299263086987291,0.00010482598736416548,0.005915260408073664
B0,C_NO_H,49,update_norm,48,0.030205715661092352,0.01346801407635212,0.04999745264649391
B0,C_NO_H,49,weighted_U_gradient_norm,48,0.0050793478306635125,0.0006751925102435052,0.014048752374947071
B0,C_NO_H,49,weighted_fit_gradient_norm,48,0.006518271657114383,0.000876123842317611,0.027652950957417488
B0,C_NO_H,49,weighted_native_gradient_norm,48,0.004146042944436583,0.0007068883860483766,0.013403858058154583
B0,C_NO_H,50,CE_U_cosine,46,-0.02270742649788049,-0.27913388671825645,0.28588461439282215
B0,C_NO_H,50,CE_gradient_norm,46,0.008107273356037458,0.0013786832569167018,0.030691275373101234
B0,C_NO_H,50,U_kl,48,0.004698108739830786,0.0009745959541760385,0.012186799198389053
B0,C_NO_H,50,clipped_grad_norm,48,0.009789458269854853,0.0015721594681963325,0.03159138932824135
B0,C_NO_H,50,fit_ce,48,0.0010242843742768553,0.00010303834278602153,0.005941206589341164
B0,C_NO_H,50,fit_index,48,2.3333333333333335,1,4
B0,C_NO_H,50,grad_norm,48,0.00978945845902975,0.0015721594681963325,0.03159139305353165
B0,C_NO_H,50,native_ce,48,0.0010079156275727048,0.0001019653063849546,0.005802389699965715
B0,C_NO_H,50,update_norm,48,0.029693853090672444,0.01328487042337656,0.04921187460422516
B0,C_NO_H,50,weighted_U_gradient_norm,48,0.0049513806237276485,0.0005220164312049747,0.013418403454124928
B0,C_NO_H,50,weighted_fit_gradient_norm,48,0.0059311886252544355,0.0007466760580427945,0.02336321398615837
B0,C_NO_H,50,weighted_native_gradient_norm,48,0.004206161978800083,0.0006918839644640684,0.016003036871552467
B0,C_NO_H,51,CE_U_cosine,46,-0.017369962492767246,-0.21644046744672857,0.26952486556133726
B0,C_NO_H,51,CE_gradient_norm,46,0.007971127514990614,0.0015221120556816459,0.03017941676080227
B0,C_NO_H,51,U_kl,48,0.004608407623891253,0.000975428381934762,0.011799915693700314
B0,C_NO_H,51,clipped_grad_norm,48,0.009639615949708968,0.0019762415904551744,0.03229215368628502
B0,C_NO_H,51,fit_ce,48,0.0010030399582016496,0.00010430187830934301,0.005667550954967737
B0,C_NO_H,51,fit_index,48,2.6458333333333335,1,4
B0,C_NO_H,51,grad_norm,48,0.009639615818741731,0.0019762415904551744,0.03229215368628502
B0,C_NO_H,51,native_ce,48,0.0009865339613194617,9.993900312110782e-05,0.005674577318131924
B0,C_NO_H,51,update_norm,48,0.029212400841061026,0.013128843158483505,0.04833763465285301
