cohort,track,prefix,role,stratum,strict_role,candidate,control,mode,control_mode,metric,paired_inputs,paired_edits,source_images,patients,delta,ci_low,ci_high,input_delta_micro,image_cluster_delta,image_cluster_ci_low,image_cluster_ci_high,leave_one_image_out_min,leave_one_image_out_max,sensitivity_scope,bootstrap_draws,bootstrap_seed
SLAKE_STAGE2_BANK16,A,0,evaluation,U,STRICT_BASE,W01,W1,FORCED_ON,FORCED_ON,semantic,202,16,41,UNKNOWN,-0.0248397435897436,-0.06009615384615384,0.00600961538461536,-0.024752475247524754,-0.01913472706155633,-0.04323606271777004,0.004268292682926829,-0.03044871794871796,-0.01923076923076924,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,A,0,evaluation,U,STRICT_BASE,W01,W1,FORCED_ON,FORCED_ON,v4_primary,0,0,0,UNKNOWN,,,,,,,,,,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,A,0,evaluation,U,STRICT_BASE,W01,W1,FORCED_ON,FORCED_ON,base_correct_damage,130,16,31,UNKNOWN,0.04687500000000001,0.010416666666666666,0.0920138888888889,0.046153846153846156,0.03337173579109063,0.010483870967741936,0.060560675883256525,0.03869047619047619,0.05171130952380952,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,A,0,evaluation,U,STRICT_BASE,W01,W1,FORCED_ON,FORCED_ON,base_wrong_became_correct,72,16,23,UNKNOWN,0.03333333333333333,-0.020833333333333332,0.10833333333333334,0.013888888888888888,0.010869565217391304,0.0,0.03260869565217391,0.0020833333333333346,0.06458333333333334,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,A,0,evaluation,U,STRICT_BASE,W01,W1,FORCED_ON,FORCED_ON,base_wrong_changed,72,16,23,UNKNOWN,0.06354166666666666,-0.025,0.15729166666666666,0.041666666666666664,0.03985507246376811,-0.08695652173913043,0.17028985507246377,0.03749999999999999,0.09479166666666666,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,A,0,evaluation,U,STRICT_BASE,W01,W1,FORCED_ON,FORCED_ON,fpr,202,16,41,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,A,0,evaluation,cross_family_confirmation,EDIT_TARGET,W01,W0,R0,R0,semantic,32,16,16,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,A,0,evaluation,cross_family_confirmation,EDIT_TARGET,W01,W0,R0,R0,v4_primary,0,0,0,UNKNOWN,,,,,,,,,,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,A,0,evaluation,cross_family_confirmation,EDIT_TARGET,W01,W0,R0,R0,base_correct_damage,0,0,0,UNKNOWN,,,,,,,,,,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,A,0,evaluation,cross_family_confirmation,EDIT_TARGET,W01,W0,R0,R0,base_wrong_became_correct,16,10,10,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,A,0,evaluation,cross_family_confirmation,EDIT_TARGET,W01,W0,R0,R0,base_wrong_changed,16,10,10,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,A,0,evaluation,cross_family_confirmation,EDIT_TARGET,W01,W0,R0,R0,fpr,0,0,0,UNKNOWN,,,,,,,,,,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,A,0,evaluation,cross_family_confirmation,EDIT_TARGET,W01,W0,FORCED_ON,FORCED_ON,semantic,32,16,16,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,A,0,evaluation,cross_family_confirmation,EDIT_TARGET,W01,W0,FORCED_ON,FORCED_ON,v4_primary,0,0,0,UNKNOWN,,,,,,,,,,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,A,0,evaluation,cross_family_confirmation,EDIT_TARGET,W01,W0,FORCED_ON,FORCED_ON,base_correct_damage,0,0,0,UNKNOWN,,,,,,,,,,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,A,0,evaluation,cross_family_confirmation,EDIT_TARGET,W01,W0,FORCED_ON,FORCED_ON,base_wrong_became_correct,16,10,10,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,A,0,evaluation,cross_family_confirmation,EDIT_TARGET,W01,W0,FORCED_ON,FORCED_ON,base_wrong_changed,16,10,10,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,A,0,evaluation,cross_family_confirmation,EDIT_TARGET,W01,W0,FORCED_ON,FORCED_ON,fpr,0,0,0,UNKNOWN,,,,,,,,,,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,A,0,evaluation,cross_family_confirmation,EDIT_TARGET,W01,W1,R0,R0,semantic,32,16,16,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,A,0,evaluation,cross_family_confirmation,EDIT_TARGET,W01,W1,R0,R0,v4_primary,0,0,0,UNKNOWN,,,,,,,,,,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,A,0,evaluation,cross_family_confirmation,EDIT_TARGET,W01,W1,R0,R0,base_correct_damage,0,0,0,UNKNOWN,,,,,,,,,,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,A,0,evaluation,cross_family_confirmation,EDIT_TARGET,W01,W1,R0,R0,base_wrong_became_correct,16,10,10,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,A,0,evaluation,cross_family_confirmation,EDIT_TARGET,W01,W1,R0,R0,base_wrong_changed,16,10,10,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,A,0,evaluation,cross_family_confirmation,EDIT_TARGET,W01,W1,R0,R0,fpr,0,0,0,UNKNOWN,,,,,,,,,,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,A,0,evaluation,cross_family_confirmation,EDIT_TARGET,W01,W1,FORCED_ON,FORCED_ON,semantic,32,16,16,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,A,0,evaluation,cross_family_confirmation,EDIT_TARGET,W01,W1,FORCED_ON,FORCED_ON,v4_primary,0,0,0,UNKNOWN,,,,,,,,,,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,A,0,evaluation,cross_family_confirmation,EDIT_TARGET,W01,W1,FORCED_ON,FORCED_ON,base_correct_damage,0,0,0,UNKNOWN,,,,,,,,,,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,A,0,evaluation,cross_family_confirmation,EDIT_TARGET,W01,W1,FORCED_ON,FORCED_ON,base_wrong_became_correct,16,10,10,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,A,0,evaluation,cross_family_confirmation,EDIT_TARGET,W01,W1,FORCED_ON,FORCED_ON,base_wrong_changed,16,10,10,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,A,0,evaluation,cross_family_confirmation,EDIT_TARGET,W01,W1,FORCED_ON,FORCED_ON,fpr,0,0,0,UNKNOWN,,,,,,,,,,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,A,0,evaluation,source_style_confirmation,EDIT_TARGET,W01,W0,R0,R0,semantic,32,16,16,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,A,0,evaluation,source_style_confirmation,EDIT_TARGET,W01,W0,R0,R0,v4_primary,0,0,0,UNKNOWN,,,,,,,,,,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,A,0,evaluation,source_style_confirmation,EDIT_TARGET,W01,W0,R0,R0,base_correct_damage,0,0,0,UNKNOWN,,,,,,,,,,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,A,0,evaluation,source_style_confirmation,EDIT_TARGET,W01,W0,R0,R0,base_wrong_became_correct,13,7,7,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,A,0,evaluation,source_style_confirmation,EDIT_TARGET,W01,W0,R0,R0,base_wrong_changed,13,7,7,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,A,0,evaluation,source_style_confirmation,EDIT_TARGET,W01,W0,R0,R0,fpr,0,0,0,UNKNOWN,,,,,,,,,,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,A,0,evaluation,source_style_confirmation,EDIT_TARGET,W01,W0,FORCED_ON,FORCED_ON,semantic,32,16,16,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,A,0,evaluation,source_style_confirmation,EDIT_TARGET,W01,W0,FORCED_ON,FORCED_ON,v4_primary,0,0,0,UNKNOWN,,,,,,,,,,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,A,0,evaluation,source_style_confirmation,EDIT_TARGET,W01,W0,FORCED_ON,FORCED_ON,base_correct_damage,0,0,0,UNKNOWN,,,,,,,,,,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,A,0,evaluation,source_style_confirmation,EDIT_TARGET,W01,W0,FORCED_ON,FORCED_ON,base_wrong_became_correct,13,7,7,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,A,0,evaluation,source_style_confirmation,EDIT_TARGET,W01,W0,FORCED_ON,FORCED_ON,base_wrong_changed,13,7,7,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,A,0,evaluation,source_style_confirmation,EDIT_TARGET,W01,W0,FORCED_ON,FORCED_ON,fpr,0,0,0,UNKNOWN,,,,,,,,,,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,A,0,evaluation,source_style_confirmation,EDIT_TARGET,W01,W1,R0,R0,semantic,32,16,16,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,A,0,evaluation,source_style_confirmation,EDIT_TARGET,W01,W1,R0,R0,v4_primary,0,0,0,UNKNOWN,,,,,,,,,,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,A,0,evaluation,source_style_confirmation,EDIT_TARGET,W01,W1,R0,R0,base_correct_damage,0,0,0,UNKNOWN,,,,,,,,,,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,A,0,evaluation,source_style_confirmation,EDIT_TARGET,W01,W1,R0,R0,base_wrong_became_correct,13,7,7,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,A,0,evaluation,source_style_confirmation,EDIT_TARGET,W01,W1,R0,R0,base_wrong_changed,13,7,7,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,A,0,evaluation,source_style_confirmation,EDIT_TARGET,W01,W1,R0,R0,fpr,0,0,0,UNKNOWN,,,,,,,,,,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,A,0,evaluation,source_style_confirmation,EDIT_TARGET,W01,W1,FORCED_ON,FORCED_ON,semantic,32,16,16,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,A,0,evaluation,source_style_confirmation,EDIT_TARGET,W01,W1,FORCED_ON,FORCED_ON,v4_primary,0,0,0,UNKNOWN,,,,,,,,,,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,A,0,evaluation,source_style_confirmation,EDIT_TARGET,W01,W1,FORCED_ON,FORCED_ON,base_correct_damage,0,0,0,UNKNOWN,,,,,,,,,,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,A,0,evaluation,source_style_confirmation,EDIT_TARGET,W01,W1,FORCED_ON,FORCED_ON,base_wrong_became_correct,13,7,7,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,A,0,evaluation,source_style_confirmation,EDIT_TARGET,W01,W1,FORCED_ON,FORCED_ON,base_wrong_changed,13,7,7,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,A,0,evaluation,source_style_confirmation,EDIT_TARGET,W01,W1,FORCED_ON,FORCED_ON,fpr,0,0,0,UNKNOWN,,,,,,,,,,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,A,0,fit,H,STRICT_BASE,W01,W0,R0,R0,semantic,28,16,9,UNKNOWN,0.3125,0.10416666666666667,0.5416666666666667,0.4642857142857143,0.37407407407407406,0.16666666666666666,0.5962962962962962,0.3125,0.35714285714285715,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,A,0,fit,H,STRICT_BASE,W01,W0,R0,R0,v4_primary,0,0,0,UNKNOWN,,,,,,,,,,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,A,0,fit,H,STRICT_BASE,W01,W0,R0,R0,base_correct_damage,27,16,8,UNKNOWN,-0.3229166666666667,-0.5416666666666666,-0.125,-0.48148148148148145,-0.42083333333333334,-0.6499999999999999,-0.2,-0.36904761904761907,-0.32142857142857145,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,A,0,fit,H,STRICT_BASE,W01,W0,R0,R0,base_wrong_became_correct,1,1,1,UNKNOWN,0.0,,,0.0,0.0,,,,,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,A,0,fit,H,STRICT_BASE,W01,W0,R0,R0,base_wrong_changed,1,1,1,UNKNOWN,0.0,,,0.0,0.0,,,,,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,A,0,fit,H,STRICT_BASE,W01,W0,R0,R0,fpr,28,16,9,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,A,0,fit,H,STRICT_BASE,W01,W0,FORCED_ON,FORCED_ON,semantic,28,16,9,UNKNOWN,0.3541666666666667,0.125,0.5833333333333333,0.5357142857142857,0.4185185185185185,0.20370370370370366,0.6407407407407406,0.32142857142857145,0.40476190476190477,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,A,0,fit,H,STRICT_BASE,W01,W0,FORCED_ON,FORCED_ON,v4_primary,0,0,0,UNKNOWN,,,,,,,,,,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,A,0,fit,H,STRICT_BASE,W01,W0,FORCED_ON,FORCED_ON,base_correct_damage,27,16,8,UNKNOWN,-0.375,-0.625,-0.125,-0.5555555555555556,-0.4708333333333333,-0.6916666666666667,-0.24166666666666667,-0.42857142857142855,-0.35714285714285715,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,A,0,fit,H,STRICT_BASE,W01,W0,FORCED_ON,FORCED_ON,base_wrong_became_correct,1,1,1,UNKNOWN,0.0,,,0.0,0.0,,,,,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,A,0,fit,H,STRICT_BASE,W01,W0,FORCED_ON,FORCED_ON,base_wrong_changed,1,1,1,UNKNOWN,0.0,,,0.0,0.0,,,,,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,A,0,fit,H,STRICT_BASE,W01,W0,FORCED_ON,FORCED_ON,fpr,28,16,9,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,A,0,fit,H,STRICT_BASE,W01,W1,R0,R0,semantic,28,16,9,UNKNOWN,-0.03125,-0.09375,0.0,-0.03571428571428571,-0.018518518518518517,-0.05555555555555555,0.0,-0.0625,0.0,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,A,0,fit,H,STRICT_BASE,W01,W1,R0,R0,v4_primary,0,0,0,UNKNOWN,,,,,,,,,,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,A,0,fit,H,STRICT_BASE,W01,W1,R0,R0,base_correct_damage,27,16,8,UNKNOWN,0.03125,0.0,0.09375,0.037037037037037035,0.020833333333333332,0.0,0.0625,0.0,0.0625,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,A,0,fit,H,STRICT_BASE,W01,W1,R0,R0,base_wrong_became_correct,1,1,1,UNKNOWN,0.0,,,0.0,0.0,,,,,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,A,0,fit,H,STRICT_BASE,W01,W1,R0,R0,base_wrong_changed,1,1,1,UNKNOWN,0.0,,,0.0,0.0,,,,,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,A,0,fit,H,STRICT_BASE,W01,W1,R0,R0,fpr,28,16,9,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,A,0,fit,H,STRICT_BASE,W01,W1,FORCED_ON,FORCED_ON,semantic,28,16,9,UNKNOWN,-0.03125,-0.09375,0.0,-0.03571428571428571,-0.018518518518518517,-0.05555555555555555,0.0,-0.0625,0.0,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,A,0,fit,H,STRICT_BASE,W01,W1,FORCED_ON,FORCED_ON,v4_primary,0,0,0,UNKNOWN,,,,,,,,,,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,A,0,fit,H,STRICT_BASE,W01,W1,FORCED_ON,FORCED_ON,base_correct_damage,27,16,8,UNKNOWN,0.03125,0.0,0.09375,0.037037037037037035,0.020833333333333332,0.0,0.0625,0.0,0.0625,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,A,0,fit,H,STRICT_BASE,W01,W1,FORCED_ON,FORCED_ON,base_wrong_became_correct,1,1,1,UNKNOWN,0.0,,,0.0,0.0,,,,,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,A,0,fit,H,STRICT_BASE,W01,W1,FORCED_ON,FORCED_ON,base_wrong_changed,1,1,1,UNKNOWN,0.0,,,0.0,0.0,,,,,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,A,0,fit,H,STRICT_BASE,W01,W1,FORCED_ON,FORCED_ON,fpr,28,16,9,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,A,0,fit,U,STRICT_BASE,W01,W0,R0,R0,semantic,217,16,43,UNKNOWN,0.1366758241758242,0.08482142857142858,0.19368990384615373,0.1336405529953917,0.11937984496124031,0.062126245847176076,0.1794040697674418,0.12580128205128205,0.1466346153846154,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,A,0,fit,U,STRICT_BASE,W01,W0,R0,R0,v4_primary,0,0,0,UNKNOWN,,,,,,,,,,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,A,0,fit,U,STRICT_BASE,W01,W0,R0,R0,base_correct_damage,129,16,33,UNKNOWN,-0.2435515873015873,-0.3375520833333333,-0.15729166666666666,-0.24031007751937986,-0.2356060606060606,-0.33373286435786437,-0.14393759018759023,-0.25965007215007213,-0.22636634199134198,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,A,0,fit,U,STRICT_BASE,W01,W0,R0,R0,base_wrong_became_correct,88,16,22,UNKNOWN,-0.016741071428571428,-0.05394345238095238,0.020833333333333332,-0.022727272727272728,-0.012878787878787878,-0.06893939393939394,0.05303030303030303,-0.02827380952380952,-0.006324404761904762,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,A,0,fit,U,STRICT_BASE,W01,W0,R0,R0,base_wrong_changed,88,16,22,UNKNOWN,-0.3670386904761905,-0.492265625,-0.24427083333333333,-0.3522727272727273,-0.3399350649350649,-0.46136634199134197,-0.22834686147186156,-0.3848958333333333,-0.3474702380952381,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,A,0,fit,U,STRICT_BASE,W01,W0,R0,R0,fpr,217,16,43,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,A,0,fit,U,STRICT_BASE,W01,W0,FORCED_ON,FORCED_ON,semantic,217,16,43,UNKNOWN,0.16861263736263737,0.09993131868131869,0.23763736263736263,0.16589861751152074,0.1434939091915836,0.08117317275747508,0.21019033776301213,0.145260989010989,0.17891483516483517,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,A,0,fit,U,STRICT_BASE,W01,W0,FORCED_ON,FORCED_ON,v4_primary,0,0,0,UNKNOWN,,,,,,,,,,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,A,0,fit,U,STRICT_BASE,W01,W0,FORCED_ON,FORCED_ON,base_correct_damage,129,16,33,UNKNOWN,-0.30865575396825395,-0.40677145337301585,-0.2127945188492064,-0.31007751937984496,-0.30137085137085134,-0.40555555555555556,-0.19884018759018765,-0.32219742063492063,-0.2771103896103896,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,A,0,fit,U,STRICT_BASE,W01,W0,FORCED_ON,FORCED_ON,base_wrong_became_correct,88,16,22,UNKNOWN,-0.03757440476190476,-0.09077380952380952,0.011904761904761904,-0.045454545454545456,-0.027651515151515153,-0.08599431818181817,0.040909090909090916,-0.049107142857142856,-0.02715773809523809,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,A,0,fit,U,STRICT_BASE,W01,W0,FORCED_ON,FORCED_ON,base_wrong_changed,88,16,22,UNKNOWN,-0.4271577380952381,-0.5692708333333333,-0.28809523809523807,-0.42045454545454547,-0.39226190476190476,-0.5106114718614718,-0.27861607142857153,-0.44330357142857146,-0.4069196428571429,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,A,0,fit,U,STRICT_BASE,W01,W0,FORCED_ON,FORCED_ON,fpr,217,16,43,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,A,0,fit,U,STRICT_BASE,W01,W1,R0,R0,semantic,217,16,43,UNKNOWN,-0.004807692307692308,-0.019230769230769218,0.008928571428571425,-0.004608294930875576,-0.005813953488372092,-0.027131782945736437,0.013565891472868219,-0.00927197802197802,0.0003434065934065887,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,A,0,fit,U,STRICT_BASE,W01,W1,R0,R0,v4_primary,0,0,0,UNKNOWN,,,,,,,,,,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,A,0,fit,U,STRICT_BASE,W01,W1,R0,R0,base_correct_damage,129,16,33,UNKNOWN,0.016741071428571428,0.0,0.04241071428571429,0.015503875968992248,0.01515151515151515,0.0,0.0404040404040404,0.0078125,0.018229166666666664,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,A,0,fit,U,STRICT_BASE,W01,W1,R0,R0,base_wrong_became_correct,88,16,22,UNKNOWN,0.015625,0.0,0.046875,0.011363636363636364,0.011363636363636364,0.0,0.03409090909090909,0.0,0.020833333333333332,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,A,0,fit,U,STRICT_BASE,W01,W1,R0,R0,base_wrong_changed,88,16,22,UNKNOWN,0.057291666666666664,0.0,0.13541666666666666,0.03409090909090909,0.029545454545454545,0.0,0.06363636363636363,0.026041666666666664,0.09375,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,A,0,fit,U,STRICT_BASE,W01,W1,R0,R0,fpr,217,16,43,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,A,0,fit,U,STRICT_BASE,W01,W1,FORCED_ON,FORCED_ON,semantic,217,16,43,UNKNOWN,0.004120879120879124,-0.014423076923076913,0.022321428571428572,0.004608294930875576,0.0025839793281653752,-0.02532299741602067,0.029069767441860465,-0.0006868131868131878,0.009271978021978017,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,A,0,fit,U,STRICT_BASE,W01,W1,FORCED_ON,FORCED_ON,v4_primary,0,0,0,UNKNOWN,,,,,,,,,,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,A,0,fit,U,STRICT_BASE,W01,W1,FORCED_ON,FORCED_ON,base_correct_damage,129,16,33,UNKNOWN,0.016741071428571428,0.0,0.04241071428571429,0.015503875968992248,0.01515151515151515,0.0,0.0404040404040404,0.0078125,0.018229166666666664,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,A,0,fit,U,STRICT_BASE,W01,W1,FORCED_ON,FORCED_ON,base_wrong_became_correct,88,16,22,UNKNOWN,0.03757440476190476,-0.0078125,0.09598214285714285,0.03409090909090909,0.01792929292929293,-0.04797979797979798,0.07449494949494949,0.020833333333333332,0.04538690476190476,shared probe-source image; not independent patient proof,10000,20260908
