cohort,track,prefix,method,mode,role,stratum,strict_role,diagnostic_step,is_diagnostic,average,inputs,edits,source_images,patients,semantic,semantic_numerator,semantic_denominator,semantic_edit_support,v4_primary,v4_primary_numerator,v4_primary_denominator,v4_primary_edit_support,original_reference_correct,original_reference_correct_numerator,original_reference_correct_denominator,original_reference_correct_edit_support,base_correct,base_correct_numerator,base_correct_denominator,base_correct_edit_support,base_correct_damage,base_correct_damage_numerator,base_correct_damage_denominator,base_correct_damage_edit_support,base_correct_preserved,base_correct_preserved_numerator,base_correct_preserved_denominator,base_correct_preserved_edit_support,base_wrong_became_correct,base_wrong_became_correct_numerator,base_wrong_became_correct_denominator,base_wrong_became_correct_edit_support,base_wrong_changed,base_wrong_changed_numerator,base_wrong_changed_denominator,base_wrong_changed_edit_support,on,on_numerator,on_denominator,on_edit_support,joint_on_correct,joint_on_correct_numerator,joint_on_correct_denominator,joint_on_correct_edit_support,fpr,fpr_numerator,fpr_denominator,fpr_edit_support,misfire_damage,misfire_damage_numerator,misfire_damage_denominator,misfire_damage_edit_support,token_parity,token_parity_numerator,token_parity_denominator,token_parity_edit_support,kl,kl_numerator,kl_denominator,kl_edit_support,own_forced_correct,own_forced_correct_numerator,own_forced_correct_denominator,own_forced_correct_edit_support,rejection,rejection_numerator,rejection_denominator,rejection_edit_support,wrong_writer,wrong_writer_numerator,wrong_writer_denominator,wrong_writer_edit_support,writer_error,writer_error_numerator,writer_error_denominator,writer_error_edit_support,equivalent_correct,equivalent_correct_numerator,equivalent_correct_denominator,equivalent_correct_edit_support,other_expert_correct,other_expert_correct_numerator,other_expert_correct_denominator,other_expert_correct_edit_support,selected_writer_error,selected_writer_error_numerator,selected_writer_error_denominator,selected_writer_error_edit_support,ended_with_eos,ended_with_eos_numerator,ended_with_eos_denominator,ended_with_eos_edit_support,cap_hit,cap_hit_numerator,cap_hit_denominator,cap_hit_edit_support,wrong_given_on_base_correct,wrong_given_on_base_correct_numerator,wrong_given_on_base_correct_denominator,wrong_given_on_base_correct_edit_support,wrong_given_on_strict_base,wrong_given_on_strict_base_numerator,wrong_given_on_strict_base_denominator,wrong_given_on_strict_base_edit_support,positive_wrong_rejection,positive_wrong_rejection_numerator,positive_wrong_rejection_denominator,positive_wrong_rejection_edit_support,positive_wrong_selection,positive_wrong_selection_numerator,positive_wrong_selection_denominator,positive_wrong_selection_edit_support,positive_owner_error,positive_owner_error_numerator,positive_owner_error_denominator,positive_owner_error_edit_support,correct_via_base_return,correct_via_base_return_numerator,correct_via_base_return_denominator,correct_via_base_return_edit_support,correct_via_owner_writer,correct_via_owner_writer_numerator,correct_via_owner_writer_denominator,correct_via_owner_writer_edit_support,correct_via_other_writer,correct_via_other_writer_numerator,correct_via_other_writer_denominator,correct_via_other_writer_edit_support,row_kind,candidate,control,control_mode,metric,delta,ci_low,ci_high,paired_inputs,paired_edits,image_cluster_ci_low,image_cluster_ci_high,leave_one_image_out_min,leave_one_image_out_max,bootstrap_seed,bootstrap_draws,edit,condition,step,panel,medical_scope,roi_subset,pairs,both_correct,native_only,H_only,both_wrong,pair_correct,unique_inputs,unique_images
CLOSEOUT_SLAKE_STAGE2_BANK16,A,0,,FORCED_ON,fit,U,STRICT_BASE,,,,,,22,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAIRED_EFFECT,C_FACT,C_NO_H,FORCED_ON,base_wrong_became_correct,0.03277777777777778,0.0,0.0688888888888889,85,15,-0.003030303030303032,0.11742424242424242,0.019444444444444445,0.049523809523809526,20260908,10000,,,,,,,,,,,,,,
CLOSEOUT_SLAKE_STAGE2_BANK16,A,0,,FORCED_ON,fit,U,STRICT_BASE,,,,,,43,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAIRED_EFFECT,C_FACT,C_NO_H,FORCED_ON,fpr,0.0,0.0,0.0,204,15,0.0,0.0,0.0,0.0,20260908,10000,,,,,,,,,,,,,,
CLOSEOUT_SLAKE_STAGE2_BANK16,A,0,,FORCED_ON,evaluation,U,STRICT_BASE,,,,,,41,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAIRED_EFFECT,C_FACT,C_NO_H,FORCED_ON,semantic,0.006349206349206349,-0.07094017094017094,0.09432387057387054,190,15,-0.053281068524970956,0.06417319976771191,-0.004412254412254411,0.022161172161172162,20260908,10000,,,,,,,,,,,,,,
CLOSEOUT_SLAKE_STAGE2_BANK16,A,0,,FORCED_ON,evaluation,U,STRICT_BASE,,,,,,31,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAIRED_EFFECT,C_FACT,C_NO_H,FORCED_ON,base_correct_damage,-0.015870610870610865,-0.13527970177970175,0.07672198172198172,123,15,-0.08091397849462366,0.06290322580645161,-0.027166907166907162,-0.005606060606060603,20260908,10000,,,,,,,,,,,,,,
CLOSEOUT_SLAKE_STAGE2_BANK16,A,0,,FORCED_ON,evaluation,U,STRICT_BASE,,,,,,22,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAIRED_EFFECT,C_FACT,C_NO_H,FORCED_ON,base_wrong_became_correct,0.010317460317460319,-0.08253968253968252,0.11031746031746034,67,15,-0.1515151515151515,0.14015151515151517,-0.023015873015873014,0.03492063492063492,20260908,10000,,,,,,,,,,,,,,
CLOSEOUT_SLAKE_STAGE2_BANK16,A,0,,FORCED_ON,evaluation,U,STRICT_BASE,,,,,,41,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAIRED_EFFECT,C_FACT,C_NO_H,FORCED_ON,fpr,0.0,0.0,0.0,190,15,0.0,0.0,0.0,0.0,20260908,10000,,,,,,,,,,,,,,
CLOSEOUT_SLAKE_STAGE2_BANK16,A,0,,FORCED_ON,challenge,same_answer_context_not_conflict,STRICT_BASE,,,,,,6,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAIRED_EFFECT,C_FACT,C_NO_H,FORCED_ON,semantic,-0.25,-0.42857142857142855,-0.10714285714285714,27,14,-0.4083333333333334,-0.06944444444444443,-0.3888888888888889,-0.17857142857142858,20260908,10000,,,,,,,,,,,,,,
CLOSEOUT_SLAKE_STAGE2_BANK16,A,0,,FORCED_ON,challenge,same_answer_context_not_conflict,STRICT_BASE,,,,,,6,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAIRED_EFFECT,C_FACT,C_NO_H,FORCED_ON,base_correct_damage,0.3,0.0,0.6,15,10,0.0,0.3,0.0,0.6,20260908,10000,,,,,,,,,,,,,,
CLOSEOUT_SLAKE_STAGE2_BANK16,A,0,,FORCED_ON,challenge,same_answer_context_not_conflict,STRICT_BASE,,,,,,4,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAIRED_EFFECT,C_FACT,C_NO_H,FORCED_ON,base_wrong_became_correct,-0.3125,-0.5625,-0.0625,12,8,-0.4375,-0.08333333333333333,-0.375,-0.25,20260908,10000,,,,,,,,,,,,,,
CLOSEOUT_SLAKE_STAGE2_BANK16,A,0,,FORCED_ON,challenge,same_answer_context_not_conflict,STRICT_BASE,,,,,,6,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAIRED_EFFECT,C_FACT,C_NO_H,FORCED_ON,fpr,0.0,0.0,0.0,27,14,0.0,0.0,0.0,0.0,20260908,10000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAIR_COUNTS,,,,,,,,,,,,,,,,101,C_NO_H,320,FIT_PairCorrect,BODY_REGION,False,3,0,3,0,0,0.0,4,4
,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAIR_COUNTS,,,,,,,,,,,,,,,,101,C_NO_H,320,EVAL_PairCorrect,BODY_REGION,False,2,0,2,0,0,0.0,3,3
,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAIR_COUNTS,,,,,,,,,,,,,,,,101,C_FACT,320,FIT_PairCorrect,BODY_REGION,False,3,3,0,0,0,1.0,4,4
,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAIR_COUNTS,,,,,,,,,,,,,,,,101,C_FACT,320,EVAL_PairCorrect,BODY_REGION,False,2,2,0,0,0,1.0,3,3
,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAIR_COUNTS,,,,,,,,,,,,,,,,102,C_NO_H,320,FIT_PairCorrect,ORGAN_VISIBILITY,True,1,0,1,0,0,0.0,2,2
,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAIR_COUNTS,,,,,,,,,,,,,,,,102,C_NO_H,320,EVAL_PairCorrect,ORGAN_VISIBILITY,True,1,0,1,0,0,0.0,2,2
,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAIR_COUNTS,,,,,,,,,,,,,,,,102,C_FACT,320,FIT_PairCorrect,ORGAN_VISIBILITY,True,1,1,0,0,0,1.0,2,2
,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAIR_COUNTS,,,,,,,,,,,,,,,,102,C_FACT,320,EVAL_PairCorrect,ORGAN_VISIBILITY,True,1,0,1,0,0,0.0,2,2
,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAIR_COUNTS,,,,,,,,,,,,,,,,103,C_NO_H,320,FIT_PairCorrect,ORGAN_VISIBILITY,False,1,0,1,0,0,0.0,2,2
,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAIR_COUNTS,,,,,,,,,,,,,,,,103,C_NO_H,320,EVAL_PairCorrect,ORGAN_VISIBILITY,False,1,0,1,0,0,0.0,2,2
,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAIR_COUNTS,,,,,,,,,,,,,,,,103,C_FACT,320,FIT_PairCorrect,ORGAN_VISIBILITY,False,1,1,0,0,0,1.0,2,2
,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAIR_COUNTS,,,,,,,,,,,,,,,,103,C_FACT,320,EVAL_PairCorrect,ORGAN_VISIBILITY,False,1,0,1,0,0,0.0,2,2
,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAIR_COUNTS,,,,,,,,,,,,,,,,104,C_NO_H,320,FIT_PairCorrect,BODY_REGION,False,2,0,2,0,0,0.0,3,3
,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAIR_COUNTS,,,,,,,,,,,,,,,,104,C_NO_H,320,EVAL_PairCorrect,BODY_REGION,False,2,0,2,0,0,0.0,3,3
,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAIR_COUNTS,,,,,,,,,,,,,,,,104,C_FACT,320,FIT_PairCorrect,BODY_REGION,False,2,2,0,0,0,1.0,3,3
,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAIR_COUNTS,,,,,,,,,,,,,,,,104,C_FACT,320,EVAL_PairCorrect,BODY_REGION,False,2,1,1,0,0,0.5,3,3
,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAIR_COUNTS,,,,,,,,,,,,,,,,105,C_NO_H,320,FIT_PairCorrect,BODY_REGION,False,1,0,1,0,0,0.0,2,2
,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAIR_COUNTS,,,,,,,,,,,,,,,,105,C_NO_H,320,EVAL_PairCorrect,BODY_REGION,False,2,0,2,0,0,0.0,3,3
,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAIR_COUNTS,,,,,,,,,,,,,,,,105,C_FACT,320,FIT_PairCorrect,BODY_REGION,False,1,1,0,0,0,1.0,2,2
,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAIR_COUNTS,,,,,,,,,,,,,,,,105,C_FACT,320,EVAL_PairCorrect,BODY_REGION,False,2,2,0,0,0,1.0,3,3
,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAIR_COUNTS,,,,,,,,,,,,,,,,106,C_NO_H,320,FIT_PairCorrect,BODY_REGION,False,3,0,3,0,0,0.0,4,4
,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAIR_COUNTS,,,,,,,,,,,,,,,,106,C_NO_H,320,EVAL_PairCorrect,BODY_REGION,False,2,0,2,0,0,0.0,3,3
,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAIR_COUNTS,,,,,,,,,,,,,,,,106,C_FACT,320,FIT_PairCorrect,BODY_REGION,False,3,3,0,0,0,1.0,4,4
,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAIR_COUNTS,,,,,,,,,,,,,,,,106,C_FACT,320,EVAL_PairCorrect,BODY_REGION,False,2,1,1,0,0,0.5,3,3
,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAIR_COUNTS,,,,,,,,,,,,,,,,107,C_NO_H,320,FIT_PairCorrect,ORGAN_VISIBILITY,True,1,0,1,0,0,0.0,2,2
,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAIR_COUNTS,,,,,,,,,,,,,,,,107,C_NO_H,320,EVAL_PairCorrect,ORGAN_VISIBILITY,True,1,0,1,0,0,0.0,2,2
,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAIR_COUNTS,,,,,,,,,,,,,,,,107,C_FACT,320,FIT_PairCorrect,ORGAN_VISIBILITY,True,1,1,0,0,0,1.0,2,2
,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAIR_COUNTS,,,,,,,,,,,,,,,,107,C_FACT,320,EVAL_PairCorrect,ORGAN_VISIBILITY,True,1,1,0,0,0,1.0,2,2
,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAIR_COUNTS,,,,,,,,,,,,,,,,108,C_NO_H,320,FIT_PairCorrect,BODY_REGION,False,3,0,3,0,0,0.0,4,4
,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAIR_COUNTS,,,,,,,,,,,,,,,,108,C_NO_H,320,EVAL_PairCorrect,BODY_REGION,False,2,0,2,0,0,0.0,3,3
,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAIR_COUNTS,,,,,,,,,,,,,,,,108,C_FACT,320,FIT_PairCorrect,BODY_REGION,False,3,3,0,0,0,1.0,4,4
,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAIR_COUNTS,,,,,,,,,,,,,,,,108,C_FACT,320,EVAL_PairCorrect,BODY_REGION,False,2,1,1,0,0,0.5,3,3
,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAIR_COUNTS,,,,,,,,,,,,,,,,109,C_NO_H,320,FIT_PairCorrect,ORGAN_VISIBILITY,True,2,0,2,0,0,0.0,3,3
,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAIR_COUNTS,,,,,,,,,,,,,,,,109,C_NO_H,320,EVAL_PairCorrect,ORGAN_VISIBILITY,True,1,0,1,0,0,0.0,2,2
,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAIR_COUNTS,,,,,,,,,,,,,,,,109,C_FACT,320,FIT_PairCorrect,ORGAN_VISIBILITY,True,2,2,0,0,0,1.0,3,3
,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAIR_COUNTS,,,,,,,,,,,,,,,,109,C_FACT,320,EVAL_PairCorrect,ORGAN_VISIBILITY,True,1,1,0,0,0,1.0,2,2
,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAIR_COUNTS,,,,,,,,,,,,,,,,110,C_NO_H,320,FIT_PairCorrect,ORGAN_VISIBILITY,True,1,0,1,0,0,0.0,2,2
,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAIR_COUNTS,,,,,,,,,,,,,,,,110,C_NO_H,320,EVAL_PairCorrect,ORGAN_VISIBILITY,True,1,0,1,0,0,0.0,2,2
,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAIR_COUNTS,,,,,,,,,,,,,,,,110,C_FACT,320,FIT_PairCorrect,ORGAN_VISIBILITY,True,1,1,0,0,0,1.0,2,2
,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAIR_COUNTS,,,,,,,,,,,,,,,,110,C_FACT,320,EVAL_PairCorrect,ORGAN_VISIBILITY,True,1,0,1,0,0,0.0,2,2
,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAIR_COUNTS,,,,,,,,,,,,,,,,111,C_NO_H,320,FIT_PairCorrect,ORGAN_VISIBILITY,False,1,0,1,0,0,0.0,2,2
