cohort,track,prefix,method,mode,role,stratum,strict_role,diagnostic_step,is_diagnostic,average,inputs,edits,source_images,patients,semantic,semantic_numerator,semantic_denominator,semantic_edit_support,v4_primary,v4_primary_numerator,v4_primary_denominator,v4_primary_edit_support,original_reference_correct,original_reference_correct_numerator,original_reference_correct_denominator,original_reference_correct_edit_support,base_correct,base_correct_numerator,base_correct_denominator,base_correct_edit_support,base_correct_damage,base_correct_damage_numerator,base_correct_damage_denominator,base_correct_damage_edit_support,base_correct_preserved,base_correct_preserved_numerator,base_correct_preserved_denominator,base_correct_preserved_edit_support,base_wrong_became_correct,base_wrong_became_correct_numerator,base_wrong_became_correct_denominator,base_wrong_became_correct_edit_support,base_wrong_changed,base_wrong_changed_numerator,base_wrong_changed_denominator,base_wrong_changed_edit_support,on,on_numerator,on_denominator,on_edit_support,joint_on_correct,joint_on_correct_numerator,joint_on_correct_denominator,joint_on_correct_edit_support,fpr,fpr_numerator,fpr_denominator,fpr_edit_support,misfire_damage,misfire_damage_numerator,misfire_damage_denominator,misfire_damage_edit_support,token_parity,token_parity_numerator,token_parity_denominator,token_parity_edit_support,kl,kl_numerator,kl_denominator,kl_edit_support,own_forced_correct,own_forced_correct_numerator,own_forced_correct_denominator,own_forced_correct_edit_support,rejection,rejection_numerator,rejection_denominator,rejection_edit_support,wrong_writer,wrong_writer_numerator,wrong_writer_denominator,wrong_writer_edit_support,writer_error,writer_error_numerator,writer_error_denominator,writer_error_edit_support,equivalent_correct,equivalent_correct_numerator,equivalent_correct_denominator,equivalent_correct_edit_support,other_expert_correct,other_expert_correct_numerator,other_expert_correct_denominator,other_expert_correct_edit_support,selected_writer_error,selected_writer_error_numerator,selected_writer_error_denominator,selected_writer_error_edit_support,ended_with_eos,ended_with_eos_numerator,ended_with_eos_denominator,ended_with_eos_edit_support,cap_hit,cap_hit_numerator,cap_hit_denominator,cap_hit_edit_support,wrong_given_on_base_correct,wrong_given_on_base_correct_numerator,wrong_given_on_base_correct_denominator,wrong_given_on_base_correct_edit_support,wrong_given_on_strict_base,wrong_given_on_strict_base_numerator,wrong_given_on_strict_base_denominator,wrong_given_on_strict_base_edit_support,positive_wrong_rejection,positive_wrong_rejection_numerator,positive_wrong_rejection_denominator,positive_wrong_rejection_edit_support,positive_wrong_selection,positive_wrong_selection_numerator,positive_wrong_selection_denominator,positive_wrong_selection_edit_support,positive_owner_error,positive_owner_error_numerator,positive_owner_error_denominator,positive_owner_error_edit_support,correct_via_base_return,correct_via_base_return_numerator,correct_via_base_return_denominator,correct_via_base_return_edit_support,correct_via_owner_writer,correct_via_owner_writer_numerator,correct_via_owner_writer_denominator,correct_via_owner_writer_edit_support,correct_via_other_writer,correct_via_other_writer_numerator,correct_via_other_writer_denominator,correct_via_other_writer_edit_support,row_kind,candidate,control,control_mode,metric,delta,ci_low,ci_high,paired_inputs,paired_edits,image_cluster_ci_low,image_cluster_ci_high,leave_one_image_out_min,leave_one_image_out_max,bootstrap_seed,bootstrap_draws,edit,condition,step,panel,medical_scope,roi_subset,pairs,both_correct,native_only,H_only,both_wrong,pair_correct,unique_inputs,unique_images
CLOSEOUT_SLAKE_STAGE2_BANK16,A,0,C_NO_H,FORCED_ON,evaluation,H,STRICT_BASE,320,False,macro,19,14,7,UNKNOWN,0.0,0.0,19,14,,,0,0,0.0,0.0,19,14,0.8214285714285714,15.0,19,14,1.0,15.0,15,13,0.0,0.0,15,13,0.0,0.0,4,4,1.0,4.0,4,4,1.0,19.0,19,14,0.0,0.0,19,14,1.0,19.0,19,14,1.0,15.0,15,13,0.0,0.0,19,14,,,0,0,0.0,0.0,19,14,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,1.0,19.0,19,14,,,0,0,1.0,15.0,15,13,1.0,19.0,19,14,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,METRIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLOSEOUT_SLAKE_STAGE2_BANK16,A,0,C_NO_H,FORCED_ON,evaluation,H,STRICT_BASE,320,False,micro,19,14,7,UNKNOWN,0.0,0.0,19,14,,,0,0,0.0,0.0,19,14,0.7894736842105263,15.0,19,14,1.0,15.0,15,13,0.0,0.0,15,13,0.0,0.0,4,4,1.0,4.0,4,4,1.0,19.0,19,14,0.0,0.0,19,14,1.0,19.0,19,14,1.0,15.0,15,13,0.0,0.0,19,14,,,0,0,0.0,0.0,19,14,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,1.0,19.0,19,14,,,0,0,1.0,15.0,15,13,1.0,19.0,19,14,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,METRIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLOSEOUT_SLAKE_STAGE2_BANK16,A,0,C_NO_H,FORCED_ON,evaluation,U,STRICT_BASE,320,False,macro,190,15,41,UNKNOWN,0.5158730158730158,98.0,190,15,,,0,0,0.5158730158730158,98.0,190,15,0.645909645909646,123.0,190,15,0.2735762385762386,35.0,123,15,0.7264237614237614,88.0,123,15,0.11888888888888889,10.0,67,15,0.6925396825396826,46.0,67,15,1.0,190.0,190,15,0.5158730158730158,98.0,190,15,1.0,190.0,190,15,0.2735762385762386,35.0,123,15,0.41862026862026863,79.0,190,15,,,0,0,0.5158730158730158,98.0,190,15,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,1.0,190.0,190,15,,,0,0,0.2735762385762386,35.0,123,15,0.48412698412698413,92.0,190,15,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,METRIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLOSEOUT_SLAKE_STAGE2_BANK16,A,0,C_NO_H,FORCED_ON,evaluation,U,STRICT_BASE,320,False,micro,190,15,41,UNKNOWN,0.5157894736842106,98.0,190,15,,,0,0,0.5157894736842106,98.0,190,15,0.6473684210526316,123.0,190,15,0.2845528455284553,35.0,123,15,0.7154471544715447,88.0,123,15,0.14925373134328357,10.0,67,15,0.6865671641791045,46.0,67,15,1.0,190.0,190,15,0.5157894736842106,98.0,190,15,1.0,190.0,190,15,0.2845528455284553,35.0,123,15,0.41578947368421054,79.0,190,15,,,0,0,0.5157894736842106,98.0,190,15,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,1.0,190.0,190,15,,,0,0,0.2845528455284553,35.0,123,15,0.4842105263157895,92.0,190,15,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,METRIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLOSEOUT_SLAKE_STAGE2_BANK16,A,0,C_NO_H,FORCED_ON,evaluation,cross_family_confirmation,EDIT_TARGET,320,False,macro,30,15,15,UNKNOWN,1.0,30.0,30,15,,,0,0,1.0,30.0,30,15,0.5333333333333333,16.0,30,15,,,0,0,,,0,0,1.0,14.0,14,9,1.0,14.0,14,9,1.0,30.0,30,15,1.0,30.0,30,15,,,0,0,,,0,0,0.0,0.0,30,15,,,0,0,1.0,30.0,30,15,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,1.0,30.0,30,15,,,0,0,,,0,0,,,0,0,0.0,0.0,30,15,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,METRIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLOSEOUT_SLAKE_STAGE2_BANK16,A,0,C_NO_H,FORCED_ON,evaluation,cross_family_confirmation,EDIT_TARGET,320,False,micro,30,15,15,UNKNOWN,1.0,30.0,30,15,,,0,0,1.0,30.0,30,15,0.5333333333333333,16.0,30,15,,,0,0,,,0,0,1.0,14.0,14,9,1.0,14.0,14,9,1.0,30.0,30,15,1.0,30.0,30,15,,,0,0,,,0,0,0.0,0.0,30,15,,,0,0,1.0,30.0,30,15,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,1.0,30.0,30,15,,,0,0,,,0,0,,,0,0,0.0,0.0,30,15,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,METRIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLOSEOUT_SLAKE_STAGE2_BANK16,A,0,C_NO_H,FORCED_ON,evaluation,source_style_confirmation,EDIT_TARGET,320,False,macro,30,15,15,UNKNOWN,1.0,30.0,30,15,,,0,0,1.0,30.0,30,15,0.6333333333333333,19.0,30,15,,,0,0,,,0,0,1.0,11.0,11,6,1.0,11.0,11,6,1.0,30.0,30,15,1.0,30.0,30,15,,,0,0,,,0,0,0.0,0.0,30,15,,,0,0,1.0,30.0,30,15,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,1.0,30.0,30,15,,,0,0,,,0,0,,,0,0,0.0,0.0,30,15,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,METRIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLOSEOUT_SLAKE_STAGE2_BANK16,A,0,C_NO_H,FORCED_ON,evaluation,source_style_confirmation,EDIT_TARGET,320,False,micro,30,15,15,UNKNOWN,1.0,30.0,30,15,,,0,0,1.0,30.0,30,15,0.6333333333333333,19.0,30,15,,,0,0,,,0,0,1.0,11.0,11,6,1.0,11.0,11,6,1.0,30.0,30,15,1.0,30.0,30,15,,,0,0,,,0,0,0.0,0.0,30,15,,,0,0,1.0,30.0,30,15,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,1.0,30.0,30,15,,,0,0,,,0,0,,,0,0,0.0,0.0,30,15,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,METRIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLOSEOUT_SLAKE_STAGE2_BANK16,A,0,C_NO_H,FORCED_ON,fit,H,STRICT_BASE,320,False,macro,27,15,9,UNKNOWN,0.0,0.0,27,15,,,0,0,0.0,0.0,27,15,0.9777777777777777,26.0,27,15,1.0,26.0,26,15,0.0,0.0,26,15,0.0,0.0,1,1,1.0,1.0,1,1,1.0,27.0,27,15,0.0,0.0,27,15,1.0,27.0,27,15,1.0,26.0,26,15,0.0,0.0,27,15,,,0,0,0.0,0.0,27,15,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,1.0,27.0,27,15,,,0,0,1.0,26.0,26,15,1.0,27.0,27,15,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,METRIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLOSEOUT_SLAKE_STAGE2_BANK16,A,0,C_NO_H,FORCED_ON,fit,H,STRICT_BASE,320,False,micro,27,15,9,UNKNOWN,0.0,0.0,27,15,,,0,0,0.0,0.0,27,15,0.9629629629629629,26.0,27,15,1.0,26.0,26,15,0.0,0.0,26,15,0.0,0.0,1,1,1.0,1.0,1,1,1.0,27.0,27,15,0.0,0.0,27,15,1.0,27.0,27,15,1.0,26.0,26,15,0.0,0.0,27,15,,,0,0,0.0,0.0,27,15,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,1.0,27.0,27,15,,,0,0,1.0,26.0,26,15,1.0,27.0,27,15,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,METRIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLOSEOUT_SLAKE_STAGE2_BANK16,A,0,C_NO_H,FORCED_ON,fit,U,STRICT_BASE,320,False,macro,204,15,43,UNKNOWN,0.4868131868131868,99.0,204,15,,,0,0,0.4868131868131868,99.0,204,15,0.5835164835164836,119.0,204,15,0.2023015873015873,24.0,119,15,0.7976984126984127,95.0,119,15,0.04285714285714286,4.0,85,15,0.4628835978835979,38.0,85,15,1.0,204.0,204,15,0.4868131868131868,99.0,204,15,1.0,204.0,204,15,0.2023015873015873,24.0,119,15,0.5835164835164836,119.0,204,15,,,0,0,0.4868131868131868,99.0,204,15,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,1.0,204.0,204,15,,,0,0,0.2023015873015873,24.0,119,15,0.5131868131868131,105.0,204,15,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,METRIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLOSEOUT_SLAKE_STAGE2_BANK16,A,0,C_NO_H,FORCED_ON,fit,U,STRICT_BASE,320,False,micro,204,15,43,UNKNOWN,0.4852941176470588,99.0,204,15,,,0,0,0.4852941176470588,99.0,204,15,0.5833333333333334,119.0,204,15,0.20168067226890757,24.0,119,15,0.7983193277310925,95.0,119,15,0.047058823529411764,4.0,85,15,0.4470588235294118,38.0,85,15,1.0,204.0,204,15,0.4852941176470588,99.0,204,15,1.0,204.0,204,15,0.20168067226890757,24.0,119,15,0.5833333333333334,119.0,204,15,,,0,0,0.4852941176470588,99.0,204,15,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,1.0,204.0,204,15,,,0,0,0.20168067226890757,24.0,119,15,0.5147058823529411,105.0,204,15,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,METRIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLOSEOUT_SLAKE_STAGE2_BANK16,A,0,C_NO_H,FORCED_ON,fit,cross_family_confirmation,EDIT_TARGET,320,False,macro,60,15,15,UNKNOWN,1.0,60.0,60,15,,,0,0,1.0,60.0,60,15,0.3,18.0,60,15,,,0,0,,,0,0,1.0,42.0,42,15,1.0,42.0,42,15,1.0,60.0,60,15,1.0,60.0,60,15,,,0,0,,,0,0,0.0,0.0,60,15,,,0,0,1.0,60.0,60,15,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,1.0,60.0,60,15,,,0,0,,,0,0,,,0,0,0.0,0.0,60,15,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,METRIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLOSEOUT_SLAKE_STAGE2_BANK16,A,0,C_NO_H,FORCED_ON,fit,cross_family_confirmation,EDIT_TARGET,320,False,micro,60,15,15,UNKNOWN,1.0,60.0,60,15,,,0,0,1.0,60.0,60,15,0.3,18.0,60,15,,,0,0,,,0,0,1.0,42.0,42,15,1.0,42.0,42,15,1.0,60.0,60,15,1.0,60.0,60,15,,,0,0,,,0,0,0.0,0.0,60,15,,,0,0,1.0,60.0,60,15,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,1.0,60.0,60,15,,,0,0,,,0,0,,,0,0,0.0,0.0,60,15,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,METRIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLOSEOUT_SLAKE_STAGE2_BANK16,A,0,C_NO_H,FORCED_ON,native,T0,EDIT_TARGET,320,False,macro,15,15,15,UNKNOWN,1.0,15.0,15,15,1.0,15.0,15,15,1.0,15.0,15,15,0.0,0.0,15,15,,,0,0,,,0,0,1.0,15.0,15,15,1.0,15.0,15,15,1.0,15.0,15,15,1.0,15.0,15,15,,,0,0,,,0,0,0.0,0.0,15,15,,,0,0,1.0,15.0,15,15,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,1.0,15.0,15,15,,,0,0,,,0,0,,,0,0,0.0,0.0,15,15,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,METRIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLOSEOUT_SLAKE_STAGE2_BANK16,A,0,C_NO_H,FORCED_ON,native,T0,EDIT_TARGET,320,False,micro,15,15,15,UNKNOWN,1.0,15.0,15,15,1.0,15.0,15,15,1.0,15.0,15,15,0.0,0.0,15,15,,,0,0,,,0,0,1.0,15.0,15,15,1.0,15.0,15,15,1.0,15.0,15,15,1.0,15.0,15,15,,,0,0,,,0,0,0.0,0.0,15,15,,,0,0,1.0,15.0,15,15,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,1.0,15.0,15,15,,,0,0,,,0,0,,,0,0,0.0,0.0,15,15,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,METRIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLOSEOUT_SLAKE_STAGE2_BANK16,A,0,,FORCED_ON,native,T0,EDIT_TARGET,,,,,,15,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAIRED_EFFECT,C_FACT,C_NO_H,FORCED_ON,semantic,0.0,0.0,0.0,15,15,0.0,0.0,0.0,0.0,20260908,10000,,,,,,,,,,,,,,
CLOSEOUT_SLAKE_STAGE2_BANK16,A,0,,FORCED_ON,native,T0,EDIT_TARGET,,,,,,15,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAIRED_EFFECT,C_FACT,C_NO_H,FORCED_ON,v4_primary,0.0,0.0,0.0,15,15,0.0,0.0,0.0,0.0,20260908,10000,,,,,,,,,,,,,,
CLOSEOUT_SLAKE_STAGE2_BANK16,A,0,,FORCED_ON,native,T0,EDIT_TARGET,,,,,,15,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAIRED_EFFECT,C_FACT,C_NO_H,FORCED_ON,base_wrong_became_correct,0.0,0.0,0.0,15,15,0.0,0.0,0.0,0.0,20260908,10000,,,,,,,,,,,,,,
CLOSEOUT_SLAKE_STAGE2_BANK16,A,0,,FORCED_ON,fit,cross_family_confirmation,EDIT_TARGET,,,,,,15,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAIRED_EFFECT,C_FACT,C_NO_H,FORCED_ON,semantic,0.0,0.0,0.0,60,15,0.0,0.0,0.0,0.0,20260908,10000,,,,,,,,,,,,,,
CLOSEOUT_SLAKE_STAGE2_BANK16,A,0,,FORCED_ON,fit,cross_family_confirmation,EDIT_TARGET,,,,,,15,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAIRED_EFFECT,C_FACT,C_NO_H,FORCED_ON,base_wrong_became_correct,0.0,0.0,0.0,42,15,0.0,0.0,0.0,0.0,20260908,10000,,,,,,,,,,,,,,
CLOSEOUT_SLAKE_STAGE2_BANK16,A,0,,FORCED_ON,evaluation,source_style_confirmation,EDIT_TARGET,,,,,,15,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAIRED_EFFECT,C_FACT,C_NO_H,FORCED_ON,semantic,0.0,0.0,0.0,30,15,0.0,0.0,0.0,0.0,20260908,10000,,,,,,,,,,,,,,
CLOSEOUT_SLAKE_STAGE2_BANK16,A,0,,FORCED_ON,evaluation,source_style_confirmation,EDIT_TARGET,,,,,,6,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAIRED_EFFECT,C_FACT,C_NO_H,FORCED_ON,base_wrong_became_correct,0.0,0.0,0.0,11,6,0.0,0.0,0.0,0.0,20260908,10000,,,,,,,,,,,,,,
CLOSEOUT_SLAKE_STAGE2_BANK16,A,0,,FORCED_ON,evaluation,cross_family_confirmation,EDIT_TARGET,,,,,,15,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAIRED_EFFECT,C_FACT,C_NO_H,FORCED_ON,semantic,0.0,0.0,0.0,30,15,0.0,0.0,0.0,0.0,20260908,10000,,,,,,,,,,,,,,
CLOSEOUT_SLAKE_STAGE2_BANK16,A,0,,FORCED_ON,evaluation,cross_family_confirmation,EDIT_TARGET,,,,,,9,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAIRED_EFFECT,C_FACT,C_NO_H,FORCED_ON,base_wrong_became_correct,0.0,0.0,0.0,14,9,0.0,0.0,0.0,0.0,20260908,10000,,,,,,,,,,,,,,
CLOSEOUT_SLAKE_STAGE2_BANK16,A,0,,FORCED_ON,fit,H,STRICT_BASE,,,,,,9,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAIRED_EFFECT,C_FACT,C_NO_H,FORCED_ON,semantic,0.9555555555555556,0.8888888888888888,1.0,27,15,0.6388888888888888,1.0,0.9230769230769231,0.9777777777777777,20260908,10000,,,,,,,,,,,,,,
CLOSEOUT_SLAKE_STAGE2_BANK16,A,0,,FORCED_ON,fit,H,STRICT_BASE,,,,,,8,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAIRED_EFFECT,C_FACT,C_NO_H,FORCED_ON,base_correct_damage,-0.9777777777777777,-1.0,-0.9333333333333332,26,15,-1.0,-0.90625,-1.0,-0.9615384615384616,20260908,10000,,,,,,,,,,,,,,
CLOSEOUT_SLAKE_STAGE2_BANK16,A,0,,FORCED_ON,fit,H,STRICT_BASE,,,,,,1,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAIRED_EFFECT,C_FACT,C_NO_H,FORCED_ON,base_wrong_became_correct,0.0,,,1,1,,,,,20260908,10000,,,,,,,,,,,,,,
CLOSEOUT_SLAKE_STAGE2_BANK16,A,0,,FORCED_ON,fit,H,STRICT_BASE,,,,,,9,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAIRED_EFFECT,C_FACT,C_NO_H,FORCED_ON,fpr,0.0,0.0,0.0,27,15,0.0,0.0,0.0,0.0,20260908,10000,,,,,,,,,,,,,,
CLOSEOUT_SLAKE_STAGE2_BANK16,A,0,,FORCED_ON,evaluation,H,STRICT_BASE,,,,,,7,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAIRED_EFFECT,C_FACT,C_NO_H,FORCED_ON,semantic,0.5357142857142857,0.32142857142857145,0.75,19,14,0.38095238095238093,0.9047619047619048,0.4583333333333333,0.6923076923076923,20260908,10000,,,,,,,,,,,,,,
CLOSEOUT_SLAKE_STAGE2_BANK16,A,0,,FORCED_ON,evaluation,H,STRICT_BASE,,,,,,6,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAIRED_EFFECT,C_FACT,C_NO_H,FORCED_ON,base_correct_damage,-0.6923076923076923,-0.9230769230769231,-0.46153846153846156,15,13,-0.9444444444444445,-0.5833333333333334,-0.7777777777777778,-0.6363636363636364,20260908,10000,,,,,,,,,,,,,,
CLOSEOUT_SLAKE_STAGE2_BANK16,A,0,,FORCED_ON,evaluation,H,STRICT_BASE,,,,,,1,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAIRED_EFFECT,C_FACT,C_NO_H,FORCED_ON,base_wrong_became_correct,0.0,0.0,0.0,4,4,,,,,20260908,10000,,,,,,,,,,,,,,
CLOSEOUT_SLAKE_STAGE2_BANK16,A,0,,FORCED_ON,evaluation,H,STRICT_BASE,,,,,,7,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAIRED_EFFECT,C_FACT,C_NO_H,FORCED_ON,fpr,0.0,0.0,0.0,19,14,0.0,0.0,0.0,0.0,20260908,10000,,,,,,,,,,,,,,
CLOSEOUT_SLAKE_STAGE2_BANK16,A,0,,FORCED_ON,fit,U,STRICT_BASE,,,,,,43,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAIRED_EFFECT,C_FACT,C_NO_H,FORCED_ON,semantic,0.010622710622710623,-0.043956043956043946,0.06336996336996337,204,15,-0.021926910299003323,0.0665019379844961,0.002686202686202688,0.01984126984126984,20260908,10000,,,,,,,,,,,,,,
CLOSEOUT_SLAKE_STAGE2_BANK16,A,0,,FORCED_ON,fit,U,STRICT_BASE,,,,,,33,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAIRED_EFFECT,C_FACT,C_NO_H,FORCED_ON,base_correct_damage,-0.0034656084656084674,-0.09732804232804233,0.08799338624338618,119,15,-0.06204906204906204,0.044083694083694086,-0.01936507936507937,0.010002405002405,20260908,10000,,,,,,,,,,,,,,
