edit,condition,H_ce,U_kl,elapsed_seconds,evidence_ce,evidence_d,evidence_tokens,forward_tokens,grad_norm,pair_loss,pos_ce,sigma,step
102,E1,3.7514092922210693,0.20204931497573853,3.1849167346954346,3.632641077041626,0.019356727600097656,6,39,9.05762004852295,0.0,0.00012597448221640661,1,1
102,E1,3.6320323944091797,0.3857392370700836,5.128625869750977,3.279538869857788,0.38147926330566406,6,80,9.008028030395508,0.0,0.00014146946341497824,1,2
102,E1,3.5229854583740234,0.005925606470555067,6.178072452545166,3.4201548099517822,0.0033249855041503906,6,116,8.989781379699707,0.0,0.00018406765593681484,1,3
102,E1,3.4114112854003906,0.0018426888855174184,7.222317457199097,3.1737539768218994,0.20955514907836914,6,159,8.914920806884766,0.0,0.00013475488958647475,1,4
102,E1,3.2997987270355225,0.0018112981924787164,8.021198511123657,3.1813459396362305,0.027019023895263672,6,202,8.84044361114502,0.0,0.00013952067820355296,1,5
102,E1,3.1883385181427,0.36849838495254517,8.75090503692627,2.85188364982605,0.3578152656555176,6,243,8.711140632629395,0.0,0.00018782525148708373,1,6
102,E1,3.0821220874786377,0.13853028416633606,9.7702317237854,2.984757661819458,-0.0009517669677734375,6,282,8.626692771911621,0.0,0.0003576103408704512,1,7
102,E1,2.975796937942505,0.005277253221720457,11.053245067596436,2.751559257507324,0.1898026466369629,6,318,8.458720207214355,0.0,0.00018663455557543784,1,8
102,E1,2.8696529865264893,0.0017642028396949172,12.32502555847168,2.756770133972168,0.026667118072509766,6,361,8.334465026855469,0.0,0.00022819546575192362,1,9
102,E1,2.7660772800445557,0.00509503111243248,13.635158061981201,2.4460561275482178,0.34557509422302246,6,397,8.145049095153809,0.0,0.00036144446494290605,1,10
102,E1,2.6680119037628174,0.3480563163757324,14.920214176177979,2.5709948539733887,0.0030035972595214844,6,438,8.000344276428223,0.0,0.0009017538832267746,1,11
102,E1,2.567143440246582,0.09517031162977219,16.18725562095642,2.3590281009674072,0.18164443969726562,6,477,7.793257236480713,0.0,0.0003718022344401106,1,12
102,E1,2.4741342067718506,0.004779509734362364,17.5039279460907,2.369337797164917,0.02664494514465332,6,513,7.615231037139893,0.0,0.0005154404934728518,1,13
102,E1,2.38118577003479,0.0807337611913681,18.80244541168213,2.0774099826812744,0.3174629211425781,6,552,7.391146183013916,0.0,0.0008455018687527627,1,14
102,E1,2.2881951332092285,0.3352968394756317,20.104511260986328,2.1968979835510254,0.006695985794067383,6,593,7.1871113777160645,0.0,0.0023994080256670713,1,15
102,E1,2.2004730701446533,0.0015762909315526485,21.38699746131897,2.000896692276001,0.17707085609436035,6,636,6.958823204040527,0.0,0.0008953597280196846,1,16
102,E1,2.1128249168395996,0.3297066390514374,22.666739225387573,2.0136518478393555,0.026647567749023438,6,677,6.767641067504883,0.0,0.0013029464171268046,1,17
102,E1,2.030339241027832,0.001545456936582923,23.972848653793335,1.7465227842330933,0.30768251419067383,6,720,6.5121541023254395,0.0,0.002058433019556105,1,18
102,E1,1.9502869844436646,0.05098266154527664,25.250335454940796,1.8621784448623657,0.018581390380859375,6,759,6.27569580078125,0.0,0.005966930708382279,1,19
102,E1,1.8731716871261597,0.004142987076193094,26.53539204597473,1.6851472854614258,0.16048812866210938,6,795,6.074315071105957,0.0,0.0022050526458770037,1,20
102,E1,1.7961746454238892,0.0014706061920151114,27.849576473236084,1.7002897262573242,0.02619194984436035,6,838,5.868762493133545,0.0,0.0032040488440543413,1,21
102,E1,1.7216273546218872,0.004014092031866312,29.138747453689575,1.4446849822998047,0.3016633987426758,6,874,5.619450569152832,0.0,0.004700671648606658,1,22
102,E1,1.6496644020080566,0.035169217735528946,30.444618463516235,1.564164638519287,0.026324033737182617,6,913,5.323544979095459,0.0,0.013809136115014553,1,23
102,E1,1.5775903463363647,0.31738463044166565,31.721755027770996,1.4067583084106445,0.1588447093963623,6,954,5.197365760803223,0.0,0.005078636109828949,1,24
102,E1,1.5162545442581177,0.3164243698120117,33.006723165512085,1.4290050268173218,0.025837421417236328,6,995,4.9926958084106445,0.0,0.007201333297416568,1,25
102,E1,1.4497041702270508,0.0036948001943528652,34.313464641571045,1.1914809942245483,0.2897684574127197,6,1031,4.74857759475708,0.0,0.0096930842846632,1,26
102,E1,1.3880586624145508,0.02391595020890236,35.607402324676514,1.306540846824646,0.02187645435333252,6,1070,4.382595539093018,0.0,0.028376799076795578,1,27
102,E1,1.327086329460144,0.001385738025419414,36.8727707862854,1.161237359046936,0.15639734268188477,6,1113,4.3401103019714355,0.0,0.010859713889658451,1,28
102,E1,1.2714998722076416,0.0035727096255868673,38.18540334701538,1.1857964992523193,0.028494834899902344,6,1149,4.133708953857422,0.0,0.014956447761505842,1,29
102,E1,1.213120698928833,0.0013476429739966989,39.47952175140381,0.9676712155342102,0.28033292293548584,6,1192,3.911072254180908,0.0,0.018418603111058474,1,30
102,E1,1.1578946113586426,0.3160819709300995,40.79330039024353,1.079837441444397,0.029280424118041992,6,1233,3.4662203788757324,0.0,0.05270111653953791,1,31
102,E1,1.1025651693344116,0.015588442794978619,42.071953535079956,0.9486004710197449,0.14401662349700928,6,1272,3.5080854892730713,0.0,0.021033059805631638,1,32
102,E1,1.0578213930130005,0.003377156564965844,43.36044764518738,0.9766430258750916,0.03530991077423096,6,1308,3.3107330799102783,0.0,0.02774734888225794,1,33
102,E1,1.0036637783050537,0.3184982240200043,44.6739182472229,0.7763826251029968,0.26971864700317383,6,1349,3.1092514991760254,0.0,0.0321557866409421,1,34
102,E1,0.9593656659126282,0.0013089606072753668,45.970624685287476,0.8886058926582336,0.028017163276672363,6,1392,2.6239895820617676,0.0,0.08584413211792707,1,35
102,E1,0.9159741401672363,0.01208198070526123,47.28486728668213,0.7719523906707764,0.13821494579315186,6,1431,2.7220234870910645,0.0,0.037360046058893204,1,36
102,E1,0.8680510520935059,0.3226040303707123,48.55967092514038,0.8036043643951416,0.033637166023254395,6,1472,2.527115821838379,0.0,0.04749451205134392,1,37
102,E1,0.8345538973808289,0.0013365834020078182,49.84524750709534,0.6188239455223083,0.24780118465423584,6,1515,2.370197057723999,0.0,0.0519355945289135,1,38
102,E1,0.792452871799469,0.003211165778338909,51.11657738685608,0.7246837019920349,0.026506423950195312,6,1551,1.8810971975326538,0.0,0.13095463812351227,1,39
102,E1,0.7555546760559082,0.010541784577071667,52.43223762512207,0.6278283596038818,0.12404954433441162,6,1590,2.0158002376556396,0.0,0.06025055795907974,1,40
102,E1,0.7147495746612549,0.001326751778833568,53.72875928878784,0.6581075191497803,0.02485978603363037,6,1633,1.8436477184295654,0.0,0.07479173690080643,1,41
102,E1,0.6834397912025452,0.003163460409268737,55.042776107788086,0.4906053841114044,0.22354936599731445,6,1669,1.724989414215088,0.0,0.07862752676010132,1,42
102,E1,0.6483607888221741,0.010538289323449135,56.342824935913086,0.5887623429298401,0.03103959560394287,6,1708,1.282689094543457,0.0,0.18255702778697014,1,43
102,E1,0.6182172894477844,0.3376453220844269,57.651496171951294,0.5037522315979004,0.11394941806793213,6,1749,1.4134578704833984,0.0,0.09219326078891754,1,44
102,E1,0.5844727158546448,0.0013431045226752758,58.929441928863525,0.531679630279541,0.022733569145202637,6,1792,1.2745143175125122,0.0,0.11121412739157677,1,45
102,E1,0.5555538535118103,0.011748014017939568,60.21606636047363,0.3841438591480255,0.20770388841629028,6,1831,1.203016757965088,0.0,0.11179826408624649,1,46
102,E1,0.5275049209594727,0.3460693359375,61.267478942871094,0.47665420174598694,0.02760481834411621,6,1872,0.8174782395362854,0.0,0.24421348050236702,1,47
102,E1,0.5037946105003357,0.0030830486211925745,62.02842879295349,0.4032862186431885,0.10303044319152832,6,1908,0.9402430653572083,0.0,0.13155288994312286,1,48
102,E1,0.47704359889030457,0.0031105007510632277,62.818931341171265,0.4288654029369354,0.02536189556121826,6,1944,0.8314346671104431,0.0,0.15590055286884308,1,49
102,E1,0.45436105132102966,0.3559137284755707,63.591856479644775,0.30121877789497375,0.1788196563720703,6,1985,0.7760524749755859,0.0,0.15210305899381638,1,50
102,E1,0.43238458037376404,0.0013988857390359044,64.35406374931335,0.3828488886356354,0.024453461170196533,6,2028,0.5063406229019165,0.0,0.3112325444817543,1,51
102,E1,0.4109223783016205,0.018303634598851204,65.1561951637268,0.32417213916778564,0.08160048723220825,6,2067,0.5874077081680298,0.0,0.17773568630218506,1,52
102,E1,0.38984647393226624,0.0014338704058900476,65.91524386405945,0.34997907280921936,0.01787024736404419,6,2110,0.5211228728294373,0.0,0.20280011743307114,1,53
