anatomy,control_position_new,delta_C,delta_R,diagnostic,difference,edit,full,role,without_C,without_C_token_changed,without_R,without_R_token_changed,condition
spleen,True,0.02319362759590149,0.007675528526306152,0,-0.015518099069595337,102,-0.3351876139640808,evaluation,-0.3583812415599823,True,-0.34286314249038696,False,E1
spleen,True,0.023010551929473877,0.011475980281829834,0,-0.011534571647644043,102,-0.3314421772956848,evaluation,-0.3544527292251587,True,-0.34291815757751465,False,E2
spleen,True,-0.05888944864273071,-0.026957780122756958,0,0.031931668519973755,113,-0.3492746949195862,evaluation,-0.29038524627685547,True,-0.3223169147968292,True,E1
spleen,True,-0.062287330627441406,-0.026960760354995728,0,0.03532657027244568,113,-0.3492701053619385,evaluation,-0.28698277473449707,True,-0.32230934500694275,True,E2
