mode,role,metric,paired_edits,delta,ci_low,ci_high,C_FACT_micro,C_NO_H_micro,patients
FORCED_ON,fit,PairCorrect_edit_macro,7,0.8571428571428571,0.5714285714285714,1.0,0.8571428571428571,0.0,UNKNOWN
FORCED_ON,evaluation,PairCorrect_edit_macro,7,0.8571428571428571,0.5714285714285714,1.0,0.7777777777777778,0.0,UNKNOWN
BE_ROUTE_R0,fit,PairCorrect_edit_macro,7,0.7142857142857143,0.42857142857142855,1.0,0.8571428571428571,0.14285714285714285,UNKNOWN
BE_ROUTE_R0,evaluation,PairCorrect_edit_macro,7,0.7142857142857143,0.42857142857142855,1.0,0.6666666666666666,0.1111111111111111,UNKNOWN
RC_FIXED_OLD16,fit,PairCorrect_edit_macro,7,0.0,0.0,0.0,0.8571428571428571,0.8571428571428571,UNKNOWN
RC_FIXED_OLD16,evaluation,PairCorrect_edit_macro,7,0.0,0.0,0.0,0.5555555555555556,0.5555555555555556,UNKNOWN
