task_id,step,group,kl,epsilon,residual,dual,saturation
S2_e107_CP_L16_W2_GROUP_CONSTRAINED,80,H,0.035962097346782684,0.04631686210632324,-0.010354764759540558,0.0654768138466452,0
S2_e107_CP_L16_W2_GROUP_CONSTRAINED,80,U,0.0031569899001624435,0.02703267992806754,-0.023875690027905096,0.5126887148585199,0
S2_e107_CP_L16_W2_GROUP_CONSTRAINED,160,H,0.016170857474207878,0.04631686210632324,-0.030146004632115364,0.10789326122840731,0
S2_e107_CP_L16_W2_GROUP_CONSTRAINED,160,U,0.010061924624356575,0.02703267992806754,-0.016970755303710963,0.0,0
S2_e107_CP_L16_W2_GROUP_CONSTRAINED,320,H,0.03722438961267471,0.04631686210632324,-0.009092472493648529,0.0,0
S2_e107_CP_L16_W2_GROUP_CONSTRAINED,320,U,0.00471750451002403,0.02703267992806754,-0.02231517541804351,0.0,0
S2_e108_CP_P4_W0_TASK_ONLY,0,H,0.3431199789047241,0.17155998945236206,0.17155998945236206,0.5,0
S2_e108_CP_P4_W0_TASK_ONLY,0,U,0.12458149866702464,0.06229074933351232,0.06229074933351232,0.5,0
S2_e108_CP_P4_W0_TASK_ONLY,80,H,0.5808374881744385,0.17155998945236206,0.4092774987220764,0.5,0
S2_e108_CP_P4_W0_TASK_ONLY,80,U,0.19394318308108127,0.06229074933351232,0.13165243374756896,0.5,0
S2_e108_CP_P4_W0_TASK_ONLY,160,H,0.6255478461583456,0.17155998945236206,0.4539878567059835,0.5,0
S2_e108_CP_P4_W0_TASK_ONLY,160,U,0.18884029350458428,0.06229074933351232,0.12654954417107195,0.5,0
S2_e108_CP_P4_W0_TASK_ONLY,320,H,0.6468515197436014,0.17155998945236206,0.4752915302912394,0.5,0
S2_e108_CP_P4_W0_TASK_ONLY,320,U,0.16918237435703093,0.06229074933351232,0.10689162502351861,0.5,0
S2_e108_CP_P4_W1_KL_0.1,0,H,0.3431199789047241,0.17155998945236206,0.17155998945236206,0.5,0
S2_e108_CP_P4_W1_KL_0.1,0,U,0.12458149866702464,0.06229074933351232,0.06229074933351232,0.5,0
S2_e108_CP_P4_W1_KL_0.1,80,H,0.04927447438240051,0.17155998945236206,-0.12228551506996155,0.5,0
S2_e108_CP_P4_W1_KL_0.1,80,U,0.02132156605903919,0.06229074933351232,-0.04096918327447313,0.5,0
S2_e108_CP_P4_W1_KL_0.1,160,H,0.021855128308137257,0.17155998945236206,-0.1497048611442248,0.5,0
S2_e108_CP_P4_W1_KL_0.1,160,U,0.01319285635299121,0.06229074933351232,-0.04909789298052111,0.5,0
S2_e108_CP_P4_W1_KL_0.1,320,H,0.005820565701772769,0.17155998945236206,-0.16573942375058928,0.5,0
S2_e108_CP_P4_W1_KL_0.1,320,U,0.005288245899674411,0.06229074933351232,-0.05700250343383791,0.5,0
S2_e108_CP_P4_W2_GROUP_CONSTRAINED,0,H,0.3431199789047241,0.17155998945236206,0.17155998945236206,0.5,0
S2_e108_CP_P4_W2_GROUP_CONSTRAINED,0,U,0.12458149866702464,0.06229074933351232,0.06229074933351232,0.5,0
S2_e108_CP_P4_W2_GROUP_CONSTRAINED,80,H,0.06741786375641823,0.17155998945236206,-0.10414212569594383,0.0,0
S2_e108_CP_P4_W2_GROUP_CONSTRAINED,80,U,0.026759017437983017,0.06229074933351232,-0.0355317318955293,0.0,0
S2_e108_CP_P4_W2_GROUP_CONSTRAINED,160,H,0.1682036966085434,0.17155998945236206,-0.0033562928438186646,0.0,0
S2_e108_CP_P4_W2_GROUP_CONSTRAINED,160,U,0.05070635463254383,0.06229074933351232,-0.01158439470096849,0.0,0
S2_e108_CP_P4_W2_GROUP_CONSTRAINED,320,H,0.17816687126954397,0.17155998945236206,0.006606881817181914,0.013646141864586164,0
S2_e108_CP_P4_W2_GROUP_CONSTRAINED,320,U,0.054123758929423414,0.06229074933351232,-0.008166990404088907,0.0,0
S2_e108_CP_L16_W2_GROUP_CONSTRAINED,0,H,0.3429963191350301,0.17155998945236206,0.17143632968266803,0.5,0
S2_e108_CP_L16_W2_GROUP_CONSTRAINED,0,U,0.12454459934423749,0.06229074933351232,0.06225385001072517,0.5,0
S2_e108_CP_L16_W2_GROUP_CONSTRAINED,80,H,0.018063140101730824,0.17155998945236206,-0.15349684935063124,0.0,0
S2_e108_CP_L16_W2_GROUP_CONSTRAINED,80,U,0.008586146685187347,0.06229074933351232,-0.053704602648324974,0.0,0
S2_e108_CP_L16_W2_GROUP_CONSTRAINED,160,H,0.019072774176796276,0.17155998945236206,-0.15248721527556577,0.0,0
S2_e108_CP_L16_W2_GROUP_CONSTRAINED,160,U,0.008844069397757547,0.06229074933351232,-0.053446679935754776,0.0,0
S2_e108_CP_L16_W2_GROUP_CONSTRAINED,320,H,0.01987533364444971,0.17155998945236206,-0.15168465580791235,0.0,0
S2_e108_CP_L16_W2_GROUP_CONSTRAINED,320,U,0.008801732198872533,0.06229074933351232,-0.053489017134639785,0.0,0
S2_e109_CP_P4_W0_TASK_ONLY,0,H,0.2927499860525131,0.14637499302625656,0.14637499302625656,0.5,0
S2_e109_CP_P4_W0_TASK_ONLY,0,U,0.09632641057084713,0.04816320528542357,0.04816320528542357,0.5,0
S2_e109_CP_P4_W0_TASK_ONLY,80,H,0.5737254023551941,0.14637499302625656,0.42735040932893753,0.5,0
S2_e109_CP_P4_W0_TASK_ONLY,80,U,0.16550489889258252,0.04816320528542357,0.11734169360715896,0.5,0
S2_e109_CP_P4_W0_TASK_ONLY,160,H,0.6556178629398346,0.14637499302625656,0.509242869913578,0.5,0
S2_e109_CP_P4_W0_TASK_ONLY,160,U,0.18990825797664002,0.04816320528542357,0.14174505269121646,0.5,0
S2_e109_CP_P4_W0_TASK_ONLY,320,H,0.7155641615390778,0.14637499302625656,0.5691891685128212,0.5,0
S2_e109_CP_P4_W0_TASK_ONLY,320,U,0.2106564917402076,0.04816320528542357,0.16249328645478403,0.5,0
S2_e109_CP_P4_W1_KL_0.1,0,H,0.2927499860525131,0.14637499302625656,0.14637499302625656,0.5,0
S2_e109_CP_P4_W1_KL_0.1,0,U,0.09632641057084713,0.04816320528542357,0.04816320528542357,0.5,0
S2_e109_CP_P4_W1_KL_0.1,80,H,0.07963672280311584,0.14637499302625656,-0.06673827022314072,0.5,0
S2_e109_CP_P4_W1_KL_0.1,80,U,0.029305106985183165,0.04816320528542357,-0.018858098300240402,0.5,0
S2_e109_CP_P4_W1_KL_0.1,160,H,0.06543322838842869,0.14637499302625656,-0.08094176463782787,0.5,0
S2_e109_CP_P4_W1_KL_0.1,160,U,0.018772597291639874,0.04816320528542357,-0.029390607993783693,0.5,0
S2_e109_CP_P4_W1_KL_0.1,320,H,0.03362221457064152,0.14637499302625656,-0.11275277845561504,0.5,0
S2_e109_CP_P4_W1_KL_0.1,320,U,0.007305794453714043,0.04816320528542357,-0.040857410831709524,0.5,0
S2_e109_CP_P4_W2_GROUP_CONSTRAINED,0,H,0.2927499860525131,0.14637499302625656,0.14637499302625656,0.5,0
S2_e109_CP_P4_W2_GROUP_CONSTRAINED,0,U,0.09632641057084713,0.04816320528542357,0.04816320528542357,0.5,0
S2_e109_CP_P4_W2_GROUP_CONSTRAINED,80,H,0.029566679149866104,0.14637499302625656,-0.11680831387639046,0.0,0
S2_e109_CP_P4_W2_GROUP_CONSTRAINED,80,U,0.018378919231638844,0.04816320528542357,-0.029784286053784723,0.13639360901880182,0
S2_e109_CP_P4_W2_GROUP_CONSTRAINED,160,H,0.12705377116799355,0.14637499302625656,-0.019321221858263016,0.0,0
S2_e109_CP_P4_W2_GROUP_CONSTRAINED,160,U,0.04865164112665558,0.04816320528542357,0.00048843584123201,0.0,0
S2_e109_CP_P4_W2_GROUP_CONSTRAINED,320,H,0.1570289507508278,0.14637499302625656,0.010653957724571228,0.027262948236635862,0
S2_e109_CP_P4_W2_GROUP_CONSTRAINED,320,U,0.047553192516456226,0.04816320528542357,-0.0006100127689673412,0.018383206682281928,0
S2_e109_CP_L16_W2_GROUP_CONSTRAINED,0,H,0.29257526993751526,0.14637499302625656,0.1462002769112587,0.5,0
S2_e109_CP_L16_W2_GROUP_CONSTRAINED,0,U,0.09631364554765501,0.04816320528542357,0.04815044026223144,0.5,0
S2_e109_CP_L16_W2_GROUP_CONSTRAINED,80,H,0.010896349558606744,0.14637499302625656,-0.13547864346764982,0.0,0
S2_e109_CP_L16_W2_GROUP_CONSTRAINED,80,U,0.014991382785540606,0.04816320528542357,-0.03317182249988296,0.0,0
S2_e109_CP_L16_W2_GROUP_CONSTRAINED,160,H,0.026162751717492938,0.14637499302625656,-0.12021224130876362,0.0,0
S2_e109_CP_L16_W2_GROUP_CONSTRAINED,160,U,0.020284468998267715,0.04816320528542357,-0.027878736287155852,0.0,0
S2_e109_CP_L16_W2_GROUP_CONSTRAINED,320,H,0.03600049298256636,0.14637499302625656,-0.1103745000436902,0.0,0
S2_e109_CP_L16_W2_GROUP_CONSTRAINED,320,U,0.020472745660559406,0.04816320528542357,-0.02769045962486416,0.0,0
S2_e110_CP_P4_W0_TASK_ONLY,0,H,0.33986639976501465,0.16993319988250732,0.16993319988250732,0.5,0
S2_e110_CP_P4_W0_TASK_ONLY,0,U,0.05511920237248497,0.027559601186242486,0.027559601186242486,0.5,0
S2_e110_CP_P4_W0_TASK_ONLY,80,H,0.621737539768219,0.16993319988250732,0.45180433988571167,0.5,0
S2_e110_CP_P4_W0_TASK_ONLY,80,U,0.11553723681052881,0.027559601186242486,0.08797763562428633,0.5,0
S2_e110_CP_P4_W0_TASK_ONLY,160,H,0.6684357523918152,0.16993319988250732,0.49850255250930786,0.5,0
S2_e110_CP_P4_W0_TASK_ONLY,160,U,0.12106931927181515,0.027559601186242486,0.09350971808557267,0.5,0
S2_e110_CP_P4_W0_TASK_ONLY,320,H,0.6894715428352356,0.16993319988250732,0.5195383429527283,0.5,0
S2_e110_CP_P4_W0_TASK_ONLY,320,U,0.12109376013644838,0.027559601186242486,0.09353415895020589,0.5,0
S2_e110_CP_P4_W1_KL_0.1,0,H,0.33986639976501465,0.16993319988250732,0.16993319988250732,0.5,0
S2_e110_CP_P4_W1_KL_0.1,0,U,0.05511920237248497,0.027559601186242486,0.027559601186242486,0.5,0
S2_e110_CP_P4_W1_KL_0.1,80,H,0.1075427234172821,0.16993319988250732,-0.06239047646522522,0.5,0
S2_e110_CP_P4_W1_KL_0.1,80,U,0.012607221005185108,0.027559601186242486,-0.014952380181057379,0.5,0
S2_e110_CP_P4_W1_KL_0.1,160,H,0.10257984697818756,0.16993319988250732,-0.06735335290431976,0.5,0
S2_e110_CP_P4_W1_KL_0.1,160,U,0.009015171187846656,0.027559601186242486,-0.018544429998395832,0.5,0
S2_e110_CP_P4_W1_KL_0.1,320,H,0.10341185331344604,0.16993319988250732,-0.06652134656906128,0.5,0
S2_e110_CP_P4_W1_KL_0.1,320,U,0.0051729860715568066,0.027559601186242486,-0.02238661511468568,0.5,0
S2_e110_CP_P4_W2_GROUP_CONSTRAINED,0,H,0.33986639976501465,0.16993319988250732,0.16993319988250732,0.5,0
S2_e110_CP_P4_W2_GROUP_CONSTRAINED,0,U,0.05511920237248497,0.027559601186242486,0.027559601186242486,0.5,0
S2_e110_CP_P4_W2_GROUP_CONSTRAINED,80,H,0.053534019738435745,0.16993319988250732,-0.11639918014407158,0.0,0
S2_e110_CP_P4_W2_GROUP_CONSTRAINED,80,U,0.006982441742106208,0.027559601186242486,-0.020577159444136277,0.0,0
S2_e110_CP_P4_W2_GROUP_CONSTRAINED,160,H,0.16252578794956207,0.16993319988250732,-0.0074074119329452515,0.0,0
S2_e110_CP_P4_W2_GROUP_CONSTRAINED,160,U,0.019515918160323054,0.027559601186242486,-0.008043683025919433,0.003811291561442346,0
S2_e110_CP_P4_W2_GROUP_CONSTRAINED,320,H,0.18363894522190094,0.16993319988250732,0.013705745339393616,0.012295016456444369,0
S2_e110_CP_P4_W2_GROUP_CONSTRAINED,320,U,0.022858703729330694,0.027559601186242486,-0.004700897456911792,0.0,0
S2_e110_CP_L16_W2_GROUP_CONSTRAINED,0,H,0.3398481607437134,0.16993319988250732,0.16991496086120605,0.5,0
S2_e110_CP_L16_W2_GROUP_CONSTRAINED,0,U,0.05514006188604981,0.027559601186242486,0.02758046069980732,0.5,0
S2_e110_CP_L16_W2_GROUP_CONSTRAINED,80,H,0.14214934408664703,0.16993319988250732,-0.02778385579586029,0.0,0
S2_e110_CP_L16_W2_GROUP_CONSTRAINED,80,U,0.013001463802148854,0.027559601186242486,-0.014558137384093632,0.0,0
S2_e110_CP_L16_W2_GROUP_CONSTRAINED,160,H,0.2782258689403534,0.16993319988250732,0.10829266905784607,0.0,0
S2_e110_CP_L16_W2_GROUP_CONSTRAINED,160,U,0.03527864091821747,0.027559601186242486,0.007719039731974981,0.013499616076086407,0
S2_e110_CP_L16_W2_GROUP_CONSTRAINED,320,H,0.16561061143875122,0.16993319988250732,-0.0043225884437561035,0.0,0
S2_e110_CP_L16_W2_GROUP_CONSTRAINED,320,U,0.011642094604862254,0.027559601186242486,-0.015917506581380234,0.0,0
S2_e111_CP_P4_W0_TASK_ONLY,0,H,0.23949843645095825,0.11974921822547913,0.11974921822547913,0.5,0
S2_e111_CP_P4_W0_TASK_ONLY,0,U,0.13544633344281465,0.06772316672140732,0.06772316672140732,0.5,0
S2_e111_CP_P4_W0_TASK_ONLY,80,H,0.3875390887260437,0.11974921822547913,0.2677898705005646,0.5,0
S2_e111_CP_P4_W0_TASK_ONLY,80,U,0.201153256003246,0.06772316672140732,0.13343008928183867,0.5,0
S2_e111_CP_P4_W0_TASK_ONLY,160,H,0.40870821475982666,0.11974921822547913,0.28895899653434753,0.5,0
S2_e111_CP_P4_W0_TASK_ONLY,160,U,0.20168395043999357,0.06772316672140732,0.13396078371858625,0.5,0
S2_e111_CP_P4_W0_TASK_ONLY,320,H,0.4215041995048523,0.11974921822547913,0.30175498127937317,0.5,0
S2_e111_CP_P4_W0_TASK_ONLY,320,U,0.1971470559365116,0.06772316672140732,0.12942388921510428,0.5,0
S2_e111_CP_P4_W1_KL_0.1,0,H,0.23949843645095825,0.11974921822547913,0.11974921822547913,0.5,0
S2_e111_CP_P4_W1_KL_0.1,0,U,0.13544633344281465,0.06772316672140732,0.06772316672140732,0.5,0
S2_e111_CP_P4_W1_KL_0.1,80,H,0.08312057703733444,0.11974921822547913,-0.036628641188144684,0.5,0
S2_e111_CP_P4_W1_KL_0.1,80,U,0.04076707926911435,0.06772316672140732,-0.026956087452292977,0.5,0
S2_e111_CP_P4_W1_KL_0.1,160,H,0.08503646403551102,0.11974921822547913,-0.03471275418996811,0.5,0
S2_e111_CP_P4_W1_KL_0.1,160,U,0.028610904609584913,0.06772316672140732,-0.03911226211182241,0.5,0
S2_e111_CP_P4_W1_KL_0.1,320,H,0.08516206592321396,0.11974921822547913,-0.03458715230226517,0.5,0
S2_e111_CP_P4_W1_KL_0.1,320,U,0.014969265585282951,0.06772316672140732,-0.052753901136124375,0.5,0
S2_e111_CP_P4_W2_GROUP_CONSTRAINED,0,H,0.23949843645095825,0.11974921822547913,0.11974921822547913,0.5,0
S2_e111_CP_P4_W2_GROUP_CONSTRAINED,0,U,0.13544633344281465,0.06772316672140732,0.06772316672140732,0.5,0
S2_e111_CP_P4_W2_GROUP_CONSTRAINED,80,H,0.03271229937672615,0.11974921822547913,-0.08703691884875298,0.0,0
S2_e111_CP_P4_W2_GROUP_CONSTRAINED,80,U,0.02085367038671393,0.06772316672140732,-0.046869496334693395,0.04158873971860938,0
S2_e111_CP_P4_W2_GROUP_CONSTRAINED,160,H,0.10689669102430344,0.11974921822547913,-0.01285252720117569,0.0,0
S2_e111_CP_P4_W2_GROUP_CONSTRAINED,160,U,0.06976221080653236,0.06772316672140732,0.0020390440851250358,0.0,0
S2_e111_CP_P4_W2_GROUP_CONSTRAINED,320,H,0.10020884871482849,0.11974921822547913,-0.019540369510650635,0.0,0
S2_e111_CP_P4_W2_GROUP_CONSTRAINED,320,U,0.042309145854752775,0.06772316672140732,-0.02541402086665455,0.0,0
S2_e111_CP_L16_W2_GROUP_CONSTRAINED,0,H,0.2395254522562027,0.11974921822547913,0.11977623403072357,0.5,0
S2_e111_CP_L16_W2_GROUP_CONSTRAINED,0,U,0.1354046343642819,0.06772316672140732,0.06768146764287458,0.5,0
S2_e111_CP_L16_W2_GROUP_CONSTRAINED,80,H,0.07933130115270615,0.11974921822547913,-0.04041791707277298,0.06575130618541176,0
S2_e111_CP_L16_W2_GROUP_CONSTRAINED,80,U,0.008165305727743544,0.06772316672140732,-0.05955786099366378,0.0,0
S2_e111_CP_L16_W2_GROUP_CONSTRAINED,160,H,0.059277843683958054,0.11974921822547913,-0.06047137454152107,0.05673424322773768,0
S2_e111_CP_L16_W2_GROUP_CONSTRAINED,160,U,0.00879952568876823,0.06772316672140732,-0.05892364103263909,0.0,0
S2_e111_CP_L16_W2_GROUP_CONSTRAINED,320,H,0.07447602599859238,0.11974921822547913,-0.04527319222688675,0.08587350866100367,0
S2_e111_CP_L16_W2_GROUP_CONSTRAINED,320,U,0.013239328150770493,0.06772316672140732,-0.05448383857063683,0.0,0
S2_e112_CP_P4_W0_TASK_ONLY,0,H,0.8313307762145996,0.4156653881072998,0.4156653881072998,0.5,0
S2_e112_CP_P4_W0_TASK_ONLY,0,U,0.1001684455467122,0.0500842227733561,0.0500842227733561,0.5,0
S2_e112_CP_P4_W0_TASK_ONLY,80,H,1.2068990468978882,0.4156653881072998,0.7912336587905884,0.5,0
S2_e112_CP_P4_W0_TASK_ONLY,80,U,0.1842707074912531,0.0500842227733561,0.13418648471789701,0.5,0
S2_e112_CP_P4_W0_TASK_ONLY,160,H,1.2231894135475159,0.4156653881072998,0.8075240254402161,0.5,0
S2_e112_CP_P4_W0_TASK_ONLY,160,U,0.1852237485083086,0.0500842227733561,0.13513952573495253,0.5,0
S2_e112_CP_P4_W0_TASK_ONLY,320,H,1.2206713557243347,0.4156653881072998,0.8050059676170349,0.5,0
S2_e112_CP_P4_W0_TASK_ONLY,320,U,0.18795002597783292,0.0500842227733561,0.13786580320447683,0.5,0
S2_e112_CP_P4_W1_KL_0.1,0,H,0.8313307762145996,0.4156653881072998,0.4156653881072998,0.5,0
S2_e112_CP_P4_W1_KL_0.1,0,U,0.1001684455467122,0.0500842227733561,0.0500842227733561,0.5,0
S2_e112_CP_P4_W1_KL_0.1,80,H,0.3346096873283386,0.4156653881072998,-0.08105570077896118,0.5,0
S2_e112_CP_P4_W1_KL_0.1,80,U,0.019980378182871,0.0500842227733561,-0.0301038445904851,0.5,0
S2_e112_CP_P4_W1_KL_0.1,160,H,0.24679530411958694,0.4156653881072998,-0.16887008398771286,0.5,0
S2_e112_CP_P4_W1_KL_0.1,160,U,0.010915821434796922,0.0500842227733561,-0.03916840133855918,0.5,0
S2_e112_CP_P4_W1_KL_0.1,320,H,0.1050337515771389,0.4156653881072998,-0.3106316365301609,0.5,0
S2_e112_CP_P4_W1_KL_0.1,320,U,0.005231811349014086,0.0500842227733561,-0.044852411424342015,0.5,0
S2_e112_CP_P4_W2_GROUP_CONSTRAINED,0,H,0.8313307762145996,0.4156653881072998,0.4156653881072998,0.5,0
S2_e112_CP_P4_W2_GROUP_CONSTRAINED,0,U,0.1001684455467122,0.0500842227733561,0.0500842227733561,0.5,0
S2_e112_CP_P4_W2_GROUP_CONSTRAINED,80,H,0.20384732633829117,0.4156653881072998,-0.21181806176900864,0.14464272845244291,0
S2_e112_CP_P4_W2_GROUP_CONSTRAINED,80,U,0.013635675206647388,0.0500842227733561,-0.03644854756670871,0.0,0
S2_e112_CP_P4_W2_GROUP_CONSTRAINED,160,H,0.4417504668235779,0.4156653881072998,0.026085078716278076,0.07168179598266879,0
S2_e112_CP_P4_W2_GROUP_CONSTRAINED,160,U,0.035309405997395515,0.0500842227733561,-0.014774816775960584,0.0043138144056871835,0
S2_e112_CP_P4_W2_GROUP_CONSTRAINED,320,H,0.35435837507247925,0.4156653881072998,-0.06130701303482056,0.0,0
S2_e112_CP_P4_W2_GROUP_CONSTRAINED,320,U,0.032342838921717236,0.0500842227733561,-0.017741383851638863,0.0,0
S2_e112_CP_L16_W2_GROUP_CONSTRAINED,0,H,0.8314295411109924,0.4156653881072998,0.4157641530036926,0.5,0
S2_e112_CP_L16_W2_GROUP_CONSTRAINED,0,U,0.10020089375653438,0.0500842227733561,0.05011667098317828,0.5,0
S2_e112_CP_L16_W2_GROUP_CONSTRAINED,80,H,0.0025579867651686072,0.4156653881072998,-0.4131074013421312,0.0,0
S2_e112_CP_L16_W2_GROUP_CONSTRAINED,80,U,0.012648828959624683,0.0500842227733561,-0.03743539381373141,0.0,0
S2_e112_CP_L16_W2_GROUP_CONSTRAINED,160,H,0.0026953316992148757,0.4156653881072998,-0.41297005640808493,0.0,0
S2_e112_CP_L16_W2_GROUP_CONSTRAINED,160,U,0.013744051302117961,0.0500842227733561,-0.036340171471238136,0.0,0
S2_e112_CP_L16_W2_GROUP_CONSTRAINED,320,H,0.002831695950590074,0.4156653881072998,-0.41283369215670973,0.0,0
S2_e112_CP_L16_W2_GROUP_CONSTRAINED,320,U,0.013691990902381284,0.0500842227733561,-0.03639223187097482,0.0,0
S2_e113_CP_P4_W0_TASK_ONLY,0,H,0.16435357928276062,0.08217678964138031,0.08217678964138031,0.5,0
S2_e113_CP_P4_W0_TASK_ONLY,0,U,0.0830116487174694,0.0415058243587347,0.0415058243587347,0.5,0
S2_e113_CP_P4_W0_TASK_ONLY,80,H,0.26672711968421936,0.08217678964138031,0.18455033004283905,0.5,0
S2_e113_CP_P4_W0_TASK_ONLY,80,U,0.12781106598309375,0.0415058243587347,0.08630524162435904,0.5,0
S2_e113_CP_P4_W0_TASK_ONLY,160,H,0.3004865348339081,0.08217678964138031,0.21830974519252777,0.5,0
S2_e113_CP_P4_W0_TASK_ONLY,160,U,0.1449616040419122,0.0415058243587347,0.10345577968317748,0.5,0
S2_e113_CP_P4_W0_TASK_ONLY,320,H,0.36573198437690735,0.08217678964138031,0.28355519473552704,0.5,0
S2_e113_CP_P4_W0_TASK_ONLY,320,U,0.15873158373038418,0.0415058243587347,0.11722575937164947,0.5,0
S2_e113_CP_P4_W1_KL_0.1,0,H,0.16435357928276062,0.08217678964138031,0.08217678964138031,0.5,0
S2_e113_CP_P4_W1_KL_0.1,0,U,0.0830116487174694,0.0415058243587347,0.0415058243587347,0.5,0
S2_e113_CP_P4_W1_KL_0.1,80,H,0.06261318176984787,0.08217678964138031,-0.01956360787153244,0.5,0
S2_e113_CP_P4_W1_KL_0.1,80,U,0.025733128493551964,0.0415058243587347,-0.015772695865182734,0.5,0
S2_e113_CP_P4_W1_KL_0.1,160,H,0.06295987963676453,0.08217678964138031,-0.019216910004615784,0.5,0
S2_e113_CP_P4_W1_KL_0.1,160,U,0.018282326428951428,0.0415058243587347,-0.02322349792978327,0.5,0
S2_e113_CP_P4_W1_KL_0.1,320,H,0.060914043337106705,0.08217678964138031,-0.021262746304273605,0.5,0
S2_e113_CP_P4_W1_KL_0.1,320,U,0.011880644293601758,0.0415058243587347,-0.02962518006513294,0.5,0
S2_e113_CP_P4_W2_GROUP_CONSTRAINED,0,H,0.16435357928276062,0.08217678964138031,0.08217678964138031,0.5,0
S2_e113_CP_P4_W2_GROUP_CONSTRAINED,0,U,0.0830116487174694,0.0415058243587347,0.0415058243587347,0.5,0
S2_e113_CP_P4_W2_GROUP_CONSTRAINED,80,H,0.02110162191092968,0.08217678964138031,-0.06107516773045063,0.03667048761143644,0
S2_e113_CP_P4_W2_GROUP_CONSTRAINED,80,U,0.01599171528401452,0.0415058243587347,-0.025514109074720178,0.3193564382548622,0
S2_e113_CP_P4_W2_GROUP_CONSTRAINED,160,H,0.06494540721178055,0.08217678964138031,-0.017231382429599762,0.0,0
S2_e113_CP_P4_W2_GROUP_CONSTRAINED,160,U,0.04343496790638061,0.0415058243587347,0.001929143547645909,0.001318768786340191,0
S2_e113_CP_P4_W2_GROUP_CONSTRAINED,320,H,0.06539791077375412,0.08217678964138031,-0.01677887886762619,0.010243638255717068,0
S2_e113_CP_P4_W2_GROUP_CONSTRAINED,320,U,0.02646002480261294,0.0415058243587347,-0.015045799556121758,0.0,0
S2_e113_CP_L16_W2_GROUP_CONSTRAINED,0,H,0.16435404121875763,0.08217678964138031,0.08217725157737732,0.5,0
S2_e113_CP_L16_W2_GROUP_CONSTRAINED,0,U,0.08308014998744641,0.0415058243587347,0.04157432562871171,0.5,0
S2_e113_CP_L16_W2_GROUP_CONSTRAINED,80,H,0.07985009998083115,0.08217678964138031,-0.002326689660549164,0.0,0
S2_e113_CP_L16_W2_GROUP_CONSTRAINED,80,U,0.006655056025400492,0.0415058243587347,-0.034850768333334205,0.0,0
S2_e113_CP_L16_W2_GROUP_CONSTRAINED,160,H,0.0814518928527832,0.08217678964138031,-0.0007248967885971069,0.0,0
S2_e113_CP_L16_W2_GROUP_CONSTRAINED,160,U,0.00820622026055519,0.0415058243587347,-0.03329960409817951,0.0,0
S2_e113_CP_L16_W2_GROUP_CONSTRAINED,320,H,0.08339349925518036,0.08217678964138031,0.0012167096138000488,0.00021166848453123553,0
S2_e113_CP_L16_W2_GROUP_CONSTRAINED,320,U,0.00787590044949736,0.0415058243587347,-0.03362992390923734,0.0,0
S2_e114_CP_P4_W0_TASK_ONLY,0,H,0.6152722835540771,0.3076361417770386,0.3076361417770386,0.5,0
S2_e114_CP_P4_W0_TASK_ONLY,0,U,0.005327695090922394,0.002663847545461197,0.002663847545461197,0.5,0
S2_e114_CP_P4_W0_TASK_ONLY,80,H,0.8508502840995789,0.3076361417770386,0.5432141423225403,0.5,0
S2_e114_CP_P4_W0_TASK_ONLY,80,U,0.0064968474907800555,0.002663847545461197,0.0038329999453188585,0.5,0
S2_e114_CP_P4_W0_TASK_ONLY,160,H,0.9875995516777039,0.3076361417770386,0.6799634099006653,0.5,0
S2_e114_CP_P4_W0_TASK_ONLY,160,U,0.007532725642834391,0.002663847545461197,0.004868878097373195,0.5,0
S2_e114_CP_P4_W0_TASK_ONLY,320,H,1.2389658689498901,0.3076361417770386,0.9313297271728516,0.5,0
S2_e114_CP_P4_W0_TASK_ONLY,320,U,0.01151476111928267,0.002663847545461197,0.008850913573821473,0.5,0
S2_e114_CP_P4_W1_KL_0.1,0,H,0.6152722835540771,0.3076361417770386,0.3076361417770386,0.5,0
S2_e114_CP_P4_W1_KL_0.1,0,U,0.005327695090922394,0.002663847545461197,0.002663847545461197,0.5,0
S2_e114_CP_P4_W1_KL_0.1,80,H,0.1662093698978424,0.3076361417770386,-0.14142677187919617,0.5,0
S2_e114_CP_P4_W1_KL_0.1,80,U,0.0014212261739885435,0.002663847545461197,-0.0012426213714726536,0.5,0
S2_e114_CP_P4_W1_KL_0.1,160,H,0.0542990043759346,0.3076361417770386,-0.253337137401104,0.5,0
S2_e114_CP_P4_W1_KL_0.1,160,U,0.0008764248019100965,0.002663847545461197,-0.0017874227435511006,0.5,0
S2_e114_CP_P4_W1_KL_0.1,320,H,0.019655447453260422,0.3076361417770386,-0.28798069432377815,0.5,0
S2_e114_CP_P4_W1_KL_0.1,320,U,0.00047615389277260486,0.002663847545461197,-0.002187693652688592,0.5,0
S2_e114_CP_P4_W2_GROUP_CONSTRAINED,0,H,0.6152722835540771,0.3076361417770386,0.3076361417770386,0.5,0
S2_e114_CP_P4_W2_GROUP_CONSTRAINED,0,U,0.005327695090922394,0.002663847545461197,0.002663847545461197,0.5,0
S2_e114_CP_P4_W2_GROUP_CONSTRAINED,80,H,0.10478168725967407,0.3076361417770386,-0.2028544545173645,0.04938620347327184,0
S2_e114_CP_P4_W2_GROUP_CONSTRAINED,80,U,0.0009405364481998342,0.002663847545461197,-0.001723311097261363,0.48882940189527246,0
